Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Reactome Gene Sets,6,R-MMU-2142753,Arachidonate metabolism,,-4.4,46,12,21160,60,23,3,13,7,14598|18979|19215,Ggt1|Pon1|Ptgds,-0.67,hits
Reactome Gene Sets,6,R-MMU-556833,Metabolism of lipids,,-4.4,9,6.6,21160,611,23,6,26,9.2,14598|14732|18979|19215|66234|71949,Ggt1|Gpam|Pon1|Ptgds|Msmo1|Cers5,-0.67,hits
GO Biological Processes,19,GO:0030335,positive regulation of cell migration,19_GO:0040011 locomotion,-4.4,8.9,6.6,21160,621,23,6,26,9.2,11674|14366|18590|22339|56508|83964,Aldoa|Fzd4|Pdgfa|Vegfa|Rapgef4|Jam3,-0.67,hits
GO Biological Processes,19,GO:2000147,positive regulation of cell motility,19_GO:0040011 locomotion,-4.3,8.5,6.4,21160,651,23,6,26,9.2,11674|14366|18590|22339|56508|83964,Aldoa|Fzd4|Pdgfa|Vegfa|Rapgef4|Jam3,-0.67,hits
GO Biological Processes,19,GO:0040017,positive regulation of locomotion,19_GO:0040011 locomotion,-4.2,8.3,6.3,21160,668,23,6,26,9.2,11674|14366|18590|22339|56508|83964,Aldoa|Fzd4|Pdgfa|Vegfa|Rapgef4|Jam3,-0.67,hits
Reactome Gene Sets,6,R-MMU-114608,Platelet degranulation,,-3.6,24,8.2,21160,115,23,3,13,7,11674|18590|22339,Aldoa|Pdgfa|Vegfa,-0.15,hits
Reactome Gene Sets,6,R-MMU-76005,Response to elevated platelet cytosolic Ca2+,,-3.5,23,8,21160,119,23,3,13,7,11674|18590|22339,Aldoa|Pdgfa|Vegfa,-0.15,hits
GO Biological Processes,19,GO:0046903,secretion,19_GO:0051179 localization,-3.4,7.7,5.5,21160,595,23,5,22,8.6,14366|19215|22088|22339|56508,Fzd4|Ptgds|Tsg101|Vegfa|Rapgef4,-0.078,hits
GO Biological Processes,19,GO:0001525,angiogenesis,19_GO:0032502 developmental process,-3.3,10,5.8,21160,358,23,4,17,7.9,14366|18590|22339|83964,Fzd4|Pdgfa|Vegfa|Jam3,0,hits
GO Biological Processes,19,GO:0043405,regulation of MAP kinase activity,19_GO:0050789 regulation of biological process,-3.2,17,6.8,21160,160,23,3,13,7,14366|18590|22088,Fzd4|Pdgfa|Tsg101,0,hits
