_MEMBER_hits,_LogP_hits,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-4.8,TRR00539,M1,1,0,TRRUST,34,Regulated by: Hdac3,,-4.8,57,13,21160,7,160,3,1.9,1.1,14281|16476|18035,Fos|Jun|Nfkbia,-1.9,0
1,-3.7,TRR00951,M1,1,0,TRRUST,34,Regulated by: Nfkb1,,-3.7,5,5.1,21160,210,160,8,5,1.7,12608|14281|16477|18035|18626|19252|22329|80859,Cebpb|Fos|Junb|Nfkbia|Per1|Dusp1|Vcam1|Nfkbiz,-1.1,0
1,-3.4,TRR00168,M1,1,0,TRRUST,34,Regulated by: Crebbp,,-3.4,12,6.3,21160,45,160,4,2.5,1.2,14281|14282|17748|18626,Fos|Fosb|Mt1|Per1,-1.1,0
1,-3.4,TRR01368,M1,1,0,TRRUST,34,Regulated by: Stat3,,-3.4,8.2,5.6,21160,81,160,5,3.1,1.4,13653|14281|16600|17748|18708,Egr1|Fos|Klf4|Mt1|Pik3r1,-1.1,0
1,-3,TRR00328,M1,1,0,TRRUST,34,Regulated by: Ets2,,-3,15,6.4,21160,26,160,3,1.9,1.1,13653|16476|67603,Egr1|Jun|Dusp6,-0.74,0
1,-2.8,TRR00536,M1,1,0,TRRUST,34,Regulated by: Hdac1,,-2.8,13,5.8,21160,30,160,3,1.9,1.1,12608|16476|18035,Cebpb|Jun|Nfkbia,-0.65,0
1,-2.8,TRR00378,M1,1,0,TRRUST,34,Regulated by: Fos,,-2.8,7.9,4.9,21160,67,160,4,2.5,1.2,13653|14281|16476|17748,Egr1|Fos|Jun|Mt1,-0.65,0
1,-2.7,TRR01494,M1,1,0,TRRUST,34,Regulated by: Trp53,,-2.7,4.6,4.2,21160,172,160,6,3.8,1.5,13653|14281|16600|17748|19252|116914,Egr1|Fos|Klf4|Mt1|Dusp1|Slc19a2,-0.63,0
1,-2.1,TRR00944,M1,1,0,TRRUST,34,Regulated by: Nfe2l2,,-2.1,7.5,4.1,21160,53,160,3,1.9,1.1,12608|14281|17748,Cebpb|Fos|Mt1,-0.11,0
