Gene,TotalEvidenceCounts,EvidenceHit:hits,EvidenceGO:hits,EvidencePPI:hits
22143,3.0,1,1,1
17846,3.0,1,1,1
16523,3.0,1,1,1
75964,3.0,1,1,1
93759,3.0,1,1,1
56484,3.0,1,1,1
16418,3.0,1,1,1
107986,3.0,1,1,1
20662,3.0,1,1,1
68197,3.0,1,1,1
56392,3.0,1,1,1
103468,3.0,1,1,1
77569,3.0,1,1,1
245866,3.0,1,1,1
100040531,3.0,1,1,1
231874,3.0,1,1,1
23991,3.0,1,1,1
16337,3.0,1,1,1
56382,3.0,1,1,1
19384,3.0,1,1,1
215748,2.0,1,1,0
235320,2.0,1,1,0
13731,2.0,1,1,0
64602,2.0,1,1,0
21351,2.0,1,0,1
53975,2.0,1,0,1
66365,2.0,1,0,1
17355,2.0,1,0,1
228410,2.0,1,0,1
80718,2.0,1,1,0
83962,2.0,1,0,1
66866,2.0,1,0,1
68519,2.0,1,0,1
227624,2.0,1,0,1
50926,2.0,1,0,1
98710,2.0,1,0,1
66420,2.0,1,0,1
23967,2.0,1,1,0
11977,2.0,1,1,0
78586,2.0,1,0,1
76137,2.0,1,0,1
12916,2.0,1,0,1
59049,2.0,1,1,0
224814,2.0,1,0,1
72654,2.0,1,0,1
170930,2.0,1,0,1
13660,2.0,1,1,0
66406,2.0,1,0,1
170758,2.0,1,0,1
66810,2.0,1,0,1
211389,2.0,1,0,1
12177,2.0,1,0,1
319974,2.0,1,1,0
14700,2.0,1,0,1
66492,2.0,1,0,1
68198,2.0,1,0,1
67103,2.0,1,1,0
74747,2.0,1,1,0
66039,2.0,1,0,1
67938,2.0,1,0,1
170823,2.0,1,0,1
18103,2.0,1,0,1
15270,2.0,1,0,1
17133,2.0,1,0,1
53417,2.0,1,0,1
66385,2.0,1,0,1
226844,2.0,1,1,0
15204,2.0,1,0,1
75221,2.0,1,0,1
52609,2.0,1,0,1
67871,2.0,1,0,1
23945,2.0,1,0,1
246694,1.0,1,0,0
68303,1.0,1,0,0
553127,1.0,1,0,0
56737,1.0,1,0,0
14229,1.0,1,0,0
72033,1.0,1,0,0
22157,1.0,1,0,0
67528,1.0,1,0,0
665155,1.0,1,0,0
12514,1.0,1,0,0
11564,1.0,1,0,0
225028,1.0,1,0,0
219150,1.0,1,0,0
215512,1.0,1,0,0
635702,1.0,1,0,0
242443,1.0,1,0,0
210106,1.0,1,0,0
19215,1.0,1,0,0
15925,1.0,1,0,0
71169,1.0,1,0,0
18845,1.0,1,0,0
72500,1.0,1,0,0
74580,1.0,1,0,0
269587,1.0,1,0,0
22413,1.0,1,0,0
66859,1.0,1,0,0
18117,1.0,1,0,0
75425,1.0,1,0,0
27528,1.0,1,0,0
110821,1.0,1,0,0
20196,1.0,1,0,0
68936,1.0,1,0,0
18554,1.0,1,0,0
319601,1.0,1,0,0
66092,1.0,1,0,0
26364,1.0,1,0,0
67770,1.0,1,0,0
50794,1.0,1,0,0
240055,1.0,1,0,0
100383,1.0,1,0,0
433375,1.0,1,0,0
68187,1.0,1,0,0
13110,1.0,1,0,0
59090,1.0,1,0,0
20971,1.0,1,0,0
227707,1.0,1,0,0
233724,1.0,1,0,0
66787,1.0,1,0,0
67789,1.0,1,0,0
56356,1.0,1,0,0
66180,1.0,1,0,0
21885,1.0,1,0,0
233802,1.0,1,0,0
78825,1.0,1,0,0
320825,1.0,1,0,0
94214,1.0,1,0,0
66117,1.0,1,0,0
17755,1.0,1,0,0
74120,1.0,1,0,0
231834,1.0,1,0,0
319478,1.0,1,0,0
225339,1.0,1,0,0
224904,1.0,1,0,0
11496,1.0,1,0,0
66462,1.0,1,0,0
102058,1.0,1,0,0
69537,1.0,1,0,0
71566,1.0,1,0,0
211577,1.0,1,0,0
100678,1.0,1,0,0
78248,1.0,1,0,0
21423,1.0,1,0,0
329504,1.0,1,0,0
70314,1.0,1,0,0
13528,1.0,1,0,0
27276,1.0,1,0,0
208795,1.0,1,0,0
