,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene,pct.1_pct.2
1,1.91452704776425e-116,0.807434644597162,0.553,0.366,2.13220877309505e-112,Ndufa4,0.187
2,1.90969470662001e-119,0.662197676951772,0.698,0.525,2.1268269947627e-115,Fth1,0.173
3,6.90078343835831e-70,0.509157439890044,0.631,0.491,7.68540251529965e-66,Smim40,0.14
4,9.09448153790019e-82,0.517636108563148,0.713,0.576,1.01285240887594e-77,Arl3,0.137
5,1.84245325906903e-61,0.609791733464566,0.499,0.363,2.05194019462518e-57,Tpt1,0.136
6,2.61153144195254e-74,0.541447659932762,0.66,0.528,2.90846256690254e-70,Eef1a1,0.132
7,1.00522875344653e-51,0.472211061951571,0.562,0.439,1.1195232627134e-47,Atp5b,0.123
8,5.75777888709896e-50,0.597596339943454,0.407,0.284,6.41243834656212e-46,Ndufb8,0.123
9,1.23827234914569e-108,0.476332811538108,0.84,0.724,1.37906391524355e-104,Zfp385a,0.116
10,6.03030510599271e-48,0.39716375078639,0.656,0.542,6.71595079654409e-44,Stx3,0.114
11,3.68379812431458e-42,0.419202019723209,0.57,0.457,4.10264597104915e-38,Pcbp2,0.113
12,2.59102901540864e-42,0.540482864408769,0.416,0.305,2.88562901446061e-38,Grcc10,0.111
13,2.3892203616633e-40,0.424948861274641,0.558,0.448,2.66087471678442e-36,Ssu72,0.11
14,6.03786112739495e-39,0.478601890670825,0.467,0.357,6.72436593757975e-35,Fabp12,0.11
15,5.08809538548978e-43,0.410988422767185,0.6,0.49,5.66661183081997e-39,Prcd,0.11
16,9.63443552392794e-63,0.395865623085116,0.781,0.674,1.07298708429986e-58,Snap25,0.107
17,2.09242979285247e-37,0.539102893600002,0.393,0.289,2.33033906029979e-33,Ndufb9,0.104
18,4.07038010965959e-43,0.703281336612299,0.298,0.194,4.53318232812789e-39,Ndufa1,0.104
19,2.37585951785608e-36,0.554715635751306,0.386,0.285,2.64599474503632e-32,Fau,0.101
20,2.33105239052632e-37,0.544136628720819,0.421,0.32,2.59609304732917e-33,Ndufb11,0.101
21,3.81349046396857e-33,0.489246823465642,0.399,0.301,4.2470843297218e-29,Chchd2,0.098
22,1.56140474846353e-49,0.382998517379069,0.725,0.627,1.73893646836384e-45,Ybx3,0.098
23,4.31779850025497e-32,0.51598852681968,0.329,0.234,4.80873218973397e-28,Cox8a,0.095
24,3.59581631724136e-32,0.383483073094478,0.571,0.477,4.0046606325117e-28,Ap2m1,0.094
25,2.01371788413809e-34,0.599106347191734,0.288,0.195,2.24267760756459e-30,Ndufa2,0.093
26,1.20311137983125e-32,0.570377222372497,0.294,0.202,1.33990514371806e-28,Smim40-ps,0.092
27,2.66076775149772e-32,0.549988096753952,0.347,0.255,2.96329704484301e-28,Eef2,0.092
28,5.17045478263516e-32,0.572895632354252,0.315,0.225,5.75833549142078e-28,Eif3f,0.09
29,1.99539044904624e-32,0.338264566499496,0.64,0.55,2.22226634310279e-28,Guk1,0.09
30,1.58287638519711e-31,0.329631596556617,0.637,0.549,1.76284943019402e-27,Purb,0.088
31,1.70721608927381e-26,0.442852421542336,0.355,0.268,1.90132655862425e-22,Commd1,0.087
32,7.57141831063568e-57,0.355666593377331,0.807,0.722,8.43228857255496e-53,Pkm,0.0850000000000001
33,4.96028437278667e-39,0.33451537439493,0.751,0.666,5.52426870597251e-35,Ptms,0.085
34,6.8405513459197e-42,0.312860251951358,0.789,0.705,7.61832203395078e-38,Rgs9,0.0840000000000001
35,3.45332463359188e-26,0.331347653997472,0.546,0.462,3.84596764443128e-22,Eif4g2,0.084
36,1.83508211994177e-83,0.374944858387409,0.886,0.802,2.04373095697915e-79,Impdh1,0.084
37,2.49726513647378e-26,0.507395937631134,0.31,0.227,2.78120418249085e-22,Ybx1,0.083
38,4.70201865475199e-26,0.509880280510915,0.331,0.249,5.23663817579729e-22,Tcf20,0.082
39,5.17992513676928e-24,0.405106912123398,0.355,0.273,5.76888262481995e-20,Map1lc3a,0.082
40,5.42411971534976e-24,0.424982145655865,0.38,0.299,6.04084212698502e-20,R3hdm2,0.081
41,7.79929875558908e-23,0.410522453397254,0.37,0.289,8.68607902409956e-19,Spop,0.081
42,1.33126544205347e-22,0.387800868249027,0.357,0.276,1.48263032281494e-18,Park7,0.081
43,6.80547860782471e-22,0.352539842742154,0.509,0.43,7.57926152553438e-18,Car2,0.079
