"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Stx17",0.000195731202468192,-2.17375309721461,0.083,0.742,1
"Ndufa13",0.000239039343459026,0.87930531005316,1,0.806,1
"Ctnna1",0.000333686310537328,-0.395354726454637,0.917,1,1
"Cbx5",0.000514212233140773,-1.48124458802741,0.333,0.839,1
"Emp1",0.000572655127573911,-1.89960567325197,0.25,0.839,1
"Snx18",0.000611001849368707,-1.46820258511839,0.333,0.903,1
"Coq10a",0.000758162795070769,2.10425363701461,0.75,0.29,1
"Pfkfb3",0.00091180606789201,-2.43490580668209,0.083,0.645,1
"Zmiz1",0.000940625805642206,-0.94496056506086,0.583,0.968,1
"Srsf1",0.00115241619302398,-1.19812751502192,0.417,0.935,1
"Rusc2",0.00139345739950727,-1.03497210820536,0.583,0.871,1
"Bzw2",0.00151937444099039,-1.77368137028428,0.083,0.645,1
"Tmem164",0.00173049918667838,-2.00357536606654,0.083,0.613,1
"March6",0.00210964836884155,0.777338066419623,1,0.871,1
"Klf9",0.00211458068869734,-0.699887775377892,0.833,0.968,1
"Pef1",0.0022285287106608,-1.42421382158066,0.25,0.774,1
"Rtf1",0.00255803667890371,-1.67935271924506,0.167,0.71,1
"Mpc2",0.002602976465128,1.19455283362648,0.917,0.645,1
"Sgk1",0.00276786832426024,-0.968474868831899,0.833,0.968,1
"Dlst",0.00279146395676737,-1.21408876840592,0.417,0.871,1
"Spef1",0.00285203365245894,-1.7957356413855,0.167,0.677,1
"Mid2",0.00287696795161131,-2.10687934410469,0,0.516,1
"Maff",0.00287696795161131,-2.4637820819876,0,0.516,1
"Sik1",0.00312417829058075,-0.943710980686452,0.583,0.968,1
"Glud1",0.00341001279258082,-0.770826467570592,0.583,0.968,1
"Pnkp",0.00343178857882873,1.41732455903519,0.833,0.419,1
"Fbxo42",0.00379539225063133,-1.47025586755633,0.167,0.645,1
"Ascc2",0.00379654642190711,-1.52181711701422,0.167,0.613,1
"Hmgb1",0.0041584904326348,-1.76953316704273,0.167,0.645,1
"Sat1",0.00423167425842024,-1.17277754947886,0.667,0.935,1
"Akt1",0.0042809651280662,-0.52170060858241,0.833,1,1
"Spred2",0.00431477033030372,-1.90867431223128,0.083,0.548,1
"Polr3c",0.00440165521487607,-1.53896084912237,0,0.484,1
"Fdx2",0.00440165521487607,-1.91421924744327,0,0.484,1
"Elmsan1",0.00440165521487607,-2.16981816754351,0,0.484,1
"Strn",0.00456899907360936,-1.20789102638737,0.25,0.806,1
"Qrich1",0.00460784403823289,-0.650293372217557,0.667,0.935,1
"Fam120a",0.00463106801922113,-0.50665469728982,0.75,0.935,1
"Btc",0.00480577977449512,2.84409118761587,0.25,0,1
"Nkain4",0.00480577977449512,2.82095924496213,0.25,0,1
"AI182371",0.00480577977449512,2.79039958018072,0.25,0,1
"Fam151b",0.00480577977449512,2.64927439295248,0.25,0,1
"Rpusd1",0.00480577977449512,2.64404234957925,0.25,0,1
"Zfp566",0.00480577977449512,2.59441692571842,0.25,0,1
"Dnaaf2",0.00480577977449512,2.56507727197181,0.25,0,1
"Polr1d",0.00505546476427088,0.76102601432309,1,0.871,1
"Ppp2r5d",0.00511187544297877,-1.65833802955999,0.083,0.581,1
"Spsb2",0.00516606038882718,2.90770167967811,0.333,0.032,1
"Epha2",0.00520831676196246,-1.59873049873049,0.333,0.742,1
"Reep5",0.00583301246459488,0.798466807856086,1,0.742,1
"Ddah1",0.00586210425613328,-1.29204626485462,0.417,0.774,1
"Erlec1",0.00590620120150086,-1.25844443938963,0.25,0.806,1
"Arfrp1",0.00613280794621186,1.49557618129304,0.75,0.452,1
"Pex26",0.00621017331352497,2.10814837245579,0.5,0.161,1
"Pggt1b",0.00639205126579327,0.709211964311317,0.917,0.806,1
"Wdfy1",0.00644262168485728,-1.00939343736842,0.25,0.774,1
"Fam174b",0.00662718860616316,-2.42164561543844,0,0.452,1
"Tnip2",0.00686820667579175,-1.68115910502193,0.083,0.548,1
"Snrnp200",0.0069375442221325,-0.852367878074358,0.5,0.968,1
"Dab2ip",0.0070576117144415,-0.313541590650999,1,1,1
"Cabin1",0.00707984391998012,-1.35202886333964,0.167,0.645,1
"Slc20a1",0.00751841404444023,-1.83844055671947,0.083,0.548,1
"Tbc1d13",0.00752357395215712,1.1235648937429,0.917,0.581,1
"Romo1",0.00776121245790182,1.28553819116522,0.75,0.355,1
"Ddx60",0.00796897385229277,1.67453108986904,0.667,0.29,1
"Slc25a42",0.00804943902908354,2.09008638377935,0.583,0.226,1
