"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Sdc2",1.49729180342593e-05,1.61910367591449,0.742,0.3,0.482577148244176
"Dct",6.89862435038383e-05,0.0890501943000213,1,1,1
"Traf1",0.000166445813164762,3.47118277263806,0.194,0,1
"Znrd1as",0.000166445813164762,3.19070438014299,0.194,0,1
"Myo1e",0.000321460356095529,2.56198193174498,0.323,0.057,1
"Coq8b",0.000413646846951991,2.36827293789038,0.29,0.043,1
"Ednrb",0.000616634257555338,0.285125913099014,0.968,0.929,1
"Elovl1",0.0007527395357312,1.41268716059861,0.645,0.314,1
"Arfgef2",0.000753432624083584,1.86948577412454,0.387,0.1,1
"Prss23",0.000997628212665955,1.88309463343063,0.452,0.171,1
"Cap1",0.00103547305873376,0.974943607630054,0.774,0.443,1
"Reck",0.00103914858229064,1.163838624492,0.645,0.3,1
"Luzp1",0.00104334426019826,1.42954786595895,0.548,0.214,1
"Fbln2",0.00111004313459745,3.26662033702837,0.194,0.014,1
"Ppp1r12b",0.00117155351259424,2.26398773408115,0.29,0.057,1
"Rpn1",0.00117902077199538,1.01327980961875,0.71,0.371,1
"Comtd1",0.00125747036759795,2.10065983412298,0.355,0.086,1
"Klhl2",0.00139406837622615,2.39164240712949,0.226,0.029,1
"Kti12",0.00140244665908904,2.05633375559093,0.194,0.014,1
"Rnf44",0.00142678903234042,1.40508646217949,0.581,0.271,1
"Ppara",0.00148279868501748,1.59073458900018,0.323,0.071,1
"Lrrc57",0.00152951578941044,1.5208576502931,0.355,0.086,1
"Dhcr24",0.00162526040137302,1.24120042967106,0.613,0.314,1
"Pank3",0.00187135224094842,1.37103505901425,0.613,0.314,1
"Erbb3",0.0019395220568683,1.20096959239061,0.581,0.257,1
"Bcar3",0.00196922517277002,2.35649282530372,0.29,0.071,1
"Adamtsl5",0.00211529557721212,1.32983932947099,0.581,0.257,1
"Ext2",0.00229836138633456,1.32734610958421,0.613,0.329,1
"Arhgef2",0.00233235966547176,1.20444135850307,0.613,0.286,1
"Ccdc167",0.0023672062201027,2.85764239867252,0.129,0,1
"Lats2",0.00246909380432532,1.23842956416559,0.613,0.314,1
"Gpx7",0.00254566978463347,2.05345418367811,0.323,0.086,1
"Myo1b",0.00262076816574916,2.35587227033806,0.29,0.071,1
"Gtf3a",0.00275428146427736,2.51167611853603,0.323,0.1,1
"Rab2a",0.00279881372573406,1.04112843258847,0.613,0.343,1
"Tmem87a",0.00281628812223151,1.57937731518316,0.452,0.186,1
"Rtl8b",0.0028740227075774,2.73048604168075,0.258,0.057,1
"Rbm27",0.00303285764087364,2.14676677218028,0.355,0.114,1
"Ddx55",0.00333014034337845,1.83452452598848,0.29,0.071,1
"Dclre1a",0.00334907520706307,2.91002445354364,0.226,0.043,1
"Gpx8",0.00341459088892652,1.08918857924212,0.613,0.314,1
"Arid2",0.00352146559791029,1.5099859486349,0.516,0.257,1
"Tbccd1",0.00360976022174343,1.77322918013988,0.355,0.114,1
"Smarca1",0.00370204049279062,3.10754733316088,0.161,0.014,1
"Atp7a",0.00370359981576056,1.03016674586222,0.677,0.429,1
"Plxnd1",0.0038611223169314,1.24281365944852,0.581,0.314,1
"Zfp839",0.00391256958926725,2.69884919723694,0.194,0.029,1
"Hnrnpll",0.00395198075583589,1.12636508693201,0.613,0.371,1
"Sparcl1",0.00395443066764745,0.686091677361925,0.839,0.6,1
"Fbxo34",0.00402650826579668,2.20736849846499,0.258,0.057,1
"Fat1",0.00405456723156045,1.22158971714801,0.581,0.329,1
"Amigo2",0.00414972640755444,2.66723571903815,0.161,0.014,1
"Lypla1",0.00419903106542372,1.38261113646532,0.484,0.2,1
"Rasa3",0.00423024085504361,1.73575167599539,0.452,0.2,1
"Meis3",0.00436225570096946,2.64053621568729,0.29,0.086,1
"Tsga10",0.0043915104985702,2.34003675226896,0.161,0.014,1
"Uhrf1bp1",0.00439264675595968,2.21098390271277,0.226,0.043,1
"Spaca6",0.00444959636965055,1.1816107486032,0.387,0.129,1
"Gsk3b",0.00451604473756875,0.901153110664655,0.71,0.471,1
"Polr2d",0.00457196275339365,1.53749926892255,0.323,0.1,1
"C2",0.00462631012052521,0.484320414648207,0.839,0.671,1
"Nepro",0.00464599468312299,2.33646308229028,0.161,0.014,1
"Fam111a",0.00464599468312299,2.27595091667177,0.161,0.014,1
"Trim24",0.00489598628205586,1.60714340722793,0.452,0.2,1
"Zbtb12",0.00491375955507843,1.0084025522376,0.161,0.014,1
"Wwp1",0.00507010250090496,1.72111982361731,0.419,0.186,1
"Slc12a7",0.00509241941295882,0.982738585892431,0.613,0.371,1
"Dcbld1",0.0051506087773259,1.40162951223081,0.258,0.057,1
"Fam114a2",0.00521153391539222,1.65360105736016,0.452,0.214,1
"Rbl1",0.00525796531269181,2.00621889946329,0.194,0.029,1
"Tyr",0.00535954608059021,0.279335419895384,0.968,0.871,1
"Tyrp1",0.00544309095473322,0.11983845716337,1,1,1
"Ttc13",0.00564094974776094,1.9368401266731,0.323,0.1,1
"Man2b2",0.00569663534461489,1.06065535866069,0.645,0.357,1
"Hcn1",0.0057058995407229,1.08563333336623,0.452,0.171,1
"Pigyl",0.0057917532390438,1.96804027814159,0.194,0.029,1
"Rab40c",0.0057942610910686,1.61475058318184,0.355,0.114,1
"Tiprl",0.00598018767356708,1.3732009345325,0.516,0.271,1
"Alg6",0.00601628687337082,1.96085532805781,0.387,0.157,1
"Ssr3",0.00607349019122847,1.00464285029918,0.613,0.357,1
"Npnt",0.00619249320663969,0.94850236376443,0.677,0.429,1
"Rcc1",0.00624106291717959,1.84925074254512,0.226,0.043,1
"Ankrd39",0.00660747943030149,-2.44592462534769,0.032,0.257,1
"Abr",0.00669487465367017,1.00710166314072,0.581,0.271,1
"Zdhhc7",0.00729607549864775,1.16209281080038,0.452,0.214,1
"Tmco3",0.00732024482033151,1.29967969476418,0.484,0.229,1
"Alg9",0.00743980797324988,2.10101777230246,0.323,0.114,1
"Tradd",0.00758589716813601,2.38263544574119,0.258,0.071,1
"Tmem209",0.00766020285042848,1.59679890443835,0.387,0.157,1
"Fam76a",0.0077182919413768,1.1897613947846,0.581,0.314,1
"Tapbp",0.0077182919413768,0.98801719180339,0.581,0.314,1
"Lama4",0.007842591072639,1.22582787966271,0.516,0.243,1
"Tbc1d12",0.00794461599814581,2.32378854155246,0.323,0.114,1
"Mgarp",0.00796402783133712,-3.15578295352219,0,0.2,1
"Myg1",0.00808839211143884,1.62798939697489,0.29,0.086,1
"Ctsb",0.00826068477810984,0.430477089950788,0.968,0.786,1
"Eef2k",0.0082618408095294,1.12714682024546,0.548,0.314,1
"Pdp2",0.00869104895592538,2.20884857337417,0.29,0.1,1
"Arr3",0.00888935689117936,3.83887478150673,0.097,0,1
"Omg",0.00888935689117936,3.62492038706742,0.097,0,1
"Dlk2",0.00888935689117936,3.54952426298736,0.097,0,1
"Tmsb15b1",0.00888935689117936,3.44799455932488,0.097,0,1
"Art4",0.00888935689117936,3.44446010047456,0.097,0,1
"Pcdhga2",0.00888935689117936,3.20749868917189,0.097,0,1
"Fgfr3",0.00888935689117936,2.84467846470507,0.097,0,1
"Dlg3",0.00888935689117936,2.82058468010098,0.097,0,1
"Tram1l1",0.00888935689117936,2.75122157661024,0.097,0,1
"Notch1",0.00888935689117936,2.69343923584456,0.097,0,1
"Pgbd1",0.00888935689117936,2.53387726839975,0.097,0,1
