"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Akap13",5.0550060903485e-07,-2.84824869131698,0.154,0.914,0.0162922846291932
"Btg1",2.36380017318986e-06,-1.69071313558195,0.462,0.948,0.0761852795819093
"Csf3r",6.00743848685572e-06,-2.2953155815252,0.308,0.931,0.19361974243136
"Tsc22d2",1.2615643609676e-05,-1.7802223999498,0.462,0.914,0.406602193539859
"Adap2",1.27500906146273e-05,-0.980852511975099,0.615,1,0.410935420509437
"Tra2a",1.43621459694592e-05,-1.49400400764538,0.462,0.966,0.462891964595671
"Egr2",1.46491238468412e-05,-2.50071418898269,0.308,0.862,0.472141261583691
"Srgap2",1.59876202881609e-05,-1.40139288610662,0.462,0.983,0.515281001887426
"Pcf11",1.6534679119696e-05,-1.4077343804461,0.538,0.966,0.532912708027801
"Mertk",1.70995500999641e-05,-1.35525697171941,0.462,0.983,0.551118499721844
"Trio",1.72957960971147e-05,-1.64145060216379,0.308,0.966,0.557443508210006
"Eif4a2",1.75796782049571e-05,-1.39887117567675,0.462,0.966,0.566593028545767
"Ubp1",1.87240213028898e-05,-2.0651257527382,0.231,0.862,0.60347520659214
"Tspan14",2.16004286584887e-05,-1.29970056446393,0.538,0.966,0.69618181566309
"Khdc4",2.17582914964812e-05,-1.80025097025051,0.231,0.931,0.701269734931588
"Zfp385a",2.22722134733533e-05,-2.05088585246778,0.308,0.828,0.717833440246178
"Tcirg1",2.27866799694439e-05,-1.27792542085733,0.538,0.931,0.734414695415177
"Clint1",2.57818556344738e-05,-1.54189410406523,0.462,0.931,0.830949207099089
"Lag3",2.62798411525156e-05,-2.94462317647505,0.077,0.776,0.846999280345579
"Pde1b",3.00466269093285e-05,-2.79160198534094,0.077,0.776,0.968402785287657
"Ikzf1",3.49756627362014e-05,-1.5764215053657,0.385,0.914,1
"Lims1",3.5392587843455e-05,-1.44493812737125,0.385,0.931,1
"Ccnd2",3.71425779701209e-05,2.9108357348575,0.615,0.121,1
"Dip2b",3.81389550414655e-05,-1.46334627426288,0.462,0.931,1
"Fam102b",4.18912812715736e-05,-1.73754357039396,0.385,0.897,1
"Itgam",4.40297979970436e-05,-1.34448393223854,0.462,0.966,1
"Wdr82",4.58812940532642e-05,-1.56106819433855,0.385,0.81,1
"Nabp1",4.59759905619421e-05,-2.41086918636077,0.154,0.81,1
"Ccr5",4.9051545845279e-05,-2.38620896406224,0.154,0.81,1
"Suz12",5.47202216556241e-05,-1.7077567423443,0.231,0.879,1
"Gps2",5.56254799538282e-05,-1.70709031711888,0.231,0.845,1
"Odf2",5.59409259187325e-05,-2.88737380512143,0,0.69,1
"Stat6",5.96455147462768e-05,-1.3951489608183,0.462,0.931,1
"Ccng2",6.17859403084563e-05,-2.4744949823922,0.154,0.759,1
"Dennd4a",6.35263950425519e-05,-1.47446526916062,0.538,0.914,1
"Numb",6.73087770922973e-05,-2.23760337615635,0.308,0.828,1
"Ankrd11",7.20164172120785e-05,-1.26590911487186,0.462,0.931,1
"Sf3b4",7.28774438065459e-05,-2.24707622203515,0.077,0.724,1
"Il17ra",7.57433170409401e-05,-2.28962725084194,0.154,0.776,1
"Card9",7.91420225017153e-05,-1.51754634146127,0.385,0.793,1
"Ubash3b",9.0528489123959e-05,-2.36655601431819,0.154,0.759,1
"Senp2",9.72520549354576e-05,-1.74112671054837,0.308,0.845,1
"Mef2a",9.9513410204499e-05,-1.23747307343288,0.462,0.966,1
"Mepce",0.000100305160632564,-1.61466268070761,0.385,0.828,1
"Hps4",0.000101176259021715,-2.38807732035764,0.154,0.741,1
"Fkbp5",0.000105149302969757,-1.44338722780405,0.385,0.966,1
"Capn3",0.00010744606496871,-2.91339238494251,0.077,0.69,1
"Arhgap5",0.000111596541697597,-2.20713579460012,0.308,0.776,1
"Kdm5b",0.000111633959911191,-2.48530591598761,0,0.655,1
"St3gal5",0.000111633959911191,-3.12208258524725,0,0.655,1
"Adgrg1",0.000111633959911191,-3.83935304295699,0,0.655,1
"Sgk1",0.000112726717502995,-1.95340715394136,0.308,0.897,1
"Gpatch2l",0.000118700585314548,-1.65016554958021,0.308,0.776,1
"Dst",0.000119806533130515,-1.61548955636232,0.462,0.862,1
"Wasf2",0.000120855812418669,-1.03489420541294,0.538,1,1
"Arhgap39",0.000121576645638414,-1.54234731864796,0.308,0.879,1
"Mbnl2",0.000127337812176437,-1.28007773232016,0.462,0.862,1
"Hexim1",0.000133141690990688,-1.49708957057029,0.385,0.948,1
"Macf1",0.000135517841450319,-1.03613913320136,0.538,0.966,1
"Rbm5",0.000138202910527784,-1.32206469010986,0.462,0.948,1
"Ddx21",0.000138799204138513,-1.47219306928372,0.385,0.914,1
"Rsrc2",0.000139659907591222,-1.26576089210344,0.462,0.983,1
"Setd5",0.000141367032278105,-1.35855616781836,0.308,0.914,1
"Zfp652",0.000143720787389648,-1.41190897620259,0.385,0.879,1
"Rheb",0.000144440838855608,-1.21288937154159,0.462,1,1
"Smad7",0.000144443833384176,-2.71010162668148,0.154,0.724,1
"Ubc",0.000145111246280275,-0.924817414580521,0.615,1,1
"Gosr2",0.000147662041080675,-1.35403403488121,0.385,0.845,1
"Mat2a",0.000152813118233651,-1.10126955427713,0.538,0.966,1
"Rgl2",0.000154714594336722,-1.33562913289088,0.385,0.897,1
"Sall1",0.00015573444316651,-3.89865439461191,0,0.638,1
"Ddx6",0.000158435855376015,-0.873096262895752,0.615,0.983,1
"Wsb1",0.000162220530625452,-1.04180971074087,0.538,0.966,1
