"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Ide",0.000296652319366169,-0.704363200588961,0.909,1,1
"Zfp760",0.000416009301966978,1.79666384429783,0.909,0.278,1
"Man1a2",0.000482319230061629,-1.54654466495606,0.273,0.944,1
"Golga5",0.00125140809431448,-1.79962097234922,0.182,0.778,1
"Svip",0.00128548521622713,-1.94896557857809,0.091,0.722,1
"Pik3r3",0.0022123082913214,-0.659123751170751,0.727,0.944,1
"Dpy19l1",0.00226667369511397,2.25309709563206,0.545,0.056,1
"Ccdc71",0.00245465331522062,1.4927111869073,0.818,0.333,1
"Ntm",0.00256859332862416,-0.704090445608677,0.727,0.944,1
"Uso1",0.0030315353043857,-1.13220437607389,0.545,0.889,1
"Rfc1",0.00307356810470365,1.24481387596178,0.818,0.444,1
"Gsr",0.00310317980966587,-1.73008306231005,0.182,0.722,1
"Wdsub1",0.00335186948226377,1.64613961046581,0.818,0.333,1
"Bcorl1",0.00336282543141841,1.9915039968697,0.636,0.111,1
"Zfp229",0.00337849187070486,-1.73772537836981,0.091,0.667,1
"Sdhb",0.00370036112935034,0.828282372202375,1,0.778,1
"Pde3a",0.00387140335913793,-2.41943475068573,0,0.556,1
"Sec61a2",0.00397504630956822,-0.89590357674555,0.727,0.944,1
"Rrp9",0.00406227022691948,2.07348098639766,0.545,0.056,1
"Sec63",0.00415044614380258,-1.12441342910817,0.636,0.889,1
"Sypl",0.0044396715228565,-1.35514926706989,0.364,0.833,1
"Rnf38",0.00452998107938363,1.09444161858447,1,0.556,1
"Ddx19a",0.00458065944247775,-0.79206402947948,0.727,0.944,1
"Pde3b",0.00476002624092983,1.42256028066486,0.636,0.111,1
"Hsd17b12",0.00478214858428695,-1.06514350669009,0.455,1,1
"Yars2",0.00490167828712833,1.97142727018516,0.545,0.056,1
"Arid4a",0.00501609382502662,-1.18593400820017,0.364,0.889,1
"Josd1",0.00517259899978315,1.34134566467064,0.909,0.444,1
"Zbtb18",0.00526458999909432,1.42045550224958,0.818,0.333,1
"Qpctl",0.00538191301136925,-1.66854203021869,0.091,0.667,1
"Prps1l3",0.00549963743116779,-0.938301055269214,0.636,0.889,1
"Creg1",0.00559605321185404,-1.06386681843087,0.545,0.833,1
"Lhpp",0.00563966178986621,1.88344121718905,0.636,0.111,1
"Rapgef6",0.00580480044079643,1.60148218672756,0.727,0.278,1
"Abhd13",0.00599879292219776,-0.994184227228237,0.455,0.889,1
"Blvra",0.00613614618977715,-1.8445392120828,0.091,0.611,1
"Rfx5",0.00647649711872138,0.911688853195634,1,0.778,1
"Tut7",0.00653594015291115,-0.644661501632367,0.818,1,1
"H1fx",0.00673028741077706,2.72620400504469,0.545,0.111,1
"Als2",0.00675456433853781,-1.30585370170048,0.273,0.722,1
"Ppdpf",0.00678045079361338,1.22172318893,0.909,0.5,1
"Slc9a8",0.00721614613932105,-0.87719751346165,0.091,0.722,1
"Traf4",0.00723543712110348,-1.8658697555976,0,0.5,1
"Cwc25",0.00734966722027036,1.31627154586481,0.818,0.444,1
"Stk16",0.00736840058540192,1.09764932879176,0.909,0.611,1
"Ugp2",0.00744049768490705,1.73624219495232,0.636,0.167,1
"Mamld1",0.00748060684046799,0.567997906824184,1,0.889,1
"Cercam",0.00779550898084168,2.55549669586743,0.364,0,1
"Gli2",0.00779550898084168,2.55316544445465,0.364,0,1
"Fam57a",0.00779550898084168,2.36530792383264,0.364,0,1
"Golm1",0.00779550898084168,2.18928775310144,0.364,0,1
"Smc2",0.00779550898084168,1.98230220336835,0.364,0,1
"Commd8",0.00787377736432489,-1.45154416856727,0.364,0.778,1
"Limch1",0.00810407148470783,-0.97437615986723,0.455,0.944,1
"Kpna1",0.0085215313026874,0.656136313590645,1,0.833,1
"Cacna1e",0.00870328610127379,1.23825160784182,0.818,0.611,1
"Tmem11",0.00870420607769354,1.53769802889117,0.636,0.167,1
"Mxra7",0.00870478000290763,-1.47678957644444,0.182,0.722,1
"Tmem41a",0.00943704610495473,2.00469066676136,0.545,0.111,1
"Msto1",0.00960966014673286,1.69048812341186,0.727,0.222,1
"Clcn3",0.00975393083907939,-0.513694751754515,1,1,1
"Ppp2r1b",0.0101536304357025,2.07322330373217,0.455,0.056,1
"Mmab",0.0101536304357025,2.02729316811658,0.455,0.056,1
"Scrn1",0.0103988928442118,-0.516455394648441,0.909,0.944,1
"Ermp1",0.010420168702697,1.29745609242073,0.727,0.278,1
"Actr6",0.0109038801864921,0.894349368616916,0.909,0.778,1
"Slc30a5",0.0109038801864921,-1.00788207016366,0.636,0.944,1
"Tmem250-ps",0.0110386105156345,1.54387426253758,0.727,0.333,1
"Trim33",0.0110618761220073,-0.5548079209161,0.818,0.944,1
"Srrt",0.0110916207934053,0.706247893913365,1,0.889,1
"Zfp445",0.0111015441195385,-0.421153173520574,1,1,1
"Galnt11",0.0111079433540248,-1.4860146908838,0.091,0.611,1
"Sgsm1",0.0111248876153096,1.81780257534206,0.545,0.111,1
"Bcor",0.0116066248786729,1.23866191688928,0.909,0.5,1
"Mfn1",0.0117104175447486,0.939261603174451,1,0.556,1
"Nrm",0.0121732293976407,2.17527058865002,0.455,0.056,1
