,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,pct.1_pct.2
Ets1,0,6.60449673252066,1,0.03,0,0.97
Itk,0,11.7019314152743,0.958,0.001,0,0.957
Cd53,0,4.92694597952851,0.996,0.048,0,0.948
Coro1a,0,4.81989877211614,0.987,0.047,0,0.94
Emb,0,6.85552068307179,0.958,0.024,0,0.934
Cytip,0,5.80186344711008,0.95,0.017,0,0.933
Rac2,0,5.59187334055991,0.962,0.038,0,0.924
Srgn,0,4.17230054600556,0.971,0.049,0,0.922
Laptm5,0,3.44818238360081,0.971,0.052,0,0.919
Zc3hav1,0,6.78914077259446,0.941,0.022,0,0.919
H2-K1,0,5.25408326041275,0.971,0.053,0,0.918
Cd3d,0,12.6232172710646,0.908,0,0,0.908
Tmsb10,0,5.20564727905058,0.979,0.075,0,0.904
Shisa5,0,5.71172431860561,0.954,0.051,0,0.903
Gpr132,0,6.32420843166554,0.916,0.015,0,0.901
Stk17b,0,5.1513644161759,0.954,0.054,0,0.9
Ptprc,0,5.4667562121566,0.929,0.034,0,0.895
Ms4a4b,0,12.8111263851025,0.891,0,0,0.891
Gimap6,0,7.80067268774511,0.895,0.009,0,0.886
Arhgdib,0,5.0432382738787,0.929,0.05,0,0.879
Sept1,0,8.51023574967901,0.883,0.004,0,0.879
Gramd3,0,8.03524815069741,0.891,0.014,0,0.877
Cd3e,0,13.1936280477622,0.874,0,0,0.874
Cd52,0,4.90062193767083,0.912,0.042,0,0.87
Gimap3,0,10.1387897234053,0.87,0.002,0,0.868
Arhgap45,0,5.50775847163341,0.891,0.031,0,0.86
Dock2,0,5.36267659022802,0.891,0.033,0,0.858
Msn,0,3.64074689772157,0.958,0.102,0,0.856
Limd2,0,5.29554029167923,0.895,0.043,0,0.852
Ikzf1,0,5.68225108990261,0.879,0.028,0,0.851
Ms4a6b,0,7.14603555328972,0.858,0.01,0,0.848
Gimap4,0,8.4009406662348,0.849,0.005,0,0.844
Sell,0,7.55441788596398,0.845,0.007,0,0.838
Trbc2,0,14.0484156212776,0.837,0,0,0.837
Arhgef1,0,4.37866747296995,0.937,0.107,0,0.83
Il2rg,0,6.97462940602153,0.841,0.011,0,0.83
Dgka,0,7.29912935888677,0.841,0.016,0,0.825
Lef1,0,8.32043395868808,0.82,0.005,0,0.815
S1pr1,0,5.90064585909725,0.845,0.032,0,0.813
Cd3g,0,12.5655781367843,0.812,0,0,0.812
Vps37b,0,5.65593032644113,0.975,0.164,0,0.811
Satb1,0,6.30377937640843,0.849,0.038,0,0.811
Atp1b3,0,4.19294708117717,0.904,0.094,0,0.81
Elf1,0,5.03726281708674,0.854,0.047,0,0.807
P2ry10,0,8.41626373530065,0.808,0.003,0,0.805
Rnf125,0,8.53813766023349,0.808,0.004,0,0.804
Ifngr1,0,4.43552393825064,0.908,0.108,0,0.8
B2m,0,3.61619846822157,0.895,0.097,0,0.798
Trac,0,11.1643674250504,0.799,0.001,0,0.798
Ptpn22,0,8.58566815959736,0.791,0.004,0,0.787
Tcf7,0,9.37789953968666,0.77,0.002,0,0.768
Fyb,0,4.76393476449138,0.803,0.035,0,0.768
Eef1b2,0,3.90923656380025,0.883,0.116,0,0.767
Fxyd5,0,4.87957914510581,0.787,0.024,0,0.763
Lsp1,0,4.37800570737642,0.799,0.037,0,0.762
Rap1b,7.7403839814762e-242,2.92710610038132,0.937,0.176,1.27298354959358e-237,0.761
Txnip,0,3.97933388816285,0.828,0.067,0,0.761
Ripor2,0,6.47021498018384,0.77,0.011,0,0.759
Selplg,0,4.4757488960066,0.791,0.033,0,0.758
Btg1,2.36707554803919e-296,3.68061484855764,0.895,0.138,3.89289244630525e-292,0.757
Dusp10,0,6.83371300538821,0.778,0.022,0,0.756
Lck,0,10.8415557441857,0.757,0.001,0,0.756
Akap13,0,4.16258348206273,0.837,0.083,0,0.754
S1pr4,0,8.07734873596194,0.757,0.004,0,0.753
Rack1,5.96038805578179e-268,3.60388613610754,0.916,0.163,9.80245419653872e-264,0.753
Dusp5,0,3.83163619268659,0.866,0.114,0,0.752
Slfn2,0,4.18772998186659,0.782,0.034,0,0.748
Itgb7,0,7.32505564136688,0.753,0.006,0,0.747
Cnn2,0,4.50632941971727,0.791,0.045,0,0.746
Bin2,0,4.06068482951343,0.77,0.037,0,0.733
Klf2,0,3.41624603141705,0.787,0.056,0,0.731
Rapgef6,0,4.24339212856607,0.795,0.07,0,0.725
Tbc1d10c,0,7.03787587504547,0.728,0.007,0,0.721
Sh2d2a,0,11.4206003548121,0.715,0,0,0.715
Adgre5,0,4.26303054109567,0.745,0.034,0,0.711
Crem,0,4.87973973003929,0.774,0.064,0,0.71
Jak1,2.34444857725996e-255,3.58476740620708,0.849,0.139,3.85568013016173e-251,0.71
Cxcr4,0,4.5680201295997,0.741,0.032,0,0.709
Pde4d,0,5.8425054974365,0.728,0.019,0,0.709
Rasal3,0,5.75012634140506,0.724,0.017,0,0.707
Pdcd4,3.97523962898245e-232,3.29243313974881,0.858,0.154,6.53767909382453e-228,0.704
Samhd1,0,4.1800469936406,0.77,0.067,0,0.703
Ly6e,0,3.18111450374266,0.762,0.06,0,0.702
Tmsb4x,4.87200299802348e-209,3.53205622486329,0.992,0.291,8.01249613054942e-205,0.701
Arhgef18,0,3.8607182548359,0.787,0.089,0,0.698
Cd28,0,10.3731704952808,0.699,0.001,0,0.698
Fam107b,9.57251209541768e-223,3.41159377997396,0.862,0.165,1.57429533921239e-218,0.697
Junb,5.5230117519636e-270,2.61338642115501,0.795,0.1,9.08314512727934e-266,0.695
Sik1,0,4.35973928309655,0.732,0.038,0,0.694
Itgal,0,4.99448638497769,0.707,0.014,0,0.693
Thy1,0,5.92340385026046,0.711,0.018,0,0.693
Ccr7,0,7.80559070744043,0.695,0.003,0,0.692
Ptbp3,0,3.56053228130257,0.762,0.075,0,0.687
Cyfip2,1.81668159420021e-254,3.24234820957401,0.803,0.116,2.98771454982167e-250,0.687
Rgs2,0,3.82208446931287,0.745,0.059,0,0.686
Zfp36l2,1.67026003725236e-192,3.14596118775976,0.874,0.188,2.74690965726524e-188,0.686
Nup210,0,5.20511178896015,0.711,0.027,0,0.684
Lat,0,8.59995177204952,0.686,0.003,0,0.683
Clint1,1.89063385846759e-302,3.7297102766391,0.778,0.095,3.1093364436358e-298,0.683
Smad7,0,4.7089815957311,0.728,0.045,0,0.683
Cd2,0,8.48182873933043,0.682,0.002,0,0.68
Lfng,0,4.03350119552303,0.724,0.045,0,0.679
Tgfbr2,0,3.73705779027487,0.736,0.058,0,0.678
Fau,5.72879977854631e-192,3.11394444331597,0.967,0.291,9.42158411579726e-188,0.676
Foxp1,0,4.17480853395294,0.732,0.057,0,0.675
Inpp4b,0,5.02713388581576,0.715,0.04,0,0.675
Sun2,0,4.26127973093356,0.728,0.054,0,0.674
Lcp1,0,3.88030722130427,0.72,0.047,0,0.673
Apbb1ip,0,4.02903900642503,0.711,0.039,0,0.672
Anxa6,0,4.18308419447243,0.741,0.069,0,0.672
Elmo1,0,4.17544262480885,0.711,0.04,0,0.671
Sp100,0,6.06261769386531,0.682,0.012,0,0.67
Grap2,0,8.55023563522872,0.669,0.002,0,0.667
Grk2,0,3.55675208066766,0.749,0.083,0,0.666
Fosl2,0,4.53003206450554,0.711,0.045,0,0.666
Sh3bgrl3,0,3.91155796741526,0.728,0.063,0,0.665
Sept6,0,6.34731289239673,0.674,0.01,0,0.664
Stk38,1.91648396577938e-242,3.50508596858371,0.782,0.118,3.15184953012077e-238,0.664
Tpm4,0,3.92447060260451,0.715,0.052,0,0.663
S100a10,0,4.4469355355375,0.728,0.066,0,0.662
Pik3cd,0,5.39273687861657,0.682,0.022,0,0.66
Cfl1,2.73890947190492e-164,2.68969601984095,0.866,0.208,4.50441051749483e-160,0.658
Arpc5,4.27475917282006e-220,3.09121499439105,0.782,0.125,7.03026893561986e-216,0.657
Il7r,0,10.4549219599105,0.657,0.001,0,0.656
Pabpc1,3.53001472626532e-206,3.0436426281276,0.791,0.135,5.80546221881594e-202,0.656
Ablim1,3.68262904803662e-178,2.74658660156708,0.824,0.169,6.05645173240102e-174,0.655
Crip1,0,4.74887089034542,0.682,0.029,0,0.653
Ltb,0,7.37317049528079,0.657,0.004,0,0.653
Srpk1,4.859589672712e-212,3.15000957925783,0.787,0.134,7.99208117574216e-208,0.653
Nsd3,1.26469505478596e-170,2.94621206714211,0.891,0.239,2.07991748710099e-166,0.652
Ugcg,0,4.41055186164848,0.724,0.074,0,0.65
Smc4,0,4.19399997195161,0.724,0.077,0,0.647
Pim1,0,3.92996489119027,0.686,0.044,0,0.642
Tnfaip3,1.9994940628032e-161,2.89136934344957,0.858,0.216,3.28836793568614e-157,0.642
Bcl2l11,0,4.08889542566974,0.707,0.066,0,0.641
Mknk2,0,3.76273538168172,0.711,0.071,0,0.64
Ucp2,3.02603494484487e-150,2.16542260107641,0.803,0.163,4.97661707029188e-146,0.64
Gimap1,0,7.62955127182641,0.644,0.005,0,0.639
Spn,0,6.87911649075785,0.644,0.005,0,0.639
Flna,5.19035177615607e-241,2.87833741622952,0.736,0.097,8.53605253106627e-237,0.639
Vsir,0,3.10824356852753,0.682,0.047,0,0.635
Fmnl1,0,4.52098980991271,0.661,0.029,0,0.632
Cblb,0,4.50429492907586,0.674,0.045,0,0.629
Trbc1,0,12.7290050055997,0.628,0,0,0.628
Ccnd2,0,4.08895738505759,0.674,0.047,0,0.627
Eif4ebp2,3.47754190006017e-250,3.46403141860289,0.72,0.095,5.71916540883895e-246,0.625
Tsc22d3,0,3.77414286191771,0.69,0.066,0,0.624
Klf3,0,4.12014692870785,0.686,0.063,0,0.623
Rbm38,0,5.57014679740294,0.64,0.018,0,0.622
Mcl1,1.74349414120172e-152,1.95028064845468,0.778,0.156,2.86735046462035e-148,0.622
Lbr,6.00248165668123e-284,3.73816705153594,0.699,0.079,9.87168133257794e-280,0.62
Rassf5,0,5.11064116120132,0.64,0.021,0,0.619
Cotl1,3.60005827051866e-132,2.37558145212541,0.866,0.247,5.92065583169498e-128,0.619
Dgkz,0,3.69256243491603,0.682,0.064,0,0.618
Gramd1a,0,3.92458171162231,0.678,0.061,0,0.617
Pfn1,3.19386996765578e-211,3.43468810598966,0.732,0.115,5.25263854880669e-207,0.617
Eef2,3.45378371748545e-128,2.28732849703282,0.849,0.233,5.68009270177656e-124,0.616
