,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,pct.1_pct.2
Pcdh15,0,3.3572993345116,0.787,0.118,0,0.669
Rsrp1,0,3.68424030135287,0.675,0.063,0,0.612
Pcare,0,2.74416330187207,0.714,0.149,0,0.565
Ddx17,0,2.14263295731435,0.754,0.211,0,0.543
Atp8a2,0,2.643660744494,0.678,0.139,0,0.539
Leng8,0,5.63465223569175,0.55,0.012,0,0.538
Fam53b,0,3.06546403751696,0.613,0.082,0,0.531
Tnfsf13,0,2.5635195029308,0.647,0.138,0,0.509
Fam161a,0,2.31856087732715,0.661,0.159,0,0.502
Mat2a,0,4.4683835012111,0.52,0.025,0,0.495
Kif21b,0,2.12752087262727,0.669,0.175,0,0.494
Aff1,0,3.07008578195303,0.569,0.075,0,0.494
Stard7,0,2.32029591701451,0.622,0.138,0,0.484
Mak,0,2.29126134525097,0.642,0.159,0,0.483
Ric8b,0,1.7835502181993,0.769,0.292,0,0.477
Clasp1,0,2.24672037553982,0.623,0.147,0,0.476
Samd7,0,2.67231245028413,0.62,0.145,0,0.475
Clk1,0,5.41160979588201,0.484,0.011,0,0.473
Frmpd2,0,2.4766807680411,0.588,0.118,0,0.47
Adamts3,0,3.07586014445629,0.541,0.073,0,0.468
Pitpnm3,0,1.6329875847315,0.789,0.325,0,0.464
Rabgef1,0,2.74060270699479,0.544,0.091,0,0.453
Fyco1,0,2.95029877236419,0.527,0.075,0,0.452
Slco4a1,0,2.46527314653867,0.566,0.114,0,0.452
Wdr17,0,1.59311665251793,0.739,0.29,0,0.449
Bin1,0,1.52670974814714,0.741,0.298,0,0.443
Memo1,0,2.66485639765384,0.538,0.096,0,0.442
Ddhd1,0,2.26443452680553,0.572,0.13,0,0.442
Zfp516,0,2.23944757576474,0.569,0.131,0,0.438
Son,0,1.85163264314283,0.62,0.187,0,0.433
Nfasc,0,2.02312879255563,0.593,0.161,0,0.432
Frmd4b,0,2.64418219006997,0.51,0.081,0,0.429
Map4k3,0,1.99679372379371,0.575,0.151,0,0.424
Tnpo1,0,1.54169936975295,0.704,0.282,0,0.422
Tbc1d8,0,2.41750590072493,0.526,0.106,0,0.42
Tnrc6b,0,1.72496728113098,0.615,0.196,0,0.419
Crocc,0,1.45939641054521,0.684,0.268,0,0.416
Dusp11,0,4.44907230696986,0.435,0.019,0,0.416
Kirrel,0,2.32804923321925,0.528,0.113,0,0.415
Pfkfb2,0,1.39157602507548,0.746,0.331,0,0.415
Madd,0,1.36292086925726,0.74,0.325,0,0.415
Mdm1,0,1.60755084860787,0.64,0.229,0,0.411
Ccnl1,0,6.10240244538175,0.414,0.006,0,0.408
Casz1,0,1.34443110400744,0.739,0.331,0,0.408
Plch2,0,1.36081471962142,0.733,0.326,0,0.407
Rasgrf2,0,2.38515751296378,0.505,0.101,0,0.404
Pla2r1,0,1.82479123328694,0.601,0.198,0,0.403
Epc1,0,3.76607874169907,0.434,0.032,0,0.402
Srsf5,0,2.63128062100055,0.481,0.081,0,0.4
Kdm4c,0,2.11500294690428,0.521,0.124,0,0.397
Slc31a2,0,3.68720516710756,0.429,0.033,0,0.396
Gramd1b,0,1.35045083460881,0.673,0.277,0,0.396
Slc25a22,0,2.9817123107632,0.448,0.058,0,0.39
AW549877,0,1.56184898622363,0.616,0.226,0,0.39
Dpf3,0,1.63619226937122,0.595,0.206,0,0.389
Zfp207,0,3.90163293210326,0.415,0.026,0,0.389
Ddx5,0,1.42204829356612,0.657,0.273,0,0.384
Prpf39,0,4.35995421283692,0.392,0.017,0,0.375
Pnisr,0,3.68835239276789,0.402,0.029,0,0.373
Bbs9,0,1.54277344748346,0.577,0.204,0,0.373
Agtpbp1,0,1.73138009771376,0.627,0.257,0,0.37
Msi2,0,1.13349863013453,0.744,0.375,0,0.369
Neurod1,0,1.50951659795284,0.828,0.46,0,0.368
Samd11,0,1.2068849939446,0.859,0.493,0,0.366
Hs3st3b1,0,2.71163349568408,0.438,0.072,0,0.366
Gpsm1,0,2.72637928772699,0.428,0.063,0,0.365
Ppargc1b,0,2.7455122645875,0.427,0.062,0,0.365
Vps37a,0,1.74582754282175,0.522,0.158,0,0.364
Kdm2a,0,2.45385729768985,0.44,0.078,0,0.362
Ppef2,0,1.81524767419394,0.509,0.148,0,0.361
Nktr,0,4.55389909123925,0.376,0.015,0,0.361
Ankrd33b,0,1.47250153960583,0.58,0.219,0,0.361
Wdfy3,0,2.33714328526233,0.452,0.092,0,0.36
Rp1,0,1.57469602403659,0.944,0.585,0,0.359
Eml5,0,2.84257485350927,0.414,0.056,0,0.358
Cspp1,0,5.45506385630789,0.363,0.007,0,0.356
Klhl18,0,1.5912796214754,0.53,0.175,0,0.355
Rapgef5,0,2.10155292879977,0.463,0.108,0,0.355
Slc4a7,0,1.50382592667888,0.551,0.198,0,0.353
Cacnb2,0,2.23489060170867,0.448,0.097,0,0.351
Acadvl,0,2.96249578133499,0.401,0.051,0,0.35
Glmn,0,1.75922945240711,0.494,0.144,0,0.35
BC034090,0,2.18704515768373,0.446,0.097,0,0.349
Dgke,0,1.22152663929728,0.606,0.258,0,0.348
Slc44a1,0,2.07083828074222,0.45,0.105,0,0.345
Camk2d,0,1.0019235273475,0.686,0.342,0,0.344
Mpp4,0,0.982174200423469,0.761,0.42,0,0.341
Fryl,0,1.05668131957877,0.651,0.31,0,0.341
Btrc,0,3.21553293720321,0.381,0.04,0,0.341
Cep290,0,1.98156965227297,0.454,0.115,0,0.339
Dmxl2,0,1.5931291364975,0.506,0.167,0,0.339
Fam193b,0,5.64941682303693,0.345,0.006,0,0.339
Ktn1,0,1.41570956037226,0.527,0.19,0,0.337
Pex5l,0,1.20869572249731,0.6,0.263,0,0.337
Slc38a3,0,0.962365288465054,0.673,0.338,0,0.335
Dyrk2,0,1.56028111160818,0.509,0.174,0,0.335
Grtp1,0,1.53427696043306,0.519,0.185,0,0.334
Grk1,0,1.47113452141427,0.942,0.608,0,0.334
Ubap1l,0,1.20633845424268,0.594,0.26,0,0.334
Cacna1f,0,2.00864042073668,0.449,0.116,0,0.333
Rnpc3,0,5.73903031370888,0.338,0.006,0,0.332
Zfp445,0,2.04617200692598,0.436,0.106,0,0.33
Rbm25,0,3.48540894115366,0.36,0.031,0,0.329
Ttc14,0,5.31107347420739,0.335,0.007,0,0.328
Dscaml1,0,1.75816189799942,0.464,0.137,0,0.327
Rbm5,0,3.5221442631309,0.354,0.028,0,0.326
Mtcl1,0,2.53219919590769,0.393,0.068,0,0.325
Abhd14a,0,2.98701984594615,0.368,0.046,0,0.322
Srsf6,0,3.28172162080263,0.357,0.035,0,0.322
Srek1,0,3.92136371218892,0.341,0.02,0,0.321
Kif1b,0,0.89404216596323,0.789,0.469,0,0.32
Ccnl2,0,5.34602205298724,0.325,0.007,0,0.318
Rsrc2,0,1.24479843962459,0.521,0.205,0,0.316
Phlpp2,0,2.95950240076591,0.362,0.046,0,0.316
Jarid2,0,2.62561781527944,0.371,0.056,0,0.315
Pias3,0,1.42589729933432,0.486,0.173,0,0.313
Arl6,0,0.971991237958641,0.724,0.411,0,0.313
C2cd5,0,3.3568915558644,0.345,0.032,0,0.313
Meis1,0,2.84429642092269,0.361,0.049,0,0.312
Clk4,0,4.19926499660296,0.327,0.015,0,0.312
Zfp654,0,1.86360037183434,0.421,0.11,0,0.311
Whrn,0,2.04965932736641,0.406,0.096,0,0.31
Icmt,0,0.836876047221027,0.747,0.437,0,0.31
Spry2,0,2.96304089415074,0.352,0.043,0,0.309
Flcn,0,2.14743281130604,0.393,0.086,0,0.307
Jmjd1c,0,2.78759854177056,0.355,0.048,0,0.307
Ndrg1,0,0.984990662823868,0.637,0.331,0,0.306
Pde8b,0,1.47175388117026,0.471,0.165,0,0.306
Mab21l1,0,1.27145537322329,0.532,0.227,0,0.305
N4bp2l2,0,2.73950018110347,0.355,0.05,0,0.305
Zdhhc17,0,2.9713002897416,0.35,0.045,0,0.305
Arrdc3,0,4.60978179078156,0.316,0.011,0,0.305
Chd7,0,1.54753946642041,0.449,0.145,0,0.304
Rpgr,0,3.66512829784867,0.328,0.025,0,0.303
Adgrv1,0,2.13820354205509,0.387,0.085,0,0.302
Jam2,0,1.22238064686771,0.505,0.203,0,0.302
Ank2,0,0.886143936888987,0.597,0.296,0,0.301
Gnb3,0,2.2255192106086,0.397,0.098,0,0.299
Pdzd2,0,2.30754191858254,0.374,0.075,0,0.299
Cpt1a,0,1.77228770383109,0.42,0.122,0,0.298
Trip12,0,1.38871582975855,0.462,0.165,0,0.297
Kmt2a,0,3.13443319212584,0.334,0.037,0,0.297
Usp33,0,0.929873595258233,0.604,0.307,0,0.297
Rbm33,0,3.36983000343517,0.325,0.028,0,0.297
Tapt1,0,2.76155646254204,0.344,0.047,0,0.297
Xpo1,0,2.52819826834887,0.358,0.061,0,0.297
Pgap3,0,2.50304007766289,0.358,0.061,0,0.297
Tub,0,0.988657465445558,0.571,0.274,0,0.297
