,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,pct.1_pct.2
Pcdh15,0,2.73129291401228,0.787,0.126,0,0.661
Rp1,0,2.6385658959045,0.944,0.285,0,0.659
Grk1,0,2.43586626494128,0.942,0.303,0,0.639
Samd11,0,2.28559163545395,0.859,0.243,0,0.616
Pitpnm3,0,2.57570481875423,0.789,0.176,0,0.613
Pcare,0,3.25385110795246,0.714,0.106,0,0.608
Ric8b,0,2.59568952187451,0.769,0.178,0,0.591
Neurod1,0,2.4657058113003,0.828,0.243,0,0.585
Wdr17,0,2.5556744477268,0.739,0.159,0,0.58
Atp8a2,0,2.96326581521417,0.678,0.114,0,0.564
Pfkfb2,0,2.32537036480452,0.746,0.188,0,0.558
Casz1,0,2.29720533456696,0.739,0.183,0,0.556
Fam161a,0,2.92189440895349,0.661,0.111,0,0.55
Mpp4,0,2.00544646591698,0.761,0.219,0,0.542
Plch2,0,2.17449346598581,0.733,0.195,0,0.538
Crx,0,1.69951861099504,0.903,0.371,0,0.532
Mak,0,2.83860142356802,0.642,0.11,0,0.532
Epb41,0,1.65910069436782,0.925,0.394,0,0.531
Samd7,0,3.35619261289741,0.62,0.092,0,0.528
Pde6b,0,1.21857934829864,0.969,0.443,0,0.526
Tnfsf13,0,2.73634305205039,0.647,0.121,0,0.526
Madd,0,1.98196617031922,0.74,0.227,0,0.513
Arl6,0,2.03062744210824,0.724,0.211,0,0.513
Kif21b,0,2.46370583541248,0.669,0.157,0,0.512
Icmt,0,1.84695127262886,0.747,0.238,0,0.509
Mdm1,0,2.52382415878412,0.64,0.132,0,0.508
Fam53b,0,2.83302964249036,0.613,0.107,0,0.506
Frmpd2,0,3.00503171692005,0.588,0.087,0,0.501
Herc3,0,1.56487516482949,0.788,0.291,0,0.497
Dlg4,0,1.61889610861892,0.789,0.293,0,0.496
Tnpo1,0,2.14158683354429,0.704,0.209,0,0.495
Prph2,0,0.49093068523405,0.954,0.462,0,0.492
Crocc,0,2.03503779360199,0.684,0.193,0,0.491
Cngb1,0,1.00921249941398,0.872,0.381,0,0.491
Stard7,0,2.52024878122936,0.622,0.139,0,0.483
Kif1b,0,1.73232124218175,0.789,0.307,0,0.482
C2cd2l,0,1.38075004369956,0.798,0.317,0,0.481
Slco4a1,0,3.00459032084045,0.566,0.085,0,0.481
Pla2r1,0,2.58530103395794,0.601,0.124,0,0.477
Gnb5,0,1.37629387787088,0.834,0.359,0,0.475
Pdc,0,0.427754579686409,0.932,0.458,0,0.474
Bin1,0,1.78057792946348,0.741,0.267,0,0.474
Rdh12,0,1.34101634427593,0.762,0.289,0,0.473
Nr2e3,0,1.09597579662076,0.846,0.377,0,0.469
Aipl1,0,0.906136049185388,0.857,0.388,0,0.469
Impg2,0,1.22663028593361,0.769,0.302,0,0.467
Dpf3,0,2.40960599594934,0.595,0.131,0,0.464
Adamts3,0,2.97002717226186,0.541,0.079,0,0.462
Rp1l1,0,1.64240622192381,0.682,0.221,0,0.461
Nfasc,0,2.26456958892477,0.593,0.133,0,0.46
