,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,pct.1_pct.2
Cd79a,0,12.560105673011,0.991,0.001,0,0.99
Ighm,0,9.41099023299344,1,0.022,0,0.978
Cd79b,0,10.6466536332742,0.977,0.003,0,0.974
Cd74,0,6.7143810460763,0.981,0.019,0,0.962
Ets1,0,5.69293490875208,0.972,0.031,0,0.941
Cd37,0,6.42903188980056,0.967,0.029,0,0.938
Igkc,0,13.1917798993323,0.935,0,0,0.935
Coro1a,0,5.05097584246943,0.977,0.047,0,0.93
Syk,0,6.30527777615859,0.958,0.029,0,0.929
Srgn,0,3.89533443535957,0.963,0.049,0,0.914
Cd19,0,13.0417805896398,0.911,0,0,0.911
Cytip,0,5.47438469136356,0.925,0.017,0,0.908
H2-Ab1,0,6.14370200489428,0.911,0.006,0,0.905
Ighd,0,12.2537099048459,0.902,0.001,0,0.901
H2-Aa,0,6.36360555028066,0.902,0.003,0,0.899
Scd1,0,8.00425299604352,0.907,0.009,0,0.898
Stk17b,0,5.59164756019275,0.953,0.055,0,0.898
Ly6e,0,4.63621593454061,0.958,0.06,0,0.898
Cd52,0,4.98915653283006,0.939,0.042,0,0.897
Ccr7,0,8.39131677721449,0.888,0.003,0,0.885
Cxcr4,0,5.44251291649395,0.916,0.032,0,0.884
Ly6d,0,12.1300061322066,0.879,0,0,0.879
Arhgdib,0,4.59301760830019,0.925,0.05,0,0.875
Pax5,0,12.8856480219478,0.874,0,0,0.874
H2-Eb1,0,6.10581544419275,0.874,0.003,0,0.871
Rac2,0,4.99822471370962,0.907,0.038,0,0.869
Ikzf3,0,8.76951038105971,0.869,0.003,0,0.866
Ms4a1,0,12.4448717607597,0.864,0,0,0.864
Msn,0,3.56443804848075,0.958,0.102,0,0.856
Cd53,0,3.73441200933125,0.897,0.049,0,0.848
Laptm5,0,3.04827165997262,0.897,0.053,0,0.844
Shisa5,0,5.47381644868539,0.893,0.052,0,0.841
H2-Ob,0,9.35516665195095,0.841,0.003,0,0.838
Foxp1,0,5.13732771690133,0.893,0.056,0,0.837
Limd2,0,4.75707292278573,0.864,0.043,0,0.821
Pou2af1,0,13.0389710560529,0.808,0,0,0.808
Rel,0,4.75007160895796,0.855,0.048,0,0.807
Dock2,0,4.99781119323914,0.832,0.033,0,0.799
Arhgap45,0,4.94716746449647,0.827,0.032,0,0.795
Fcrla,0,11.2642750728093,0.79,0.001,0,0.789
Blk,0,11.7528530371061,0.785,0,0,0.785
Spib,0,10.3351878948375,0.785,0.001,0,0.784
Ptbp3,0,4.01561173097709,0.855,0.075,0,0.78
Sh3bgrl3,0,3.96079139254184,0.841,0.063,0,0.778
Ripor2,0,6.66749907399508,0.79,0.012,0,0.778
Lyn,0,4.10758899470486,0.822,0.047,0,0.775
Prkcb,0,4.91213867504131,0.813,0.04,0,0.773
Grk2,0,4.03324654211427,0.855,0.083,0,0.772
Birc3,0,4.84823664847514,0.804,0.034,0,0.77
Iqgap1,5.99243528632975e-302,3.54728533544604,0.879,0.11,9.8551590718979e-298,0.769
Btg1,9.12423126263301e-276,3.84480643458474,0.907,0.138,1.50057107345263e-271,0.769
Fcmr,0,13.4322667761777,0.766,0,0,0.766
Sik1,0,4.98788228412047,0.804,0.038,0,0.766
Gimap6,0,6.30115706724841,0.771,0.01,0,0.761
Ptprc,0,4.4501221600787,0.794,0.035,0,0.759
Unc93b1,0,3.55885137429709,0.804,0.047,0,0.757
Plac8,0,5.63305950451809,0.762,0.011,0,0.751
Tgif1,0,4.2700037121866,0.79,0.042,0,0.748
Bank1,0,9.23638681185817,0.743,0.002,0,0.741
Tmsb10,0,3.54490206265461,0.808,0.076,0,0.732
Lsp1,0,4.22555058368785,0.766,0.037,0,0.729
Il2rg,0,6.17873055374324,0.738,0.012,0,0.726
Crem,0,5.15820150496178,0.79,0.065,0,0.725
Lcp1,0,3.7290719592074,0.771,0.047,0,0.724
Mzb1,0,8.35356865421075,0.724,0.004,0,0.72
H2-K1,0,4.01971489338435,0.766,0.054,0,0.712
Txnip,0,3.70102309041268,0.776,0.067,0,0.709
Sell,0,6.5244282944847,0.715,0.008,0,0.707
Dennd4a,3.1830778105398e-250,3.5956772639682,0.822,0.116,5.23488976721376e-246,0.706
Ctss,0,0.676576042971837,0.752,0.047,0,0.705
Nfatc3,1.15924103979138e-299,3.77578410419582,0.794,0.09,1.90648781404091e-295,0.704
Fam107b,5.27304287031133e-211,3.62307895456926,0.869,0.165,8.67204630451401e-207,0.704
Tmsb4x,1.16431402865234e-180,3.10007776006139,0.995,0.291,1.91483085152163e-176,0.704
Fli1,0,4.61535269547571,0.738,0.035,0,0.703
Myo1c,0,4.69686296061013,0.738,0.037,0,0.701
Samhd1,0,3.74649652018423,0.766,0.067,0,0.699
Pik3ap1,0,3.89464145850171,0.734,0.037,0,0.697
Cyth1,1.32657766166558e-233,3.54591312648383,0.818,0.123,2.18168962237521e-229,0.695
Adgre5,0,4.37148253788447,0.724,0.034,0,0.69
Fau,2.35949069145232e-161,2.77826403031377,0.981,0.291,3.88041839116249e-157,0.69
Trim25,0,4.12280047934745,0.771,0.082,0,0.689
Inpp5d,0,3.77604872472145,0.724,0.042,0,0.682
Map3k1,9.22563643097575e-178,2.99677578060821,0.855,0.174,1.51724816743827e-173,0.681
Mcl1,1.02620913021617e-169,2.33312271254399,0.836,0.156,1.68770353555351e-165,0.68
Tmod3,0,4.14177773930178,0.748,0.071,0,0.677
Jund,4.44997539036856e-158,2.77998503859862,0.888,0.211,7.31842952700013e-154,0.677
Cd24a,0,5.48582764963727,0.696,0.019,0,0.677
Arhgef18,3.68750493524238e-277,3.86334062008507,0.762,0.089,6.06447061649962e-273,0.673
Slfn2,0,4.03238538188357,0.706,0.035,0,0.671
H3f3a,2.49640008402174e-153,2.80488457748842,0.949,0.279,4.10557957818215e-149,0.67
Arhgef1,5.72980222918104e-237,3.51518610234432,0.776,0.107,9.42323274611114e-233,0.669
