,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,pct.1_pct.2
Rgs5,0,10.3654301577978,0.96,0.009,0,0.951
Col4a1,0,7.1677733425912,0.948,0.029,0,0.919
Notch3,0,8.88493746671257,0.924,0.007,0,0.917
Mcam,0,7.62241421171188,0.927,0.013,0,0.914
Myl9,0,8.38471079388391,0.924,0.015,0,0.909
Tm4sf1,0,6.27633122344112,0.899,0.015,0,0.884
Col4a2,0,6.56059307940728,0.914,0.033,0,0.881
Cspg4,0,7.62888598661001,0.896,0.016,0,0.88
Mgp,0,6.19379756570635,0.896,0.02,0,0.876
Pdgfrb,0,7.30967267907397,0.896,0.021,0,0.875
Flna,0,5.04200977396578,0.954,0.095,0,0.859
Lhfp,0,6.51506278128746,0.878,0.02,0,0.858
Cald1,0,5.52790865213317,0.957,0.099,0,0.858
Rbpms,0,5.80197766821374,0.884,0.028,0,0.856
Igfbp7,0,5.09658181214785,0.991,0.14,0,0.851
Aoc3,0,8.37840330712288,0.853,0.006,0,0.847
Itga1,0,9.30008376409079,0.85,0.005,0,0.845
Sparcl1,0,6.95246640330367,0.856,0.015,0,0.841
Gjc1,0,8.33246527558198,0.85,0.009,0,0.841
Bgn,0,4.78930275690367,0.865,0.03,0,0.835
Itgb1,0,4.5819570442329,0.939,0.109,0,0.83
Lamc1,0,5.25830455390916,0.881,0.059,0,0.822
Ednra,0,8.15930834209323,0.829,0.007,0,0.822
Ehd2,0,5.89276884433162,0.844,0.024,0,0.82
Vim,0,4.17683271911504,0.914,0.098,0,0.816
Arhgef17,0,5.66043497884822,0.847,0.031,0,0.816
Atp1a2,0,7.31364187582719,0.826,0.012,0,0.814
Vcl,0,4.79885894691577,0.893,0.081,0,0.812
Ndufa4l2,0,5.47080575430848,0.838,0.028,0,0.81
Cnn2,0,5.07413586260919,0.85,0.043,0,0.807
Serpinh1,0,4.34541844462283,0.933,0.127,0,0.806
Lmna,0,4.41245898066417,0.844,0.044,0,0.8
Fstl1,0,3.80879481761552,0.887,0.089,0,0.798
Heyl,0,8.01289509736305,0.801,0.005,0,0.796
Tpm1,0,5.70236867418657,0.859,0.064,0,0.795
Serpine2,0,4.63827275842657,0.841,0.053,0,0.788
Tpm2,0,7.9546647529379,0.795,0.01,0,0.785
Tpm4,0,5.54189960807006,0.835,0.051,0,0.784
Cd248,0,7.45184530474561,0.792,0.009,0,0.783
Gucy1a1,0,4.70701435213871,0.847,0.064,0,0.783
Ano1,0,6.57042207941581,0.795,0.013,0,0.782
Col3a1,0,2.6174746090302,0.801,0.021,0,0.78
Nid1,0,6.71100896975132,0.798,0.023,0,0.775
S100a11,0,4.91934801483518,0.823,0.049,0,0.774
Des,0,9.68594978573463,0.774,0.002,0,0.772
Ets1,0,5.10649893765303,0.801,0.03,0,0.771
Lpp,0,4.9573740654702,0.817,0.046,0,0.771
Rhob,0,2.89530282990402,0.85,0.08,0,0.77
Gucy1b1,0,5.79910498045883,0.792,0.024,0,0.768
Axl,0,4.31557881284791,0.817,0.049,0,0.768
Pcdh1,0,5.39459254522222,0.789,0.022,0,0.767
Myo1b,0,6.98360291996872,0.777,0.011,0,0.766
Tln1,0,3.64752122544988,0.869,0.108,0,0.761
Gng11,0,6.37943084220667,0.774,0.016,0,0.758
Esyt1,0,5.1411461353217,0.78,0.032,0,0.748
Sparc,1.05238958467431e-261,2.57585974929313,0.985,0.241,1.73075991095537e-257,0.744
Anxa5,0,3.79659882751852,0.826,0.083,0,0.743
Bcam,0,6.14415003894548,0.758,0.02,0,0.738
