,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,pct.1_pct.2
Car8,0,8.53493830245201,0.992,0.009,0,0.983
Grm6,0,7.59934352944132,0.989,0.011,0,0.978
Isl1,0,7.56315528664307,0.989,0.012,0,0.977
Lrtm1,0,7.68174796156969,0.989,0.015,0,0.974
Cabp5,0,6.62019393276656,0.987,0.017,0,0.97
Gng13,0,7.70565349084236,0.98,0.016,0,0.964
Gpr179,0,7.56913628775771,0.975,0.013,0,0.962
Pcp2,0,8.68533295190226,0.98,0.02,0,0.96
Strip2,0,8.45784379228817,0.967,0.008,0,0.959
Prox1,0,6.37978665918293,0.99,0.035,0,0.955
Car10,0,6.14283741279778,0.979,0.024,0,0.955
Kcnma1,0,6.08896735674467,0.982,0.029,0,0.953
Slc24a4,0,6.67991864483616,0.972,0.02,0,0.952
Vsx2,0,6.61743768390584,0.982,0.042,0,0.94
Ntng1,0,7.54893369248561,0.938,0.008,0,0.93
Trpm1,0,6.52768778971541,1,0.07,0,0.93
Ptprd,0,5.57265183646101,0.972,0.043,0,0.929
Amigo2,0,6.45595092737694,0.949,0.024,0,0.925
Pcp4,0,7.2395982689588,0.943,0.019,0,0.924
Kcnh5,0,7.67093461064902,0.931,0.008,0,0.923
Eef1a2,0,5.80302947911455,0.949,0.031,0,0.918
Qpct,0,7.44189898565444,0.926,0.013,0,0.913
Ndnf,0,5.23801286223215,0.952,0.041,0,0.911
Slc4a10,0,6.21430031843384,0.93,0.021,0,0.909
Vstm2b,0,8.86565587371017,0.913,0.004,0,0.909
Trnp1,0,7.32424096300145,0.91,0.009,0,0.901
Ccdc136,0,5.60675388176444,0.928,0.03,0,0.898
Lin7a,0,6.65715930865506,0.913,0.02,0,0.893
Cacna2d3,0,8.33160488589233,0.898,0.006,0,0.892
Rap1gap,0,5.97947031336228,0.916,0.029,0,0.887
Rgs11,0,6.05962052061914,0.905,0.022,0,0.883
Prkca,0,5.8209525628747,0.99,0.109,0,0.881
Lrrtm4,0,8.66376828279696,0.87,0.004,0,0.866
Prdm8,0,5.268772297709,0.923,0.059,0,0.864
Nebl,0,6.03039988342081,0.885,0.021,0,0.864
Auts2,0,4.95618769635969,0.91,0.046,0,0.864
Map6,0,5.9669861228304,0.887,0.025,0,0.862
Cntn4,0,7.9771438074165,0.866,0.006,0,0.86
Gnao1,0,5.09708191479682,0.995,0.135,0,0.86
Casp7,0,6.36700471515495,0.879,0.019,0,0.86
Neurod4,0,5.64812411049677,0.87,0.018,0,0.852
Celf3,0,4.39947862078144,0.938,0.087,0,0.851
Rpa1,0,5.05659511661,0.948,0.099,0,0.849
Tbx2,0,5.09030981470003,0.897,0.048,0,0.849
Wscd2,0,7.57277998169455,0.851,0.007,0,0.844
Spock2,0,4.85840678273178,0.866,0.026,0,0.84
Cadps,0,5.39940467561825,0.864,0.026,0,0.838
Rgs8,0,6.58286160261135,0.846,0.012,0,0.834
Tgfb2,0,3.8000797338909,0.875,0.053,0,0.822
Rnf152,0,4.99119871678318,0.852,0.042,0,0.81
Ank3,0,3.72987952884282,0.964,0.155,0,0.809
Fam135b,0,7.39274368697577,0.815,0.006,0,0.809
Cplx3,0,4.36423155727638,0.925,0.117,0,0.808
Itm2c,0,3.93386993684577,0.972,0.168,0,0.804
Rgs7,0,7.27503307445035,0.808,0.008,0,0.8
Fam78a,0,6.35548961318359,0.813,0.013,0,0.8
Ablim1,0,3.91676431423876,0.964,0.164,0,0.8
Foxn3,0,4.59278703958047,0.856,0.058,0,0.798
Khdrbs3,0,3.61973687746704,0.933,0.136,0,0.797
Rev3l,0,3.7362268765896,0.91,0.115,0,0.795
Ppm1e,0,4.48622477208466,0.854,0.062,0,0.792
Syne1,0,3.61900968699497,0.908,0.124,0,0.784
Lactbl1,0,3.76920841712966,0.957,0.175,0,0.782
Prkce,0,3.84943691674311,0.861,0.088,0,0.773
Fstl5,0,6.46718338403477,0.782,0.011,0,0.771
Calm1,0,4.87140670324224,0.964,0.193,0,0.771
Map4,0,4.57355951992848,0.99,0.221,0,0.769
Hspa12a,0,4.68971229198854,0.808,0.039,0,0.769
Mpp2,0,4.61779758645376,0.823,0.057,0,0.766
Frmd3,0,6.26778888570019,0.775,0.011,0,0.764
Dusp4,0,4.1054140735192,0.834,0.073,0,0.761
