,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,pct.1_pct.2
Mlana,0,7.36562754861853,0.97,0.055,0,0.915
Pmel,0,5.96681120629021,0.991,0.092,0,0.899
Mgll,0,6.26634437181286,0.979,0.091,0,0.888
Gpnmb,0,5.19667821795326,1,0.128,0,0.872
Tyrp1,0,6.77425720017,0.991,0.122,0,0.869
Ednrb,0,9.38085328090933,0.877,0.008,0,0.869
Mlph,0,9.0268034731772,0.855,0.007,0,0.848
Trpm1,0,4.33221653663455,0.919,0.076,0,0.843
Dct,0,4.60387925147472,1,0.164,0,0.836
Slc24a5,0,5.2993295108858,0.928,0.107,0,0.821
Myo5a,0,5.66170782865266,0.898,0.081,0,0.817
Slc45a2,0,7.19880194431629,0.826,0.027,0,0.799
Selenop,0,4.66005913798565,0.885,0.09,0,0.795
Ptgds,5.74177150513238e-151,0.741851926841067,0.945,0.167,9.44291741734071e-147,0.778
Dkk3,0,3.42524754747612,0.881,0.115,0,0.766
S100b,0,8.72716427900935,0.77,0.004,0,0.766
Gstp1,0,5.7706802041355,0.834,0.08,0,0.754
Bace2,0,4.90405792269357,0.826,0.09,0,0.736
Cdk2,0,6.48761919258087,0.757,0.03,0,0.727
Rab38,0,7.34861656023134,0.736,0.013,0,0.723
Gjb2,0,9.81538828831873,0.719,0.002,0,0.717
Mitf,0,6.00392758283031,0.753,0.043,0,0.71
Anxa5,0,4.92493077075204,0.791,0.084,0,0.707
C2,0,6.50392557508454,0.723,0.016,0,0.707
Tmem51,0,5.28482525582839,0.745,0.042,0,0.703
Vat1,0,4.79139014868375,0.766,0.066,0,0.7
Syt4,0,7.14254716488387,0.715,0.016,0,0.699
Oca2,0,4.71937715693026,0.779,0.084,0,0.695
S100a1,1.44544017915783e-284,4.18227427938492,0.804,0.109,2.37717091864297e-280,0.695
Tyr,5.87751769190933e-252,3.93361014930148,0.821,0.131,9.66616559611408e-248,0.69
Vim,6.89240580671979e-256,2.51625818865067,0.783,0.1,1.13352505897314e-251,0.683
Aebp1,0,5.55203866237509,0.706,0.023,0,0.683
Sox10,0,5.70899966451728,0.711,0.031,0,0.68
Cryab,5.94688558452386e-224,3.45474144915476,0.817,0.141,9.78024803230794e-220,0.676
App,9.31509117588362e-134,1.88465694168573,0.915,0.24,1.53195989478582e-129,0.675
Sytl2,0,5.33487731923543,0.706,0.038,0,0.668
Il10rb,0,4.96257672511676,0.706,0.044,0,0.662
Csrp1,0,4.2374948685642,0.728,0.072,0,0.656
Sorbs1,7.14840631180999e-284,4.09245926172701,0.749,0.096,1.17562690204027e-279,0.653
Mcoln3,0,11.1393015344709,0.651,0,0,0.651
Atp1b3,2.06651418193925e-276,3.88033735271501,0.745,0.094,3.39858922361729e-272,0.651
Cd63,2.2002544825365e-169,3.03580160261004,0.851,0.202,3.61853852197953e-165,0.649
Tspan10,1.1054389446033e-225,3.21832312267508,0.762,0.114,1.81800488829458e-221,0.648
Spp1,0,5.91733718942732,0.647,0.006,0,0.641
Gyg,0,4.75019393415007,0.706,0.068,0,0.638
Mpzl1,0,4.73190160010346,0.694,0.059,0,0.635
Cited1,0,8.14590521376059,0.638,0.006,0,0.632
Rab27a,3.05986708730914e-222,3.31154151020762,0.74,0.111,5.03225741178861e-218,0.629
Ahnak,0,3.41822781122964,0.677,0.049,0,0.628
Gpc1,0,4.72254706738029,0.685,0.058,0,0.627
Hpse,0,8.51058488232161,0.63,0.004,0,0.626
Eogt,0,5.79527083853178,0.647,0.021,0,0.626
Kcnj13,8.60187539651836e-248,4.09855037579386,0.723,0.098,1.41466442771141e-243,0.625
Myadm,0,5.10614941558097,0.655,0.037,0,0.618
Phlda1,0,4.95582458032054,0.643,0.029,0,0.614
Car6,0,11.6687158295168,0.613,0.001,0,0.612
C4b,0,5.42533976054468,0.643,0.031,0,0.612
Ahnak2,0,6.77445504204612,0.621,0.01,0,0.611
Aldh2,9.02545066632708e-175,2.90676015154063,0.749,0.138,1.48432561658415e-170,0.611
Art3,0,7.21183688234859,0.613,0.004,0,0.609
Fstl4,0,7.2416887524504,0.617,0.008,0,0.609
Cyb5a,1.00108424882476e-246,4.40569483263231,0.706,0.098,1.64638315561721e-242,0.608
Ptprs,7.69023563944386e-169,3.37414339709116,0.783,0.18,1.26473615326294e-164,0.603
Tmem189,0,4.44813962991782,0.655,0.054,0,0.601
Rasgrp3,0,4.11611154178989,0.66,0.06,0,0.6
Hsd17b11,4.10785100189046e-258,3.99184411819541,0.685,0.085,6.75577175770905e-254,0.6
Tinagl1,0,7.33391139689946,0.6,0.004,0,0.596
Sparc,1.43352649035587e-83,1.15638308504064,0.838,0.242,2.35757766603926e-79,0.596
Mt1,8.80750388470645e-87,0.932860640611403,0.809,0.214,1.44848208887882e-82,0.595
Plxna1,0,4.32442918345833,0.655,0.06,0,0.595
Ctnnb1,2.10070797743978e-150,3.39425263850178,0.855,0.264,3.45482433969747e-146,0.591
Pmp22,1.39813016491852e-193,3.29293218203165,0.706,0.116,2.299364869225e-189,0.59
Vegfb,1.29473979924902e-238,3.67980986484228,0.672,0.086,2.12932907384494e-234,0.586
Met,4.26111851763101e-193,3.16495748773318,0.694,0.108,7.00783551409597e-189,0.586
Fkbp9,2.70926876893066e-249,3.47711650865223,0.664,0.079,4.45566341738336e-245,0.585
Cdh1,0,9.69877643061939,0.583,0.001,0,0.582
Bmyc,2.89607144238735e-297,4.2812558368303,0.643,0.065,4.76287909415023e-293,0.578
Atp1a1,2.10215964651056e-147,3.35186606043223,0.928,0.35,3.45721175465126e-143,0.578
Itga9,0,4.76822611681552,0.613,0.035,0,0.578
Nrp2,0,4.79044424001455,0.609,0.035,0,0.574
Chsy3,0,10.0334436373374,0.574,0.001,0,0.573
Mgat4b,0,5.19367808039396,0.596,0.027,0,0.569
Sdcbp,7.69062688086817e-132,2.65261714240942,0.74,0.175,1.26480049682758e-127,0.565
Emp3,0,3.6601456154055,0.609,0.048,0,0.561
Gpr143,0,4.3699101054716,0.604,0.045,0,0.559
Gjb6,0,12.0127654927132,0.553,0,0,0.553
Id2,1.44722593375132e-157,3.08924698123928,0.672,0.121,2.38010777064741e-153,0.551
Lmna,0,3.79964047374554,0.596,0.046,0,0.55
Sptbn1,1.21591084979754e-121,2.68005584754836,0.826,0.276,1.99968698357703e-117,0.55
Lbh,1.25035992230135e-131,3.12043196617322,0.834,0.285,2.05634192821681e-127,0.549
Cck,0,10.7601974807811,0.549,0.001,0,0.548
Ccnd2,0,4.41150798833855,0.596,0.048,0,0.548
Ucp2,4.47800302057836e-117,2.25956531532969,0.711,0.164,7.36452376764316e-113,0.547
Bhlhe41,3.11574568783739e-122,2.78950141235805,0.757,0.211,5.12415535821737e-118,0.546
Igsf8,0,4.32554935702054,0.587,0.046,0,0.541
Fam174b,0,6.54053323422472,0.545,0.007,0,0.538
Gsta4,5.66975518691987e-140,2.72596606339237,0.664,0.127,9.32447938040841e-136,0.537
Pianp,0,7.06732165633528,0.54,0.006,0,0.534
Tecpr1,4.31068689234693e-127,2.79259441159978,0.694,0.163,7.08935566315376e-123,0.531
Qk,1.26116756569434e-117,2.31019462249813,0.685,0.155,2.07411617854091e-113,0.53
Angptl2,0,4.91719814349521,0.549,0.02,0,0.529
Sparcl1,0,3.78421996188016,0.545,0.017,0,0.528
Sort1,3.52013785965314e-119,2.91292270480818,0.732,0.204,5.78921872398556e-115,0.528
Fmn1,3.7509722088588e-283,4.15239432174308,0.583,0.055,6.16884889468918e-279,0.528
Nrbp2,0,4.33426794031932,0.57,0.043,0,0.527
Dag1,1.91484533446671e-145,2.90359583813203,0.647,0.121,3.14915463706395e-141,0.526
Ugp2,0,4.69650374301732,0.562,0.041,0,0.521
Cav1,0,3.73564031466407,0.557,0.037,0,0.52
Sgcd,0,7.74930916463839,0.523,0.004,0,0.519
Iqgap1,1.78573936958907e-142,2.58568808414132,0.626,0.11,2.93682696722618e-138,0.516
Lta4h,4.73209053232883e-187,3.48495990346276,0.6,0.085,7.782396089468e-183,0.515
Tcn2,9.36512208291824e-98,2.04968330876405,0.694,0.179,1.54018797775673e-93,0.515
Snx1,7.53291147550863e-199,3.71045045718213,0.591,0.079,1.23886262126215e-194,0.512
Cdh19,0,6.24279468967656,0.519,0.008,0,0.511
Myo7a,2.81738906647716e-122,2.91063742547027,0.664,0.154,4.63347805872834e-118,0.51
Loxl2,0,3.81778089998699,0.545,0.036,0,0.509
Paqr6,0,7.02614327239792,0.511,0.005,0,0.506
Cyp4b1,0,11.8529770797687,0.506,0,0,0.506
Ywhah,7.55812690735203e-145,2.8368566367378,0.613,0.107,1.24300955118311e-140,0.506
Rapgef4,0,4.30078691957686,0.54,0.035,0,0.505
Qpct,0,4.22677039659652,0.523,0.02,0,0.503
Kit,0,5.21131510340688,0.519,0.017,0,0.502
Fgf1,0,5.06239643743302,0.523,0.021,0,0.502
Ctsz,4.51789110561201e-114,1.98412947668275,0.63,0.133,7.43012371228952e-110,0.497
Serpinh1,5.40611295085333e-114,2.15975697326976,0.626,0.129,8.89089335897339e-110,0.497
St3gal6,1.25042780514377e-181,3.36010163615407,0.574,0.078,2.05645356833945e-177,0.496
Bst2,2.94151226189474e-246,3.75188837493799,0.549,0.054,4.83761106591209e-242,0.495
Nrcam,3.97891648065674e-294,3.70641744773678,0.532,0.042,6.54372604408808e-290,0.49
B2m,1.06713039020475e-141,2.62313918826598,0.587,0.098,1.75500263973073e-137,0.489
Cd151,1.55424289381265e-226,3.50019823547112,0.545,0.057,2.55610786316428e-222,0.488
Pik3r3,4.17926918498495e-258,3.94973273731409,0.536,0.05,6.87322610162624e-254,0.486
Nipal3,1.45474451290074e-133,3.02940764708124,0.6,0.114,2.39247282591656e-129,0.486
Sgpl1,1.50758118453129e-178,3.20394397067716,0.557,0.074,2.47936801608016e-174,0.483
Etl4,0,5.23763053587604,0.502,0.02,0,0.482
Nckap1,3.03558810634633e-127,2.92494589865378,0.6,0.118,4.99232819969717e-123,0.482
Tex2,1.67501471464183e-138,2.90243536190502,0.579,0.099,2.75472919969995e-134,0.48
Sept8,7.27068398064407e-116,2.35251223391393,0.6,0.12,1.19573668745672e-111,0.48
Tbx2,2.99947722625402e-223,3.42784006830729,0.532,0.054,4.93294024629736e-219,0.478
Bri3,2.11173807067428e-93,2.39343164298359,0.66,0.182,3.47296443103093e-89,0.478
Tmod1,0,5.17027441915823,0.498,0.02,0,0.478
Appl2,9.60525323289047e-100,2.85932223033427,0.664,0.187,1.57967994668117e-95,0.477
Insig2,2.11297500092386e-189,3.79808210097478,0.545,0.07,3.47499868651938e-185,0.475
Mt2,1.73811336028076e-68,1.13514647373658,0.647,0.175,2.85850123231774e-64,0.472
St6gal1,0,4.13190060691228,0.502,0.035,0,0.467
Itm2b,3.74499731540698e-74,1.7036760560472,0.821,0.354,6.15902258491831e-70,0.467
Uap1l1,1.66573041115153e-281,4.04719033724961,0.506,0.041,2.73946023417981e-277,0.465
Rap2b,0,5.4301581544216,0.481,0.016,0,0.465
Mmp14,4.31635694670881e-194,3.01229239499194,0.523,0.059,7.09868063455731e-190,0.464
Grn,9.54376920069152e-93,1.65475566050098,0.587,0.131,1.56956828274573e-88,0.456
Stx7,1.5992624374699e-121,2.93992521520254,0.562,0.107,2.630147004663e-117,0.455
Plp1,0,5.60966421485719,0.468,0.013,0,0.455
Ago2,1.81430882877885e-85,2.48217233093736,0.647,0.192,2.9838122998097e-81,0.455
Bnc2,0,6.40573718755604,0.46,0.006,0,0.454
Aff3,0,4.28323519794007,0.481,0.029,0,0.452
Cd81,2.69779027659923e-51,1.23906852355147,0.796,0.347,4.4367858888951e-47,0.449
Scpep1,4.09441569831246e-99,2.40761182333521,0.574,0.125,6.73367605744467e-95,0.449
Tmem176b,4.35932150541619e-114,2.56969731571204,0.553,0.105,7.16934014780746e-110,0.448
