,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,pct.1_pct.2
Arr3,0,8.5310782222043,0.925,0.013,0,0.912
Pde6c,0,8.87165941404601,0.892,0.006,0,0.886
Gnat2,0,7.78048576442565,0.864,0.012,0,0.852
Opn1mw,0,9.69808785170125,0.823,0.007,0,0.816
Gnb3,0,2.76466941794011,0.919,0.239,0,0.68
Gngt2,0,5.91123380038512,0.701,0.033,0,0.668
Mpp6,0,4.3474800017992,0.72,0.066,0,0.654
Opn1sw,0,9.34429786739732,0.663,0.012,0,0.651
Slc8a3,0,4.64321921115273,0.69,0.046,0,0.644
Cadm3,0,3.15678234894951,0.716,0.088,0,0.628
Nrcam,0,4.64203030994799,0.647,0.033,0,0.614
Slc24a4,0,4.69947850084893,0.625,0.017,0,0.608
Kcne2,0,6.42919515973764,0.616,0.013,0,0.603
Lrit3,0,2.50563993453001,0.836,0.245,0,0.591
Cngb3,0,6.58316011373311,0.594,0.01,0,0.584
Qsox1,0,3.52976403681384,0.664,0.091,0,0.573
Scg3,0,4.1299908727612,0.623,0.055,0,0.568
Dgkd,0,2.97156338482498,0.81,0.243,0,0.567
Ccdc136,0,5.51473785675982,0.59,0.028,0,0.562
Otop3,0,8.21121870876065,0.559,0.003,0,0.556
Guca1a,0,2.27506709617039,0.759,0.227,0,0.532
Celf3,0,2.71952732275884,0.604,0.085,0,0.519
Pcdh15,0,1.98656012743602,0.938,0.42,0,0.518
Mylk,0,1.77477413500095,0.783,0.274,0,0.509
Sphkap,0,3.86138494227149,0.531,0.024,0,0.507
Slc1a2,0,1.87503006174664,0.92,0.419,0,0.501
Mfge8,0,1.51939101571472,0.703,0.216,0,0.487
Pygm,0,3.33903530999918,0.566,0.084,0,0.482
Gpr162,0,2.29166046652989,0.605,0.137,0,0.468
Elovl2,0,2.43819772550691,0.605,0.137,0,0.468
Hr,0,2.52066151444742,0.595,0.128,0,0.467
Gulo,0,5.69239728195893,0.471,0.012,0,0.459
Adrb1,0,5.7229591240439,0.468,0.011,0,0.457
Mat2a,0,2.05325803482422,0.786,0.331,0,0.455
Akap11,0,1.93354770350745,0.666,0.212,0,0.454
Parvb,0,4.60447171606413,0.476,0.025,0,0.451
Slc1a7,3.34448560397874e-259,1.44378436019902,0.742,0.296,5.50034102430344e-255,0.446
Ackr1,0,3.33882025020613,0.485,0.043,0,0.442
