,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,pct.1_pct.2
Csf3r,0,7.51723072666414,0.967,0.025,0,0.942
Tyrobp,0,4.94894845166543,0.986,0.045,0,0.941
Srgn,0,6.04516718808106,0.981,0.047,0,0.934
S100a9,0,13.1366185509144,0.918,0,0,0.918
S100a8,0,12.6095043401548,0.912,0.001,0,0.911
Il1b,0,6.03274848328907,0.926,0.02,0,0.906
S100a11,0,5.90655850693404,0.953,0.048,0,0.905
Rac2,0,5.6361712106911,0.934,0.036,0,0.898
Cebpb,0,4.84956710912725,0.945,0.057,0,0.888
Cd52,0,4.93618171431869,0.92,0.04,0,0.88
Lcp1,0,5.2709443416394,0.923,0.045,0,0.878
Coro1a,0,4.58072232337537,0.92,0.045,0,0.875
Pim1,0,5.56161996323199,0.909,0.042,0,0.867
Ncf1,0,5.92745499900482,0.887,0.035,0,0.852
Clec4d,0,8.66179269058947,0.857,0.006,0,0.851
Trem1,0,8.0706379645604,0.857,0.006,0,0.851
Txnip,0,4.66786329492251,0.904,0.065,0,0.839
Plek,0,4.85062981036869,0.893,0.056,0,0.837
Mcl1,0,4.12125950165065,0.986,0.154,0,0.832
Cxcr4,0,5.46701231144357,0.86,0.03,0,0.83
C5ar1,0,5.26353440038864,0.857,0.027,0,0.83
Fxyd5,0,6.16889837863693,0.846,0.023,0,0.823
Alox5ap,0,5.15988482959413,0.852,0.031,0,0.821
Ets2,0,5.28925607057126,0.865,0.046,0,0.819
Cd53,0,3.74882675204386,0.865,0.047,0,0.818
Itgb2,0,4.610889499123,0.849,0.037,0,0.812
Laptm5,0,2.88000988908185,0.857,0.051,0,0.806
Gsr,0,5.03120194784029,0.882,0.08,0,0.802
Ncf2,0,4.88947394433172,0.841,0.04,0,0.801
Vasp,0,4.95357681436309,0.86,0.061,0,0.799
Msrb1,0,5.61027823447697,0.86,0.065,0,0.795
Litaf,0,4.54505923744244,0.854,0.063,0,0.791
Cd24a,0,6.38756631515539,0.797,0.017,0,0.78
Ptprc,0,5.00050348225927,0.81,0.033,0,0.777
Tnfrsf1b,0,5.12181205321145,0.81,0.035,0,0.775
Stk17b,0,4.65240547218527,0.824,0.053,0,0.771
Fcer1g,0,3.37304555929447,0.821,0.053,0,0.768
Tnfaip2,0,6.73674311089856,0.794,0.028,0,0.766
