Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
KEGG Pathway,24,mmu00190,Oxidative phosphorylation - Mus musculus (house mouse),,-17,9.1,14,21160,141,431,26,6,1.1,11984|12857|12859|12861|12864|12867|12868|22272|54405|57423|66046|66142|66152|66377|66414|66445|66594|67126|67184|68194|68197|68375|78330|108664|110323|407785,Atp6v0c|Cox4i1|Cox5b|Cox6a1|Cox6c|Cox7c|Cox8a|Uqcrq|Ndufa1|Atp5mf|Ndufb5|Cox7b|Uqcr10|Ndufc1|Ndufa12|Cyc1|Uqcr11|Atp5f1e|Ndufa13|Ndufb4|Ndufc2|Ndufa8|Ndufv3|Atp6v1h|Cox6b1|Ndufs6,-13,hits
GO Biological Processes,19,GO:0006119,oxidative phosphorylation,19_GO:0009987 cellular process,-16,9.7,14,21160,122,431,24,5.6,1.1,12857|12859|12861|12864|12867|12868|22272|54405|57423|66046|66142|66152|66377|66414|66445|66594|67126|67184|68194|68197|68375|78330|110323|407785,Cox4i1|Cox5b|Cox6a1|Cox6c|Cox7c|Cox8a|Uqcrq|Ndufa1|Atp5mf|Ndufb5|Cox7b|Uqcr10|Ndufc1|Ndufa12|Cyc1|Uqcr11|Atp5f1e|Ndufa13|Ndufb4|Ndufc2|Ndufa8|Ndufv3|Cox6b1|Ndufs6,-12,hits
GO Biological Processes,19,GO:0009060,aerobic respiration,19_GO:0009987 cellular process,-16,7.9,13,21160,168,431,27,6.3,1.2,11429|12857|12859|12861|12864|12867|12868|20917|22272|54405|57423|66046|66142|66152|66377|66414|66445|66594|67126|67184|68194|68197|68375|78330|110323|235339|407785,Aco2|Cox4i1|Cox5b|Cox6a1|Cox6c|Cox7c|Cox8a|Suclg2|Uqcrq|Ndufa1|Atp5mf|Ndufb5|Cox7b|Uqcr10|Ndufc1|Ndufa12|Cyc1|Uqcr11|Atp5f1e|Ndufa13|Ndufb4|Ndufc2|Ndufa8|Ndufv3|Cox6b1|Dlat|Ndufs6,-12,hits
WikiPathways,27,WP295,Electron transport chain,,-15,10,14,21160,99,431,21,4.9,1,12857|12859|12861|12864|12868|22272|54405|57423|66046|66142|66152|66377|66414|66594|67126|68194|68197|68375|78330|110323|407785,Cox4i1|Cox5b|Cox6a1|Cox6c|Cox8a|Uqcrq|Ndufa1|Atp5mf|Ndufb5|Cox7b|Uqcr10|Ndufc1|Ndufa12|Uqcr11|Atp5f1e|Ndufb4|Ndufc2|Ndufa8|Ndufv3|Cox6b1|Ndufs6,-12,hits
Reactome Gene Sets,6,R-MMU-1428517,Aerobic respiration and respiratory electron transport,,-14,6.2,11,21160,231,431,29,6.7,1.2,11429|12857|12861|12864|12867|12868|18604|18746|20917|22272|54405|57423|66046|66142|66152|66359|66377|66414|66445|67126|67184|68194|68197|68375|78330|110323|226757|235339|407785,Aco2|Cox4i1|Cox6a1|Cox6c|Cox7c|Cox8a|Pdk2|Pkm|Suclg2|Uqcrq|Ndufa1|Atp5mf|Ndufb5|Cox7b|Uqcr10|Cox20|Ndufc1|Ndufa12|Cyc1|Atp5f1e|Ndufa13|Ndufb4|Ndufc2|Ndufa8|Ndufv3|Cox6b1|Wdr26|Dlat|Ndufs6,-11,hits
KEGG Pathway,24,mmu05010,Alzheimer disease - Mus musculus (house mouse),,-14,4.7,11,21160,389,431,37,8.6,1.3,11816|11820|12313|12857|12859|12861|12864|12867|12868|13001|14368|18174|19164|20168|21937|22143|22272|23996|26442|54405|56208|66046|66142|66152|66377|66414|66445|66594|67126|67184|68194|68197|68375|78330|110323|277468|407785,Apoe|App|Calm1|Cox4i1|Cox5b|Cox6a1|Cox6c|Cox7c|Cox8a|Csnk2b|Fzd6|Slc11a2|Psen1|Rtn3|Tnfrsf1a|Tuba1b|Uqcrq|Psmc4|Psma5|Ndufa1|Becn1|Ndufb5|Cox7b|Uqcr10|Ndufc1|Ndufa12|Cyc1|Uqcr11|Atp5f1e|Ndufa13|Ndufb4|Ndufc2|Ndufa8|Ndufv3|Cox6b1|Slc39a12|Ndufs6,-11,hits
GO Biological Processes,19,GO:0006091,generation of precursor metabolites and energy,19_GO:0009987 cellular process,-14,4.6,10,21160,383,431,36,8.4,1.3,11429|11430|11674|12857|12859|12861|12864|12867|12868|15275|18655|18746|20917|21351|21881|22272|26384|27357|54405|57423|66046|66142|66152|66377|66414|66445|66594|67126|67184|68194|68197|68375|78330|110323|235339|407785,Aco2|Acox1|Aldoa|Cox4i1|Cox5b|Cox6a1|Cox6c|Cox7c|Cox8a|Hk1|Pgk1|Pkm|Suclg2|Taldo1|Tkt|Uqcrq|Gnpda1|Gyg1|Ndufa1|Atp5mf|Ndufb5|Cox7b|Uqcr10|Ndufc1|Ndufa12|Cyc1|Uqcr11|Atp5f1e|Ndufa13|Ndufb4|Ndufc2|Ndufa8|Ndufv3|Cox6b1|Dlat|Ndufs6,-10,hits
GO Biological Processes,19,GO:0045333,cellular respiration,19_GO:0009987 cellular process,-14,6.3,11,21160,211,431,27,6.3,1.2,11429|12857|12859|12861|12864|12867|12868|20917|22272|54405|57423|66046|66142|66152|66377|66414|66445|66594|67126|67184|68194|68197|68375|78330|110323|235339|407785,Aco2|Cox4i1|Cox5b|Cox6a1|Cox6c|Cox7c|Cox8a|Suclg2|Uqcrq|Ndufa1|Atp5mf|Ndufb5|Cox7b|Uqcr10|Ndufc1|Ndufa12|Cyc1|Uqcr11|Atp5f1e|Ndufa13|Ndufb4|Ndufc2|Ndufa8|Ndufv3|Cox6b1|Dlat|Ndufs6,-10,hits
KEGG Pathway,24,mmu05415,Diabetic cardiomyopathy - Mus musculus (house mouse),,-13,6.1,11,21160,217,431,27,6.3,1.2,12857|12859|12861|12864|12867|12868|13033|18604|19211|20525|22272|54405|66046|66142|66152|66377|66414|66445|66594|67126|67184|68194|68197|68375|78330|110323|407785,Cox4i1|Cox5b|Cox6a1|Cox6c|Cox7c|Cox8a|Ctsd|Pdk2|Pten|Slc2a1|Uqcrq|Ndufa1|Ndufb5|Cox7b|Uqcr10|Ndufc1|Ndufa12|Cyc1|Uqcr11|Atp5f1e|Ndufa13|Ndufb4|Ndufc2|Ndufa8|Ndufv3|Cox6b1|Ndufs6,-9.9,hits
KEGG Pathway,24,mmu05020,Prion disease - Mus musculus (house mouse),,-13,5.4,11,21160,273,431,30,7,1.2,12857|12859|12861|12864|12867|12868|13001|14828|15481|20867|22143|22272|23996|26442|54405|66046|66142|66152|66377|66414|66445|66594|67126|67184|68194|68197|68375|78330|110323|407785,Cox4i1|Cox5b|Cox6a1|Cox6c|Cox7c|Cox8a|Csnk2b|Hspa5|Hspa8|Stip1|Tuba1b|Uqcrq|Psmc4|Psma5|Ndufa1|Ndufb5|Cox7b|Uqcr10|Ndufc1|Ndufa12|Cyc1|Uqcr11|Atp5f1e|Ndufa13|Ndufb4|Ndufc2|Ndufa8|Ndufv3|Cox6b1|Ndufs6,-9.9,hits
