"logFC","logCPM","F","PValue","FDR","Nhood","SpatialFDR"
1.71224945227394,11.4768353422097,9.49244680559728,0.00221030878635821,0.00720672108493265,4,0.0063857726099775
-1.39862494945983,12.0219427224751,9.50877340472081,0.00219120056430003,0.00720672108493265,79,0.0063857726099775
-1.40495983829016,10.9734693252776,9.50089420029652,0.00220040107098062,0.00720672108493265,186,0.0063857726099775
1.64844274823772,11.5802843964013,9.47099299184642,0.0022356762255715,0.00722868646268118,195,0.00642829257608953
-1.37131374410811,11.2357137687224,9.41015865386438,0.00230923373362986,0.00740481560866435,376,0.00660737546643985
1.49233397564425,11.261464882375,9.21616436604424,0.00256070467871132,0.00814388045360648,99,0.0072931374639707
1.69860600409013,11.5148253551831,9.00662243111558,0.00286386285593228,0.00903397388700588,288,0.00811459620274225
-1.21629630112496,11.0914545206897,8.85764802329949,0.00310146205386029,0.00970457481369187,36,0.00874235155206249
-1.3610992360022,11.9982079870477,8.65127702540727,0.00346427067147212,0.0107530961642494,60,0.00966353547778211
1.53881186556354,11.7989452223088,8.54768685043025,0.00366244689279991,0.0112780110667172,211,0.0101624246669586
2.39680241220366,10.5965580107361,8.46705770228208,0.00382468778351574,0.0116572069472037,244,0.0105642849891033
-1.31760785847532,11.2570579908195,8.45688306028487,0.00384567651866515,0.0116572069472037,184,0.010569241591293
2.10302534423397,10.69908022321,8.40053054566938,0.00396407344399172,0.011922949583479,162,0.0108012152493632
-1.34498909975605,10.965356107464,8.31747399501156,0.00414540738838237,0.012278000509102,113,0.0111282464600235
-1.18016997554121,11.0772630991895,8.32026410496345,0.00413918028289127,0.012278000509102,307,0.0111282464600235
-1.20041468093077,11.15137726651,8.15631474060371,0.00452184341920857,0.01329147914131,130,0.012068980788268
1.2513904772625,11.1410354216638,8.12117629219586,0.00460846131122734,0.013444232998167,317,0.0122395032423086
-1.45857111549167,11.5307525994217,8.05825663768623,0.00476782679742234,0.0138053492343274,333,0.0125986527362145
1.39049119114055,11.2690825301541,7.99666462096646,0.00492929491671762,0.0141671587236032,213,0.0129228777876414
-0.869080906989165,12.416333612706,7.94059701957907,0.0050811456476777,0.014496209641904,111,0.0132357587845466
1.15420249684483,12.1679836592494,7.68577315559705,0.00583405967824525,0.0164030083707185,71,0.0149817286579666
-0.824837349292267,12.4560690401289,7.67128287564072,0.00588016243043432,0.0164136908130109,123,0.0149817286579666
1.50314452945449,10.8974942228582,7.70165282423225,0.00578396159696935,0.0163808547417818,388,0.0149817286579666
1.43256666719452,11.7153073758448,7.64383923005921,0.00596850397034066,0.016541282432087,11,0.0151304887063367
-1.44263025520098,11.5291342246834,7.44050489777266,0.00666690580372992,0.0183458117152284,205,0.0167623229648611
1.99389812168896,10.6834936814431,7.42678355681457,0.00671695292525727,0.0183533643309847,221,0.0167623229648611
-1.11622187852822,11.0546813582131,7.39577525042515,0.00683147705281324,0.0185357559195212,336,0.0169158285970662
1.20899455936055,11.041496566731,7.36147251532468,0.00696050513384385,0.0187546943884126,104,0.0171874655658133
-1.20409369256549,10.9824443453618,7.27698074068559,0.00728909250130163,0.019504606141414,207,0.0178673256769009
1.14722725746097,11.0959192379358,7.10919107768869,0.00798967375630283,0.021232831626339,65,0.0194797639595481
-1.24051877865581,10.9500037007694,6.98605390000159,0.0085475532625965,0.022560888883588,66,0.0207614287244033
1.61058123905381,10.7947342364167,6.89106143084235,0.00900518345820732,0.0236081836607057,161,0.0217609070295856
-1.31842833061999,11.5757060053257,6.83525259993238,0.00928572306867019,0.0241601441078733,248,0.0222507105013192
1.33680136821848,11.3282715091517,6.82460455100515,0.0093402618973737,0.0241601441078733,282,0.0222507105013192
1.41472467038244,11.3821085514544,6.78844988032658,0.00952791653744889,0.0244823285862925,356,0.0225347971084792
0.695265983868969,12.5514489472893,6.73493989189769,0.00981279967772721,0.025048462335251,124,0.0230093700590553
1.09687502013717,11.114168898121,6.53228806965522,0.0109736549067793,0.0276479097651322,139,0.0253424905195343
-1.17785228825129,11.2842027298342,6.54138367088871,0.0109186350948263,0.0276479097651322,202,0.0253424905195343
-1.25997826743345,11.6761969912184,6.48174000846736,0.011284672757082,0.0282480840628891,100,0.025918362505247
1.3927931508906,11.4445448121056,6.45908252618961,0.0114270178566037,0.0284210444125783,361,0.0260724383153421
-1.00841765901981,12.1752341086579,6.28099930660911,0.0126123403398645,0.0311693506488371,74,0.0285373615085981
