"GeneID","logFC_1","adj.P.Val_1","logFC_2","adj.P.Val_2","logFC_3","adj.P.Val_3","logFC_4","adj.P.Val_4","logFC_5","adj.P.Val_5","logFC_6","adj.P.Val_6","logFC_7","adj.P.Val_7"
"Add3",0.134942573625345,0.998454033907698,-0.053564665178394,0.999215727032816,-0.204299964033082,0.300361851636047,0.251352711139606,0.256920786824027,0.206785603748839,0.33086397868695,-0.420612842944351,0.000192628651122836,0.0898353587507586,0.709793529258215
"Adgrl1",0.0500078875966969,0.998454033907698,0.0022426654752995,0.999215727032816,0.0510622822717576,0.637741793793302,-0.00830202764271504,0.99429389708379,0.116312021943289,0.238604570371515,-0.255669931025376,2.02484782969635e-06,0.0452964055640893,0.684962314415864
"Adgrv1",-0.183143385208788,0.998454033907698,-0.0445215041477517,0.999215727032816,0.524580814318837,0.206529263554781,-0.118365535618264,0.989111337341283,0.355778082087297,0.448282896536486,-1.21495814805831,8.20031076581332e-07,1.14040612550467,0.00730645739084619
"Adipor1",-0.0664737380554139,0.998454033907698,-0.0519161564959512,0.999215727032816,-0.926408409157293,0.0523491409516288,0.701102753202762,0.256920786824027,0.0572103164454174,0.946978581892466,1.11635926704629,0.000850706763425671,-1.40798090645328,0.0104417814268531
"Adprh",0.100447425243746,0.998454033907698,-0.0019083838202657,0.999215727032816,-0.24914801493828,0.0376372302413129,0.203057266415287,0.199200111983168,0.0943464565655326,0.528910894158109,-0.142103039484398,0.122429824719291,-0.0432099375788648,0.800310828817023
"Adrb2",0.0822309170404392,0.9673192607093,0.0425593510851183,0.999215727032816,0.0436081340875989,0.573642974906924,-0.04978099542133,0.731590418708942,-0.00952214501952131,0.924088447890188,-0.152885964174969,0.00046334127674223,0.0514482920673593,0.517308105378168
"Afg3l2",-0.0523481673723982,0.998454033907698,-0.0862797621429581,0.999215727032816,0.00980924264132788,0.972490512108221,-0.028498122553607,0.99429389708379,0.403119055818016,0.0411233053173282,-0.473857185912387,0.000164640395747424,0.370505026152883,0.0775831671980331
"Afmid",0.00421463246898801,0.998454033907698,0.0135463202181134,0.999215727032816,0.0277707139528475,0.286086558078434,-0.0264028464105831,0.442243666819083,0.0103753937621124,0.736373973906626,-0.0250068004234405,0.150262794524116,-0.0123656974282931,0.693947063423342
"Agbl4",0.0665413710527243,0.613370821652685,-0.0354752743743234,0.999215727032816,0.0147738281320122,0.793688210212581,-0.0332885630206956,0.705311242803834,0.000254236177553727,0.997790947945376,-0.0576287210751249,0.0642390651355047,0.0719560782843139,0.120669233443229
"Agk",0.028026801569331,0.998454033907698,0.00674154259164811,0.999215727032816,0.0220084911203786,0.729058261776812,-0.0245841915482248,0.911597198987894,0.0194896653532973,0.754757390868926,-0.110524714861019,0.00108373279683271,0.0919852891062226,0.100323332057797
