p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,pct.1_pct.2,pct_method_1
1.6451770271266e-21,0.260254590120136,1,0.989,5.30240555842905e-17,0,Itm2b,0.011,0.011
1.94350057209025e-19,0.302193719836443,1,0.972,6.26390234384688e-15,0,Cd81,0.028,0.028
8.50304554131613e-19,0.290109468697123,1,0.978,2.74053157796619e-14,0,Ddr1,0.022,0.022
1.92717614033137e-17,0.443055413432556,0.985,0.927,6.21128870028801e-13,0,Tmem59,0.0579999999999999,0.0571299999999999
1.62322884922353e-16,0.327468493088943,0.99,0.961,5.23166658104742e-12,0,Kdr,0.029,0.02871
1.94681438249888e-16,0.56030071348746,0.985,0.888,6.27458275479388e-12,0,Itm2c,0.097,0.095545
3.17846391830052e-16,0.337034323801657,1,0.972,1.02441892086826e-11,0,Clstn1,0.028,0.028
1.03596309021791e-15,0.255777726552586,1,0.983,3.33890903977232e-11,0,Tspan7,0.017,0.017
1.81367065474192e-15,0.36328186967825,0.985,0.955,5.8454605202332e-11,0,Ctsb,0.03,0.02955
1.94019756236782e-15,0.293780749682882,0.99,0.966,6.25325674351149e-11,0,Slc6a11,0.024,0.02376
2.57233761897046e-15,0.37756880260024,0.985,0.972,8.2906441459418e-11,0,Psap,0.013,0.012805
4.11024611227999e-15,0.491766743578012,0.976,0.86,1.32473232198784e-10,0,Dag1,0.116,0.113216
6.59752237396091e-15,0.585201663103205,0.942,0.826,2.1263814611276e-10,0,Atp6ap1,0.116,0.109272
7.84746930740675e-15,0.59338398301905,0.942,0.837,2.5292393577772e-10,0,Ddost,0.105,0.09891
9.26750367801051e-15,0.515663796239279,0.937,0.848,2.98691643542279e-10,0,Tm9sf3,0.0890000000000001,0.0833930000000001
9.44788246340673e-15,0.450380231347202,0.981,0.91,3.04505251795599e-10,0,Tmbim6,0.071,0.069651
1.43183006671453e-14,0.46715127382141,0.956,0.893,4.61478830502093e-10,0,Laptm4a,0.063,0.060228
2.06607578137957e-14,0.60614374599249,0.951,0.787,6.65896224338637e-10,0,Gpx8,0.164,0.155964
4.82177570755708e-14,0.791746738539339,0.864,0.725,1.55405831054565e-09,0,Lrp10,0.139,0.120096
6.39103151518894e-14,0.262639138726425,0.995,0.955,2.0598294573454e-09,0,Gpm6b,0.04,0.0398
8.81402627200385e-14,0.671902135785045,0.908,0.764,2.84076066746684e-09,0,Lpcat1,0.144,0.130752
9.73639051991095e-14,0.406599872651208,0.971,0.899,3.1380386645673e-09,0,Serinc1,0.072,0.069912
9.89527210695154e-14,0.594494649128669,0.951,0.815,3.18924620007048e-09,0,Ogfrl1,0.136,0.129336
2.49600816724509e-13,0.292421812848279,0.985,0.961,8.04463432303092e-09,0,Itgav,0.024,0.02364
2.67296593165314e-13,0.72143172571043,0.888,0.73,8.61496919771808e-09,0,Erlin2,0.158,0.140304
9.11048972586452e-13,0.603507658230671,0.903,0.803,2.93631083864614e-08,0,Arl6ip5,0.1,0.0903
9.36442939722132e-13,0.744414580694616,0.888,0.669,3.01815559472443e-08,0,Slc49a4,0.219,0.194472
1.01680446146291e-12,0.287680260534977,1,0.978,3.27716077929496e-08,0,Bsg,0.022,0.022
3.09955479882028e-12,0.449435400519836,0.961,0.876,9.98986511659775e-08,0,Slc39a1,0.085,0.081685
3.15397659860605e-12,0.347209483372954,0.995,0.933,1.01652665773073e-07,0,Fxyd1,0.062,0.06169
3.21309366910604e-12,0.453043880145956,0.971,0.882,1.03558008955288e-07,0,Ppib,0.089,0.086419
3.50260151908912e-12,0.644717734806605,0.917,0.753,1.12888846960242e-07,0,Rnf145,0.164,0.150388
4.41563076357058e-12,0.507310412463773,0.947,0.848,1.4231577950988e-07,0,Tril,0.099,0.093753
5.23135579352277e-12,0.675279528824672,0.869,0.725,1.68606597225239e-07,0,Tuba1b,0.144,0.125136
5.40217158217453e-12,0.768840425841051,0.854,0.68,1.74111990093485e-07,0,Os9,0.174,0.148596
6.21238673075286e-12,0.36454689866933,0.956,0.91,2.00225224332165e-07,0,Sec62,0.0459999999999999,0.0439759999999999
7.68109858831843e-12,0.32112019671733,0.985,0.944,2.47561807501503e-07,0,Slc16a1,0.041,0.040385
