_MEMBER_hits,_LogP_hits,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-16,PGB:00269,M1,1,0,PaGenBase,36,Cell-specific: retinal pigment epithelium,,-16,12,14,21160,386,99,21,21,4.1,11932|13170|14089|14725|14732|19062|20377|20446|21828|22248|29873|66859|74199|209195|212541|216739|231440|233744|245049|278507|329941,Atp1b2|Dbp|Fap|Lrp2|Gpam|Inpp5k|Sfrp1|St6galnac2|Thbs4|Unc119|Cspg5|Slc16a9|Vit|Clic6|Rho|Acsl6|Parm1|Spon1|Myrip|Wfikkn2|Col8a2,-13,0
1,-2.1,PGB:00015,M1,1,0,PaGenBase,36,Tissue-specific: retina,,-2.1,5.1,3.7,21160,167,99,4,4,2,22178|22248|74199|212541,Tyrp1|Unc119|Vit|Rho,0,0
1,-2,PGB:00221,M1,1,0,PaGenBase,36,Tissue-specific: eye,,-2,3.4,3.2,21160,382,99,6,6.1,2.4,22178|22248|74199|74325|212541|329941,Tyrp1|Unc119|Vit|Cltb|Rho|Col8a2,0,0
