Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0030335,positive regulation of cell migration,19_GO:0040011 locomotion,-12,4.2,9.4,21160,621,287,35,12,1.9,11674|11852|12389|12822|13609|14268|14751|14756|16002|16011|16337|16367|17869|18479|18595|18606|19242|20130|20315|20347|20351|20848|22339|22352|26921|27226|66102|66922|67374|67916|68585|80837|83397|84004|109270,Aldoa|Rhob|Cav1|Col18a1|S1pr1|Fn1|Gpi1|Gpld1|Igf2|Igfbp5|Insr|Irs1|Myc|Pak1|Pdgfra|Enpp2|Ptn|Rras|Cxcl12|Sema3b|Sema4a|Stat3|Vegfa|Vim|Map4k4|Pla2g7|Cxcl16|Rras2|Jam2|Plpp3|Rtn4|Rhoj|Akap12|Mcam|Prr5,-7.8,hits
GO Biological Processes,19,GO:0040017,positive regulation of locomotion,19_GO:0040011 locomotion,-12,4,9.2,21160,668,287,36,13,2,11674|11852|12389|12822|13609|14268|14751|14756|16002|16011|16337|16367|17869|18479|18595|18606|19242|20130|20315|20347|20351|20848|22339|22352|23828|26921|27226|66102|66922|67374|67916|68585|80837|83397|84004|109270,Aldoa|Rhob|Cav1|Col18a1|S1pr1|Fn1|Gpi1|Gpld1|Igf2|Igfbp5|Insr|Irs1|Myc|Pak1|Pdgfra|Enpp2|Ptn|Rras|Cxcl12|Sema3b|Sema4a|Stat3|Vegfa|Vim|Popdc1|Map4k4|Pla2g7|Cxcl16|Rras2|Jam2|Plpp3|Rtn4|Rhoj|Akap12|Mcam|Prr5,-7.8,hits
GO Biological Processes,19,GO:2000147,positive regulation of cell motility,19_GO:0040011 locomotion,-11,4,9,21160,651,287,35,12,1.9,11674|11852|12389|12822|13609|14268|14751|14756|16002|16011|16337|16367|17869|18479|18595|18606|19242|20130|20315|20347|20351|20848|22339|22352|26921|27226|66102|66922|67374|67916|68585|80837|83397|84004|109270,Aldoa|Rhob|Cav1|Col18a1|S1pr1|Fn1|Gpi1|Gpld1|Igf2|Igfbp5|Insr|Irs1|Myc|Pak1|Pdgfra|Enpp2|Ptn|Rras|Cxcl12|Sema3b|Sema4a|Stat3|Vegfa|Vim|Map4k4|Pla2g7|Cxcl16|Rras2|Jam2|Plpp3|Rtn4|Rhoj|Akap12|Mcam|Prr5,-7.6,hits
GO Biological Processes,19,GO:0001525,angiogenesis,19_GO:0032502 developmental process,-11,5.1,9.3,21160,358,287,25,8.7,1.7,11852|12306|12389|12822|13609|14268|14367|14645|14756|17304|18595|18799|19876|20315|20351|21802|22339|27279|53417|68585|80837|84004|94352|230126|319504,Rhob|Anxa2|Cav1|Col18a1|S1pr1|Fn1|Fzd5|Glul|Gpld1|Mfge8|Pdgfra|Plcd1|Robo1|Cxcl12|Sema4a|Tgfa|Vegfa|Tnfrsf12a|Hif3a|Rtn4|Rhoj|Mcam|Loxl2|Shb|Nrcam,-7,hits
GO Biological Processes,19,GO:0051960,regulation of nervous system development,19_GO:0032502 developmental process,-10,3.9,8.4,21160,581,287,31,11,1.8,11816|12306|12677|14168|14268|14580|15902|17755|17869|18479|18606|19242|19266|19645|19876|20315|20351|20450|20539|20788|21817|22339|22352|27279|65945|67374|68585|77125|105827|216190|245450,Apoe|Anxa2|Vsx2|Fgf13|Fn1|Gfap|Id2|Map1b|Myc|Pak1|Enpp2|Ptn|Ptprd|Rb1|Robo1|Cxcl12|Sema4a|St8sia2|Slc7a5|Srebf2|Tgm2|Vegfa|Vim|Tnfrsf12a|Clstn1|Jam2|Rtn4|Il33|Amigo2|Appl2|Slitrk2,-6.5,hits
GO Biological Processes,19,GO:0048514,blood vessel morphogenesis,19_GO:0032502 developmental process,-9.4,4.2,8.2,21160,476,287,27,9.4,1.7,11535|11816|11852|12306|12389|12822|13609|14268|14367|14645|14756|17304|18595|18799|19876|20315|20351|21802|22339|27279|53417|68585|80837|84004|94352|230126|319504,Adm|Apoe|Rhob|Anxa2|Cav1|Col18a1|S1pr1|Fn1|Fzd5|Glul|Gpld1|Mfge8|Pdgfra|Plcd1|Robo1|Cxcl12|Sema4a|Tgfa|Vegfa|Tnfrsf12a|Hif3a|Rtn4|Rhoj|Mcam|Loxl2|Shb|Nrcam,-5.9,hits
GO Biological Processes,19,GO:0051962,positive regulation of nervous system development,19_GO:0032502 developmental process,-9.2,4.6,8.4,21160,384,287,24,8.4,1.6,11816|14268|14580|15902|17755|17869|18479|18606|19242|19266|19876|20315|20351|20450|20539|21817|22339|22352|27279|65945|68585|77125|105827|245450,Apoe|Fn1|Gfap|Id2|Map1b|Myc|Pak1|Enpp2|Ptn|Ptprd|Robo1|Cxcl12|Sema4a|St8sia2|Slc7a5|Tgm2|Vegfa|Vim|Tnfrsf12a|Clstn1|Rtn4|Il33|Amigo2|Slitrk2,-5.8,hits
GO Biological Processes,19,GO:0098609,cell-cell adhesion,19_GO:0009987 cellular process,-9.1,4.1,8.1,21160,488,287,27,9.4,1.7,11829|11877|11932|17967|18007|18595|19266|19876|20315|22295|22339|23828|52118|53883|54725|57776|58998|65945|67374|67916|70417|84004|104099|105827|239857|245450|319504,Aqp4|Arvcf|Atp1b2|Ncam1|Neo1|Pdgfra|Ptprd|Robo1|Cxcl12|Cdh23|Vegfa|Popdc1|Pvr|Celsr2|Cadm1|Ttyh1|Nectin3|Clstn1|Jam2|Plpp3|Megf10|Mcam|Itga9|Amigo2|Cadm2|Slitrk2|Nrcam,-5.8,hits
GO Biological Processes,19,GO:0001568,blood vessel development,19_GO:0032502 developmental process,-7.9,3.5,7.2,21160,593,287,28,9.8,1.8,11535|11816|11852|12306|12389|12822|13609|14268|14367|14645|14756|17304|18595|18799|19876|20315|20351|21802|22339|27279|53417|67916|68585|80837|84004|94352|230126|319504,Adm|Apoe|Rhob|Anxa2|Cav1|Col18a1|S1pr1|Fn1|Fzd5|Glul|Gpld1|Mfge8|Pdgfra|Plcd1|Robo1|Cxcl12|Sema4a|Tgfa|Vegfa|Tnfrsf12a|Hif3a|Plpp3|Rtn4|Rhoj|Mcam|Loxl2|Shb|Nrcam,-4.7,hits
GO Biological Processes,19,GO:0001944,vasculature development,19_GO:0032502 developmental process,-7.9,3.4,7.1,21160,633,287,29,10,1.8,11535|11816|11852|12306|12389|12822|13609|14268|14367|14645|14756|17304|18595|18799|19876|20315|20351|21802|22339|27279|53417|67916|68585|80837|84004|93757|94352|230126|319504,Adm|Apoe|Rhob|Anxa2|Cav1|Col18a1|S1pr1|Fn1|Fzd5|Glul|Gpld1|Mfge8|Pdgfra|Plcd1|Robo1|Cxcl12|Sema4a|Tgfa|Vegfa|Tnfrsf12a|Hif3a|Plpp3|Rtn4|Rhoj|Mcam|Immp2l|Loxl2|Shb|Nrcam,-4.7,hits
