_MEMBER_hits,_LogP_hits,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,-6,GO:0019646,aerobic electron transport chain,M1,1,0
1,-2.1,GO:0046365,monosaccharide catabolic process,M1,1,0
1,-3.3,GO:0097250,mitochondrial respirasome assembly,M1,1,0
1,-2.1,GO:0000045,autophagosome assembly,M1,1,0
1,-6,GO:0022900,electron transport chain,M1,1,0
1,-2,GO:0030278,regulation of ossification,M1,1,0
1,-3.9,GO:1905907,negative regulation of amyloid fibril formation,M1,1,0
1,-2.4,mmu01200,Carbon metabolism - Mus musculus (house mouse),M1,1,0
1,-3.8,mmu04142,Lysosome - Mus musculus (house mouse),M1,1,0
1,-3.1,R-MMU-212436,Generic Transcription Pathway,M1,1,0
1,-2.5,GO:0051129,negative regulation of cellular component organization,M1,1,0
1,-2.4,GO:1903557,positive regulation of tumor necrosis factor superfamily cytokine production,M1,1,0
1,-3.1,R-MMU-1632852,Macroautophagy,M1,1,0
1,-2.2,GO:0031346,positive regulation of cell projection organization,M1,1,0
1,-2,GO:0098655,monoatomic cation transmembrane transport,M1,1,0
1,-2.1,GO:0071901,negative regulation of protein serine/threonine kinase activity,M1,1,0
1,-7.2,GO:0042776,proton motive force-driven mitochondrial ATP synthesis,M1,1,0
1,-2.4,GO:0007007,inner mitochondrial membrane organization,M1,1,0
1,-2.5,GO:1900046,regulation of hemostasis,M1,1,0
1,-2.4,GO:0098754,detoxification,M1,1,0
1,-3.2,R-MMU-163210,Formation of ATP by chemiosmotic coupling,M1,1,0
1,-2,GO:0170036,import into the mitochondrion,M1,1,0
1,-2.6,GO:0048880,sensory system development,M1,1,0
1,-5.1,GO:1905906,regulation of amyloid fibril formation,M1,1,0
1,-3.6,R-MMU-977606,Regulation of Complement cascade,M1,1,0
1,-2.4,mmu04960,Aldosterone-regulated sodium reabsorption - Mus musculus (house mouse),M1,1,0
1,-2.4,GO:0050818,regulation of coagulation,M1,1,0
