,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene,pct.1_pct.2
1,5.1574187108766e-43,3.48729551029222,0.932,0.171,5.80158030786509e-39,Gja4,0.761
2,8.06097843179224e-40,3.46423554118981,0.983,0.295,9.06779463792309e-36,Sema3g,0.688
3,3.33626058591832e-34,3.34398095087352,0.881,0.221,3.75295953309952e-30,Vegfc,0.66
4,6.66768448807312e-38,4.12028445270123,0.763,0.114,7.50047828063345e-34,Nebl,0.649
5,3.82470448715567e-28,2.70180114884219,0.814,0.192,4.30241007760141e-24,Hey1,0.622
6,3.14111568317999e-28,3.40597680789073,0.847,0.24,3.53344103200917e-24,Ace,0.607
7,4.39309915348554e-43,4.5142674847174,0.644,0.052,4.94179723775589e-39,Bmx,0.592
8,1.44902998223965e-25,3.04277790393492,0.797,0.242,1.63001382702138e-21,Glul,0.555
9,5.18817432323641e-26,2.53015851493851,0.898,0.345,5.83617729620864e-22,Azin1,0.553
10,1.38833828271983e-36,3.97732649885918,0.61,0.058,1.56174173423153e-32,Tmem100,0.552
11,6.97196199117882e-19,2.66358767861029,0.814,0.275,7.84276004387706e-15,Cxcl12,0.539
12,2.26199232897445e-17,1.64988906019972,0.78,0.258,2.54451517086336e-13,Htra1,0.522
13,1.94665667015234e-27,3.51621312903237,0.627,0.107,2.18979408825437e-23,Lama3,0.52
14,9.04705810153653e-21,2.5789169616569,0.729,0.211,1.01770356584184e-16,Fbln2,0.518
15,2.86394696955192e-17,1.85876151378503,0.898,0.388,3.22165394604895e-13,Cthrc1,0.51
16,4.27251851617109e-29,5.05894026441284,0.593,0.089,4.80615607884085e-25,Atp2a3,0.504
17,5.76483742329974e-21,2.95761035321639,0.661,0.167,6.48486561746987e-17,Cyth3,0.494
18,3.54640726535435e-24,3.10660951580415,0.593,0.103,3.98935353279711e-20,Stmn2,0.49
19,5.94876566877774e-23,2.46533287240332,0.932,0.469,6.69176650080808e-19,Itprid2,0.463
20,2.1753518257386e-19,2.69443167066455,0.61,0.151,2.44705326877335e-15,Nuak1,0.459
21,6.93919092275602e-16,2.29751745321049,0.763,0.31,7.80589586900824e-12,Cdk19,0.453
22,2.28699875817846e-15,1.9663181746826,0.763,0.31,2.57264490307495e-11,Smpdl3a,0.453
23,4.36161879938033e-14,1.65021173724544,0.763,0.31,4.90638498742294e-10,Olfml2a,0.453
24,2.43659934340772e-19,2.93487945308052,0.78,0.337,2.74093060139935e-15,Fbln5,0.443
25,3.87702786958412e-15,2.21225055200425,0.763,0.322,4.36126865049517e-11,Unc5b,0.441
