,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene,pct.1_pct.2
1,4.65211873565724e-51,2.49201570979424,0.891,0.245,5.23316836574083e-47,Htra3,0.646
2,1.58686539352997e-54,4.62139036424303,0.712,0.084,1.78506488118186e-50,Apod,0.628
3,3.47846115416697e-47,2.42195991445338,0.88,0.29,3.91292095232242e-43,Lrp8,0.59
4,1.91587808059156e-40,2.22152811501416,0.772,0.184,2.15517125285744e-36,Slc38a5,0.588
5,6.14318468753985e-48,3.76237503196255,0.674,0.095,6.91046845501357e-44,Chst1,0.579
6,5.15930075569903e-43,2.56718274919755,0.832,0.253,5.80369742008584e-39,Ttyh2,0.579
7,7.16453553256331e-44,3.65010225860286,0.647,0.092,8.05938602058047e-40,Adm,0.555
8,3.19219767229173e-38,2.33470469034459,0.788,0.24,3.59090316156097e-34,Megf6,0.548
9,2.25910240899281e-34,2.0598262850746,0.766,0.234,2.54126429987601e-30,Slc38a3,0.532
10,3.71133384134308e-40,3.21841608311144,0.63,0.1,4.17487943812683e-36,Prr5,0.53
11,1.75126349228572e-36,3.00999637807187,0.652,0.134,1.96999630247221e-32,Serpine1,0.518
12,3.38183510871629e-41,2.21714285132676,0.886,0.37,3.80422631379495e-37,Lxn,0.516
13,2.42361329965658e-40,3.33798871475595,0.783,0.27,2.72632260078369e-36,Apln,0.513
14,4.07100257992329e-36,2.44697252714814,0.766,0.253,4.57947080215571e-32,Vash1,0.513
15,4.90513157803066e-28,1.47701225093202,0.804,0.301,5.51778251212669e-24,Ptgfrn,0.503
16,4.63272482839825e-38,3.42555575556871,0.592,0.089,5.21135215946519e-34,Kit,0.503
17,1.87472253647994e-34,2.86581543888035,0.614,0.125,2.10887538128628e-30,Fam129a,0.489
18,1.85438620617435e-38,2.47997791605008,0.815,0.329,2.08599904332552e-34,Cd82,0.486
19,3.87908167388107e-24,1.500742060796,0.788,0.312,4.36357897494881e-20,Bok,0.476
20,1.49393771860115e-29,2.00636941125507,0.701,0.234,1.68053053965443e-25,Fhl3,0.467
21,3.15705041868644e-25,1.69934413901676,0.658,0.195,3.55136601598038e-21,Prnd,0.463
22,9.94866254727175e-30,2.50325437321301,0.592,0.134,1.1191250499426e-25,Ctsw,0.458
23,4.66511378226921e-31,2.99575630923921,0.582,0.125,5.24778649367463e-27,Itga4,0.457
24,2.42444019350115e-37,1.82433042291331,0.902,0.446,2.72725277366945e-33,Itga1,0.456
25,1.90516796051451e-31,3.16677094166478,0.56,0.111,2.14312343878277e-27,Ccdc141,0.449
26,3.78167011527552e-26,1.7893350015571,0.717,0.273,4.25400071267343e-22,Pcdh12,0.444
27,2.36188100223405e-30,1.31317322025367,0.946,0.504,2.65687993941308e-26,Slco2b1,0.442
28,2.20784588949559e-27,2.15331190215606,0.701,0.262,2.48360584109359e-23,Raph1,0.439
29,1.46061316115146e-25,1.80281465507192,0.69,0.251,1.64304374497928e-21,Ppard,0.439
30,1.21522555318959e-25,2.01374675403034,0.647,0.209,1.36700722478297e-21,Meox1,0.438
31,2.17925236371024e-32,3.46677841829522,0.516,0.078,2.45144098393765e-28,Mmp25,0.438
32,3.11294761838545e-29,2.60685130165729,0.554,0.117,3.5017547759218e-25,Ankrd37,0.437
33,4.24328117009715e-21,1.24138766881156,0.799,0.365,4.77326698824228e-17,Foxq1,0.434
34,1.02921055589715e-26,2.20921306775357,0.641,0.209,1.1577589543287e-22,Adora2a,0.432
35,7.89200234695791e-35,2.09165738424227,0.88,0.448,8.87771344009295e-31,Pde4b,0.432
36,2.33417793830271e-20,1.3499780319893,0.755,0.326,2.62571676279672e-16,Slc40a1,0.429
37,1.88341332918003e-28,2.62276961390916,0.516,0.089,2.11865165399462e-24,Zic3,0.427
38,1.92998732176375e-24,1.68522345134177,0.777,0.351,2.17104273825204e-20,Slc7a1,0.426
39,3.68299166506297e-23,1.34543657881207,0.821,0.398,4.14299732402933e-19,Tspan2,0.423
40,2.77833354696492e-24,1.8619795019199,0.69,0.273,3.12534740698083e-20,Gnb4,0.417
41,1.21497586249745e-25,2.2024378149608,0.625,0.209,1.36672634772339e-21,Ackr2,0.416
42,4.67939038085179e-25,1.69539094568681,0.745,0.329,5.26384623942018e-21,Nectin2,0.416
43,1.41522066822592e-31,3.90489953068711,0.473,0.058,1.59198172968734e-27,Rarres1,0.415
44,1.87433302673492e-29,4.32206309458537,0.5,0.086,2.10843722177411e-25,Angpt2,0.414
45,2.08847167376032e-21,1.40058419379853,0.815,0.404,2.34932178581298e-17,Rassf9,0.411
46,6.66196891093332e-27,2.19577270620974,0.674,0.265,7.49404882790889e-23,Dcbld1,0.409
47,8.94824429746406e-27,1.38435997043894,0.924,0.515,1.00658800102173e-22,Cdh2,0.409
48,6.01401742932982e-22,1.57400848363614,0.69,0.281,6.76516820625312e-18,Slc31a1,0.409
49,7.74357539600772e-26,2.55581323241068,0.516,0.109,8.71074796296909e-22,Angptl4,0.407
50,1.2459375947293e-47,2.19716287292013,0.962,0.557,1.40155520031099e-43,Prnp,0.405
51,2.30362055145942e-21,1.90315141920445,0.625,0.223,2.5913427583367e-17,Ccnd1,0.402
52,5.36186131870966e-18,1.21015193244165,0.799,0.401,6.0315577974165e-14,Pald1,0.398
53,2.58910096133322e-22,1.18211701281565,0.87,0.476,2.91247967140374e-18,Apcdd1,0.394
54,5.453900786874e-20,1.64901371315969,0.603,0.212,6.13509299515456e-16,Rassf2,0.391
