,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene,pct.1_pct.2
1,4.30440428129221e-84,6.26465979180261,0.969,0.023,4.84202437602561e-80,Birc5,0.946
2,4.95190973903245e-67,6.03725692031296,1,0.055,5.5704032654376e-63,Mki67,0.945
3,5.06004464004231e-79,6.23421867823847,0.969,0.029,5.69204421558359e-75,Anln,0.94
4,5.4978309018603e-76,5.45952269499482,0.969,0.031,6.18450998150265e-72,Tpx2,0.938
5,5.87880473501254e-67,6.16710448237993,0.969,0.049,6.6130674464156e-63,Ccna2,0.92
6,4.52113029539386e-75,7.5578944354121,0.938,0.031,5.08581946928856e-71,Top2a,0.907
7,5.21049335374958e-54,5.12172457887592,0.969,0.076,5.8612839736329e-50,Kif23,0.893
8,4.16124071742493e-85,7.07690667340836,0.906,0.016,4.6809796830313e-81,Kif11,0.89
9,1.01031704392394e-80,6.37569110419135,0.875,0.016,1.13650564271004e-76,Pimreg,0.859
10,2.99377247262568e-79,7.04157360029607,0.875,0.018,3.36769465445663e-75,Tk1,0.857
11,2.74639185724815e-54,4.69107635321194,0.906,0.055,3.08941620021845e-50,Mad2l1,0.851
12,2.44908046391085e-71,6.14013743477966,0.875,0.025,2.75497061385332e-67,Cdca3,0.85
13,4.09197231536531e-53,4.62372108541018,0.906,0.059,4.60305965755443e-49,Knstrn,0.847
14,4.53734586193407e-85,7.9668058318941,0.844,0.01,5.10406036008963e-81,Prc1,0.834
15,4.00758407143285e-84,6.4996798214668,0.844,0.01,4.50813132195481e-80,Ncapg,0.834
16,6.81081908414644e-80,6.90407007654614,0.844,0.014,7.66149038775633e-76,Iqgap3,0.83
17,8.80402911270868e-55,4.69461671091719,0.875,0.047,9.90365234888599e-51,Cip2a,0.828
18,1.01006173850111e-72,5.94826988045667,0.844,0.02,1.1362184496399e-68,Nuf2,0.824
19,1.73080542869565e-71,6.17551672219613,0.844,0.022,1.94698302673974e-67,Racgap1,0.822
20,4.58280422352038e-93,9.1469266004423,0.812,0.002,5.15519647103808e-89,Pbk,0.81
21,4.81585971829011e-60,5.77247319376293,0.844,0.037,5.41736059710455e-56,Ckap2,0.807
22,6.00617699515562e-40,4.27728740013036,0.906,0.102,6.75634850185055e-36,Smc2,0.804
