_MEMBER_hits,_LogP_hits,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,-2,GO:1901888,regulation of cell junction assembly,M1,1,0
1,-2.2,GO:0031023,microtubule organizing center organization,M1,1,0
1,-2.3,R-MMU-450531,Regulation of mRNA stability by proteins that bind AU-rich elements,M1,1,0
1,-3.6,R-MMU-418217,G beta:gamma signalling through PLC beta,M1,1,0
1,-3.4,R-MMU-202040,G-protein activation,M1,1,0
1,-2.7,mmu04710,Circadian rhythm - Mus musculus (house mouse),M1,1,0
1,-2.7,GO:0045843,negative regulation of striated muscle tissue development,M1,1,0
1,-2.1,GO:0006644,phospholipid metabolic process,M1,1,0
1,-2.5,GO:1901017,negative regulation of potassium ion transmembrane transporter activity,M1,1,0
1,-2.6,GO:1901862,negative regulation of muscle tissue development,M1,1,0
1,-5.6,GO:0006007,glucose catabolic process,M1,1,0
1,-3.5,WP1560,MicroRNAs in cardiomyocyte hypertrophy,M1,1,0
1,-2.4,GO:0030316,osteoclast differentiation,M1,1,0
1,-12,GO:0009583,detection of light stimulus,M1,1,0
1,-2.7,GO:0071378,cellular response to growth hormone stimulus,M1,1,0
1,-2.8,GO:0032436,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,M1,1,0
1,-3.8,GO:0016052,carbohydrate catabolic process,M1,1,0
1,-2.4,GO:0022898,regulation of transmembrane transporter activity,M1,1,0
1,-2.6,mmu04911,Insulin secretion - Mus musculus (house mouse),M1,1,0
1,-3,GO:0043254,regulation of protein-containing complex assembly,M1,1,0
1,-3.7,R-MMU-1483257,Phospholipid metabolism,M1,1,0
1,-2.4,mmu00010,Glycolysis / Gluconeogenesis - Mus musculus (house mouse),M1,1,0
1,-2.6,GO:0098657,import into cell,M1,1,0
1,-3.1,R-MMU-1296071,Potassium Channels,M1,1,0
1,-2.4,GO:0090083,regulation of inclusion body assembly,M1,1,0
1,-3,GO:0000226,microtubule cytoskeleton organization,M1,1,0
1,-2.6,GO:0048545,response to steroid hormone,M1,1,0
1,-2.5,mmu04921,Oxytocin signaling pathway - Mus musculus (house mouse),M1,1,0
1,-4.6,GO:0061615,glycolytic process through fructose-6-phosphate,M1,1,0
1,-3,mmu04926,Relaxin signaling pathway - Mus musculus (house mouse),M1,1,0
1,-3.5,R-MMU-400042,"Adrenaline,noradrenaline inhibits insulin secretion",M1,1,0
1,-2.3,GO:0019693,ribose phosphate metabolic process,M1,1,0
1,-2.3,GO:0098660,inorganic ion transmembrane transport,M1,1,0
1,-2.3,GO:1903052,positive regulation of proteolysis involved in protein catabolic process,M1,1,0
1,-4.1,GO:0072526,pyridine-containing compound catabolic process,M1,1,0
1,-5,GO:0009134,nucleoside diphosphate catabolic process,M1,1,0
1,-2.2,GO:1901136,carbohydrate derivative catabolic process,M1,1,0
1,-2.8,GO:0043266,regulation of potassium ion transport,M1,1,0
1,-2.5,mmu04912,GnRH signaling pathway - Mus musculus (house mouse),M1,1,0
1,-6.8,GO:0009416,response to light stimulus,M1,1,0
1,-2.4,GO:0006814,sodium ion transport,M1,1,0
1,-2.6,mmu05417,Lipid and atherosclerosis - Mus musculus (house mouse),M1,1,0
1,-3,GO:2000060,positive regulation of ubiquitin-dependent protein catabolic process,M1,1,0
1,-2.9,R-MMU-397795,G-protein beta:gamma signalling,M1,1,0
1,-3.2,GO:0009166,nucleotide catabolic process,M1,1,0
1,-2.6,GO:0098662,inorganic cation transmembrane transport,M1,1,0
1,-3.5,R-MMU-500657,Presynaptic function of Kainate receptors,M1,1,0
1,-3,GO:0016024,CDP-diacylglycerol biosynthetic process,M1,1,0
1,-2.1,GO:0032272,negative regulation of protein polymerization,M1,1,0
1,-2.3,GO:0031110,regulation of microtubule polymerization or depolymerization,M1,1,0
1,-2.8,R-MMU-5357905,Regulation of TNFR1 signaling,M1,1,0
1,-2.6,GO:0072657,protein localization to membrane,M1,1,0
1,-2.5,GO:0070252,actin-mediated cell contraction,M1,1,0
1,-3.4,GO:0051494,negative regulation of cytoskeleton organization,M1,1,0
1,-4.8,GO:0061620,glycolytic process through glucose-6-phosphate,M1,1,0
1,-3,WP157,Glycolysis and gluconeogenesis,M1,1,0
1,-5.2,GO:0046031,ADP metabolic process,M1,1,0
1,-2.4,GO:0009259,ribonucleotide metabolic process,M1,1,0
1,-4,GO:0009154,purine ribonucleotide catabolic process,M1,1,0
1,-9,GO:0001654,eye development,M1,1,0
1,-5.2,GO:0006735,NADH regeneration,M1,1,0
1,-3.7,GO:0035022,positive regulation of Rac protein signal transduction,M1,1,0
1,-2.1,GO:0006091,generation of precursor metabolites and energy,M1,1,0
1,-6.1,GO:0030522,intracellular receptor signaling pathway,M1,1,0
1,-6.8,GO:0060042,retina morphogenesis in camera-type eye,M1,1,0
1,-2.1,GO:0018107,peptidyl-threonine phosphorylation,M1,1,0
1,-2.5,R-MMU-8939211,ESR-mediated signaling,M1,1,0
1,-2.9,R-MMU-451326,Activation of kainate receptors upon glutamate binding,M1,1,0
1,-2.6,R-MMU-6814122,Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding,M1,1,0
1,-2.5,mmu04062,Chemokine signaling pathway - Mus musculus (house mouse),M1,1,0
1,-3.9,GO:1903546,protein localization to photoreceptor outer segment,M1,1,0
1,-2.1,GO:0045936,negative regulation of phosphate metabolic process,M1,1,0
1,-5.2,GO:0061718,glucose catabolic process to pyruvate,M1,1,0
