Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0030198,extracellular matrix organization,19_GO:0009987 cellular process,-4.4,6.4,6.1,21160,288,92,8,8.7,2.9,11977|12837|18073|57764|94214|99011|102058|240725,Atp7a|Col8a1|Nid1|Ntn4|Spock2|Pomt1|Exoc8|Sulf1,-0.64,hits
GO Biological Processes,19,GO:0045229,external encapsulating structure organization,19_GO:0009987 cellular process,-4.4,6.4,6.1,21160,289,92,8,8.7,2.9,11977|12837|18073|57764|94214|99011|102058|240725,Atp7a|Col8a1|Nid1|Ntn4|Spock2|Pomt1|Exoc8|Sulf1,-0.64,hits
GO Biological Processes,19,GO:0043062,extracellular structure organization,19_GO:0009987 cellular process,-4.4,6.3,6.1,21160,290,92,8,8.7,2.9,11977|12837|18073|57764|94214|99011|102058|240725,Atp7a|Col8a1|Nid1|Ntn4|Spock2|Pomt1|Exoc8|Sulf1,-0.64,hits
GO Biological Processes,19,GO:1903715,regulation of aerobic respiration,19_GO:0050789 regulation of biological process,-3.4,21,7.6,21160,33,92,3,3.3,1.9,11977|15925|68943,Atp7a|Ide|Pink1,0,hits
GO Biological Processes,19,GO:0072006,nephron development,19_GO:0032502 developmental process,-3.2,7.3,5.2,21160,158,92,5,5.4,2.4,16371|18073|23967|103468|240725,Irx1|Nid1|Osr1|Nup107|Sulf1,0,hits
GO Biological Processes,19,GO:0030111,regulation of Wnt signaling pathway,19_GO:0050896 response to stimulus,-3.2,4.8,4.6,21160,336,92,7,7.6,2.8,20729|21885|66787|219134|240725|319478|666048,Spin1|Tle1|Gskip|Shisa2|Sulf1|Cxxc4|Trabd2b,0,hits
GO Biological Processes,19,GO:0043467,regulation of generation of precursor metabolites and energy,19_GO:0050789 regulation of biological process,-3.1,6.8,5,21160,168,92,5,5.4,2.4,11977|15925|16337|68943|74747,Atp7a|Ide|Insr|Pink1|Ddit4,0,hits
GO Biological Processes,19,GO:0035137,hindlimb morphogenesis,19_GO:0032502 developmental process,-2.9,14,6.1,21160,49,92,3,3.3,1.9,11977|23967|235320,Atp7a|Osr1|Zbtb16,0,hits
GO Biological Processes,19,GO:0051216,cartilage development,19_GO:0032502 developmental process,-2.7,5.8,4.5,21160,200,92,5,5.4,2.4,11977|12168|23967|235320|240725,Atp7a|Bmpr2|Osr1|Zbtb16|Sulf1,0,hits
GO Biological Processes,19,GO:0043457,regulation of cellular respiration,19_GO:0050789 regulation of biological process,-2.7,12,5.5,21160,57,92,3,3.3,1.9,11977|15925|68943,Atp7a|Ide|Pink1,0,hits
