_MEMBER_hits,_LogP_hits,GO,Description,_PATTERN_,_RANK_,CHILD_GO_hits
1,-4.43186888542369,GO:0009987,cellular process,M1,1,GO:0030198 extracellular matrix organization
1,-3.403605462542669,GO:0050789,regulation of biological process,M1,1,GO:1903715 regulation of aerobic respiration
1,-3.197107259153611,GO:0032502,developmental process,M1,1,GO:0072006 nephron development
1,-3.1802859896577322,GO:0050896,response to stimulus,M1,1,GO:0030111 regulation of Wnt signaling pathway
1,-2.6505662624744053,GO:0051179,localization,M1,1,GO:0051170 import into nucleus
1,-2.4881341582823695,GO:0048518,positive regulation of biological process,M1,1,GO:0045778 positive regulation of ossification
1,-2.3845090014500077,GO:0048519,negative regulation of biological process,M1,1,GO:0010656 negative regulation of muscle cell apoptotic process
