GroupID,Category,Term,Description,LogP,Log(q-value),Genes,Symbols,InTerm_InList,Cluster
1_Summary,GO Biological Processes,GO:0050953,sensory perception of light stimulus,-19.09369408,-14.85,###############################################################################################################################################################################################################################################################,"Abca4,Cacnb2,Crx,Gnat1,Guca1a,Myo7a,Pde6b,Pde6g,Ppef2,Prph2,Rgs9,Rom1,Pdc,Rs1,Tulp1,Unc119,Grk1,Cacna1f,Whrn,Rdh12,Cnnm4,Guca1b,Impg2,Pcare,Rorb,Rgs9bp,Gucy2f,Gnb1,Gngt1,Lrp2,Sdc3,Gnb3,Cirbp,Fos,Pik3r1,Sgk1,Gpsm2,Map4k3,Egr1",39/-,Rp
2_Summary,GO Biological Processes,GO:0060041,retina development in camera-type eye,-11.58153328,-7.94,"11,481,117,891,295,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","Acvr2b,Apc,Crx,Fos,Gnat1,Gnb1,Hcn1,Mdm1,Nrl,Pde6b,Prom1,Prph2,Rom1,Rs1,Stat3,Tulp1,Grk1,Cacna1f,Arl6,Agtpbp1,Impg2,Rorb,Gngt1,Pcare,Fscn2,Ahr,Jun,Cited2,Ulk1,Map3k1,Fgf2,Myo7a,Esrrb,Ttc39c,Whrn",35/-,Rp
1_Summary,KEGG Pathway,mmu00190,Oxidative phosphorylation,-17.01913699,-12.775,"11984,12857,12859,12861,12864,12867,12868,22272,54405,57423,66046,66142,66152,66377,66414,66445,66594,67126,67184,68194,68197,68375,78330,108664,110323,407785,11429,20917,235339,18604,18746,66359,226757,11816,11820,12313,13001,14368,18174,19164,20168,21937,22143,23996,26442,56208,277468,11430,11674,15275,18655,21351,21881,26384,27357,13033,19211,20525,14828,15481,20867,14859,17295,22339,11773,14775,73916,18643,66734,110379,11931,11932,232975,12628,18102,15488,22139,52538,54325,68801,83603,69064,83965,15212,17434,27388,55980,13200,14426,20014,20442,56375,66357,107895,108148,140481,70544,14630,15519,30055,66092,67067,67811","Atp6v0c,Cox4i1,Cox5b,Cox6a1,Cox6c,Cox7c,Cox8a,Uqcrq,Ndufa1,Atp5mf,Ndufb5,Cox7b,Uqcr10,Ndufc1,Ndufa12,Cyc1,Uqcr11,Atp5f1e,Ndufa13,Ndufb4,Ndufc2,Ndufa8,Ndufv3,Atp6v1h,Cox6b1,Ndufs6,Aco2,Suclg2,Dlat,Pdk2,Pkm,Cox20,Wdr26,Apoe,App,Calm1,Csnk2b,Fzd6,Slc11a2,Psen1,Rtn3,Tnfrsf1a,Tuba1b,Psmc4,Psma5,Becn1,Slc39a12,Acox1,Aldoa,Hk1,Pgk1,Taldo1,Tkt,Gnpda1,Gyg1,Ctsd,Pten,Slc2a1,Hspa5,Hspa8,Stip1,Gsta3,Met,Vegfa,Ap2m1,Gpx1,Ift57,Pfn1,Map1lc3a,Sec13,Atp1b1,Atp1b2,Atp1a3,Cfh,Nme1,Hsd17b4,Ttr,Acaa2,Elovl1,Elovl5,Elovl4,Fuom,Enpp5,Hexb,Mocs2,Ptdss2,Impa1,Ddost,Galnt4,Rpn2,St3gal1,B4galt4,Ostc,Mgat5,Galnt2,Man2a2,Tmem242,Gclm,Hsp90aa1,Timm13,Ghitm,Romo1,Poldip2",103/-,RPE
2_Summary,GO Biological Processes,GO:0051651,maintenance of location in cell,-8.691199565,-5.845,"11,816,146,091,482,800,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","Apoe,Gja1,Hspa5,Hdac3,Hexb,Hk1,Pfn1,Psen1,Twf1,Tmsb4x,Sorl1,Tmed2,Lrat,Insig1,Ankrd13c,Fbn1,Flna,Chmp4b,Spcs3,Srp54b",20/-,RPE
1_Summary,GO Biological Processes,GO:0051493,regulation of cytoskeleton organization,-6.446109363,-2.571,"11465,12562,12576,12632,13169,13494,15182,15461,16202,17886,17926,18484,18596,18708,18709,18754,18763,18846,19062,20194,20356,20410,20740,20742,21803,26419,27360,30948,56430,66616,68041,68810,72042,76123,76441,76709,99889,100732,101497,102774,110380,208177,213556,225523,234094,234407,12015,12306,12461,12464,16000,16600,17281,22059,22241,22632,27354,69714,69807,74143,114874,230872,231225,232944,234776,245474,387524,14726,11607,12567,14567,15516,17540,18208,19091,19211,19280,20315,20655,20657,20928,60596,67605,75620,214063,233489,240672,242202,271457,320736,13844,13845,14694,24047,58799,64085,71436,74055,110829,208643,239250,399558,16911,20910,20977,68077,231580,327959","Actg1,Cdh5,Cdkn1b,Cfl2,Dbnl,Drg1,Hdac2,Hras,Ilk,Myh9,Myoc,Pam,Pdgfrb,Pik3r1,Pik3r2,Prkce,Pkd1,Plxna3,Inpp5k,S100a10,Sema5a,Sorbs3,Sptan1,Sptbn1,Tgfb1,Mapk8,Add3,Bin1,Clip1,Snx9,Mid1ip1,Nexn,Cotl1,Gpsm2,Daam2,Arpc2,Arfip1,Mapre3,Plekhg2,Bbs4,Shroom2,Phldb2,Plekhh2,Cep120,Arhgef10,Colgalt1,Bad,Anxa2,Cct2,Cct4,Igf1,Klf4,Fyco1,Trp53,Ulk1,Yy1,Nbn,Tfpt,Trim32,Opa1,Ddhd1,Crocc,Tapt1,Mark4,Atmin,Dkc1,Znrf2,Pdpn,Agtr1a,Cdk4,Gdi1,Hsp90ab1,Irag1,Ntn1,Prkg1,Pten,Ptprs,Cxcl12,Sod1,Sod3,Abcc9,Gucy1a1,Akt1s1,Kxd1,Dnajc16,Picalm,Dusp5,Pde5a,Rab5a,Vstm4,Ephb2,Ephb3,Rack1,Ccl19,Crbn,Clstn2,Flrt3,Plce1,Lims1,Eif4g1,Slitrk6,Flrt2,Lmo4,Stxbp1,Syp,Nop53,Gak,Xaf1",108/-,SC_F
2_Summary,Reactome Gene Sets,R-MMU-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",-6.412362742,-2.571,"11465,11671,12461,15516,16443,16449,16563,17886,17978,18708,18709,19053,19386,20619,20742,21873,22142,22143,27360,56389,56430,59009,64652,67037,69668,70827,75669,76709,77480,94190,98932,101497,106628,170791,192662,213498,219140,226849,227613,227937,233489,234094,238505,242202,319899,330177","Actg1,Aldh3a2,Cct2,Hsp90ab1,Itsn1,Jag1,Kif2a,Myh9,Ncoa2,Pik3r1,Pik3r2,Ppp2cb,Ranbp2,Snap23,Sptbn1,Tjp2,Tuba1a,Tuba1b,Add3,Stx5a,Clip1,Sh3rf1,Nisch,Pmf1,Ccdc115,Trak2,Pik3r4,Arpc2,Kidins220,Ophn1,Myl9,Plekhg2,Trip10,Rbm39,Arhgdia,Arhgef11,Spata13,Ppp2r5a,Tubb4b,Pkp4,Picalm,Arhgef10,Mtr,Pde5a,Dock6,Taok3",46/-,SC_F
1_Summary,GO Biological Processes,GO:0030335,positive regulation of cell migration,-11.97408156,-7.799,"11674,11852,12389,12822,13609,14268,14751,14756,16002,16011,16337,16367,17869,18479,18595,18606,19242,20130,20315,20347,20351,20848,22339,22352,26921,27226,66102,66922,67374,67916,68585,80837,83397,84004,109270,23828,12306,14367,14645,17304,18799,19876,21802,27279,53417,94352,230126,319504,11535,11816,93757,15902,21817,50768,18645,29815,54403,56747,74205","Aldoa,Rhob,Cav1,Col18a1,S1pr1,Fn1,Gpi1,Gpld1,Igf2,Igfbp5,Insr,Irs1,Myc,Pak1,Pdgfra,Enpp2,Ptn,Rras,Cxcl12,Sema3b,Sema4a,Stat3,Vegfa,Vim,Map4k4,Pla2g7,Cxcl16,Rras2,Jam2,Plpp3,Rtn4,Rhoj,Akap12,Mcam,Prr5,Popdc1,Anxa2,Fzd5,Glul,Mfge8,Plcd1,Robo1,Tgfa,Tnfrsf12a,Hif3a,Loxl2,Shb,Nrcam,Adm,Apoe,Immp2l,Id2,Tgm2,Dlc1,Pfn2,Bcar3,Slc4a4,Sez6l,Acsl3",59/-,Muller
2_Summary,GO Biological Processes,GO:0051960,regulation of nervous system development,-10.04214257,-6.497,"11816,12306,12677,14168,14268,14580,15902,17755,17869,18479,18606,19242,19266,19645,19876,20315,20351,20450,20539,20788,21817,22339,22352,27279,65945,67374,68585,77125,105827,216190,245450,11932,12389,14086,18007,18377,18645,26921,56455,73710,101490,216616,216739,234267,319504,12349,211770,230126,11829,20498,97998,16010,16011,20378,55942,66102,109270,14284,16002,16337,17967,20848,27360,11535,104099","Apoe,Anxa2,Vsx2,Fgf13,Fn1,Gfap,Id2,Map1b,Myc,Pak1,Enpp2,Ptn,Ptprd,Rb1,Robo1,Cxcl12,Sema4a,St8sia2,Slc7a5,Srebf2,Tgm2,Vegfa,Vim,Tnfrsf12a,Clstn1,Jam2,Rtn4,Il33,Amigo2,Appl2,Slitrk2,Atp1b2,Cav1,Fscn1,Neo1,Omg,Pfn2,Map4k4,Dynll1,Tubb2b,Inpp5f,Efemp1,Acsl6,Gpm6a,Nrcam,Car2,Trib1,Shb,Aqp4,Slc12a4,Deptor,Igfbp4,Igfbp5,Frzb,Sertad1,Cxcl16,Prr5,Fosl2,Igf2,Insr,Ncam1,Stat3,Add3,Adm,Itga9",65/-,Muller
