"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Ndufa4l2",7.64761565198378e-46,3.01677600482362,0.882,0.233,2.46482652463437e-41
"Adm",4.10177830455896e-28,4.00597015954657,0.544,0.047,1.32200314755935e-23
"Abca8a",3.01855380049274e-26,-0.526566049751486,0.911,0.991,9.7287988989881e-22
"Spc25",7.81327795116761e-25,-0.671524866991213,0.858,0.981,2.51821948366132e-20
"Aqp4",1.30534800034963e-24,-0.525386801993478,0.935,0.995,4.20713660512685e-20
"Folh1",4.13320638956702e-24,-1.00733944130816,0.651,0.935,1.33213241935745e-19
"Sfxn5",5.77709811963365e-24,-0.545676190810862,0.929,0.995,1.86195872395793e-19
"Glul",1.12908888640959e-23,-0.231648320567022,0.988,1,3.6390534808981e-19
"C4b",2.25964673723446e-23,3.00296095540681,0.568,0.107,7.28284143410666e-19
"Pfkp",1.0891003117096e-22,0.456784127014518,0.959,0.977,3.51017030464004e-18
"Rtn3",3.12845796488817e-22,-0.354550890276992,0.988,1,1.00830200208346e-17
"Olfm4",2.31808052708507e-21,-1.17277747403858,0.521,0.902,7.47117353879519e-17
"Tagln2",2.96491418716303e-21,1.69398981090383,0.757,0.33,9.55591842522644e-17
"Mrc2",5.74483252455461e-21,4.89042325984241,0.402,0.028,1.85155952266395e-16
"Anxa2",2.1724415329197e-20,3.67682210634445,0.438,0.047,7.0017790606002e-16
"Prr5",1.57109086431251e-19,-1.64070059672796,0.361,0.735,5.06362585567921e-15
"Msi1",1.73774582249812e-19,-0.398642278692867,0.941,0.981,5.60075478591145e-15
"S1pr1",1.85503447514856e-19,-0.775507513353822,0.757,0.967,5.9787761134038e-15
"Nxph4",1.91343921987301e-19,1.37401810111781,0.822,0.488,6.1670146056507e-15
"Loxl2",3.07159739205416e-19,2.23152267850911,0.615,0.205,9.89975839459057e-15
"Hsd17b2",3.17971461906669e-19,1.86201589871402,0.698,0.312,1.0248220217252e-14
"Rtn4",3.97410384162559e-19,-0.224343773696669,1,1,1.28085366815593e-14
"Htra1",9.3071568463387e-19,-0.440097556984478,0.923,0.981,2.99969665157496e-14
"Vegfa",9.92897744469477e-19,0.372409930625004,0.953,0.986,3.20010943042512e-14
"Dkk3",1.45360638050297e-18,-0.174962147201172,1,1,4.68497336436108e-14
"Mlc1",1.96450283739641e-18,-0.425664793396188,0.917,0.986,6.33159264492864e-14
"Apoe",3.49598155783908e-18,-0.192647903028942,1,1,1.12675485609153e-13
"Pygb",5.60236943322229e-18,-0.568646336389983,0.87,0.967,1.80564366832755e-13
"Plpp3",5.95847799638579e-18,-0.460190672201318,0.917,0.986,1.92041745823514e-13
"Prodh",6.44358261225015e-18,-0.798384938449654,0.757,0.926,2.07676667592822e-13
"Rlbp1",6.56096191334322e-18,-0.264084771728497,0.982,0.995,2.11459802467052e-13
"Fn1",6.58786117094547e-18,1.51142827520629,0.775,0.484,2.12326765539573e-13
"Kcnj10",1.31697386904348e-17,-0.519433647250718,0.876,0.991,4.24460677992714e-13
"Rcn2",1.60358972278596e-17,-0.487836224896949,0.917,0.986,5.16836967653915e-13
