gene,wt_signed_log_p,ko_signed_log_p
Bag4,0.367730097991802,0.00940335388400409
Akap6,0.363475556563775,-2.80556483232707
Epha8,0.360468678502991,-0.664575585378236
Mark4,0.35716321693551,-0.447067921028161
Eif2ak2,0.353656496210694,-1.75454942756385
Tns3,0.353197698576055,-0.564734489866478
Rad9a,0.35258484455751,-0.465413132333323
Nck1,0.349296281483695,-0.390477123451849
Sbno1,0.345337130451039,0.633291783215158
Sema4d,0.344315440689117,0.196163467202596
Atp6v0c,0.344163456089476,1.55059408343322
Eif2ak3,0.343355951052943,0.61607650144007
Rnf220,0.342533396033919,-0.642341029036334
Fabp5,0.338853087584025,-0.833586212074893
Extl3,0.336463330563761,-0.0756163732561318
Hax1,0.336243556198376,-0.126811225119711
Pdgfrb,0.333509813322259,0.453101058150095
Gpx1,0.3314903610231,0.0565909404605195
Mink1,0.330657752501912,-0.0198497415100768
Adgrv1,0.330278895612494,-0.878567642246164
Prdm15,0.329219500296837,-0.05690679939387
Sox4,0.329184008142198,-0.210362526742865
Sdcbp,0.325209213379478,-0.450217749749249
Gipc1,0.323694478640422,0.322538932791119
Tmem33,0.323354354066009,-0.0115089442498341
Map3k4,0.322192110207032,0.0114340589818342
Sec13,0.318269107549148,-0.28566403188969
Sct,0.314615806960021,-2.50240882034437
Ankrd6,0.314183467112032,-2.22025434062895
Dab2,0.31262569378731,-0.197115174509097
Ptpn1,0.308953139590663,0.526584504384651
F3,0.306842867269347,0.169288027200252
Traf6,0.303037547042384,0.652412698953634
C1qtnf1,0.297356932904663,0.127116473670239
Tpbg,0.296847669557059,-2.0767501155542
Rell2,0.296019040318461,-0.621822273170938
Cyp1b1,0.295321572993336,-0.28054501894955
Steap3,0.294136364536667,-0.102320157500871
Pebp1,0.293232859531947,0.848367797271296
Map3k11,0.29183819950202,0.123973996234391
Jak2,0.289372436836422,0.51344122100708
Tgfb1i1,0.286717239329526,-0.0265243341873892
Dgkd,0.284561331209991,0.0717260332862475
Snx5,0.282561551309469,-0.821458468886795
Trpm4,0.279077287180305,0.277615438856123
Hfe,0.278840835406555,0.539259513909818
Prr5l,0.277750734115636,0.513544008486567
Card9,0.276804410111024,-0.690689378965834
Map2k6,0.276024632825442,0.252757851731247
