gene,wt_signed_log_p,ko_signed_log_p
Fgf2,5.13812198653068,1.23402864476659
Unc13a,4.15763735618641,0.741830900369777
Edn2,4.00036143635983,1.56719869550757
Arrb1,3.65724484596812,1.50533511297396
Plekha4,3.51598838537388,0.3450744940264
Pomc,3.17323037771701,0.524932866451148
Vegfa,3.04197571029723,0.186017876393942
Neto2,2.9674476081073,0.0366352018939726
Sbno1,2.7467260254467,-0.913634562176408
Map3k1,2.72960059943636,1.03711502764442
Ide,2.40509006912462,0.479837268814885
Lurap1,2.33778392322916,-0.0212758400678015
Gadd45b,2.29390923086227,0.524932866451148
Smad4,2.28795339389183,-0.583094864880168
Pibf1,2.28408244624709,0.290876799444662
Ift88,2.20368886321632,0.586650065771326
Tedc1,2.15833968013502,-0.054368340874082
Insr,2.0677692199554,0.723340680814123
Gpnmb,2.05462028900894,0.337348952265081
Gab1,2.02738714925846,1.31463048127767
Jun,2.02212248372836,0.691452766849641
Tyro3,2.02076148746254,0.118018574543562
Snx5,2.01002761516688,0.336769527741803
Dvl1,1.99584185808383,0.08011071040057
Mif,1.99299429796842,0.0239047752433498
Ccdc134,1.94619180891193,0.553934237858004
Csnk1a1,1.93588039238377,0.464331407487272
Fabp5,1.88455482882582,-0.0760196625217429
Jund,1.87603514978529,0.765760593503888
Rela,1.85238642783895,0.115754001507652
Nampt,1.83649773731585,0.13496224020484
Pbxip1,1.82986414097537,0.617102911227819
Csnk2b,1.82800749108695,-0.900443069462336
Cdh13,1.79067261437393,0.347490552567471
Gipr,1.79067261437393,0.357735689185368
Dhx33,1.78698160501947,0.169365565241891
Ripk2,1.74203262365869,0.628137145631866
Prkra,1.70917883059918,-0.610149649785148
Rragd,1.66037562248165,0.764814265080579
Pla2g5,1.62857697948591,-1.04947056165645
Stat3,1.57979292451899,1.43574556887903
Rap1a,1.57717429013074,0.442718030756353
Htt,1.55510557559621,-0.754429570557941
Hip1r,1.5437830196334,0.69236910773234
Fn1,1.45038594035572,-0.0163754174391621
Prkcz,1.44372233902176,-0.590497128146621
Rbx1,1.41926439063755,0.604716203125248
Birc5,1.41824874747089,-0.952435991911767
Fgfr4,1.41824874747089,0
Gpc3,1.41824874747089,0.571043558505222
Nfam1,1.41824874747089,0
Scube1,1.41824874747089,-0.13613276213244
Kank1,1.41741318911416,-0.471383846569691
Arrdc3,1.40953851616388,0.888488769058511
Fam53b,1.40119455100902,-0.479436386037203
Jag1,1.36796483818261,-0.994086368473115
Stx1b,1.36197758802956,-0.139068639625842
Foxp1,1.35850596261523,0.829530685497625
Shq1,1.3541940093383,0.333575934079697
Apaf1,1.35317192429741,-0.102359191340975
Cd24a,1.34460030345979,1.13018292685311
Drd4,1.33812057563735,-1.27703776093831
Asxl1,1.33463971654798,0.131037537714037
Dvl2,1.33273914923247,1.14260095993418
Gpr37,1.32068836341019,0.742810557337335
Map3k4,1.30677935681682,0.527706162915269
Ctsc,1.30243958267337,0.746487562218216
Hpx,1.30243958267337,0.563224273395094
Bmpr1a,1.30206269983171,-0.0119902862453185
Cd63,1.29910317532854,1.10135372274352
C1qtnf4,1.28298994961785,-0.463320913962882
Tial1,1.25801263153329,-0.380345473160264
Irf7,1.25326943667019,0.410732700544526
Ube2b,1.22563553680189,0.0606852296248575
Sulf2,1.22316276603391,-0.245439958727599
Zfp622,1.22213894297245,0.458522190202699
Akt3,1.21848126010297,0.384930347785365
Fbxl15,1.21719638014375,0.39301098477822
Ccn4,1.21014032868773,-0.570655255015609
Itgb1,1.20693756139922,1.83465584831825
Shc1,1.19900405320784,0.349908349433568
Ago3,1.19340841908413,0.116505572786329
Ddit3,1.16244719610073,0.566112728749579
Casp2,1.15684384412744,0.442237129646661
Mapk8,1.14370421055206,0.303166324620659
Glipr2,1.1349952660364,0.905954658107696
Dvl3,1.13413239579916,0.080770356957398
Ezh2,1.13110069259275,2.54933625549024
Nr1h3,1.12277412063527,-0.574593696113239
Rasgrf1,1.12277412063527,-0.574593696113239
Parp1,1.11834517300144,0.690552364983899
C3,1.11061581839174,0.56002755580435
Nupr1,1.11061581839174,-0.0640395024819645
Sos1,1.10878341962814,-0.477571755178691
Stard10,1.09901585277479,0.485545539472477
Fnip2,1.09808345282653,-0.402941683390958
Atr,1.08679710862595,1.60002157231623
Tnfsf12,1.08258633806785,-1.34958091601606
Vav2,1.07608532652519,0.219901946643758
Nelfe,1.07032102032516,0.492877037946383
Trim3,1.05280878781819,-0.525153992424563
Prkn,1.05140735118334,-0.188063561568628
Cenpj,1.04760257716405,0.0118722412401868
Adipoq,1.03471163859858,-0.054368340874082
Card11,1.03471163859858,-0.574593696113239
Card14,1.03471163859858,0.41435185625607
Cd14,1.03471163859858,-0.366397777113335
Cmtm3,1.03471163859858,0.41435185625607
Csf1r,1.03471163859858,0
Cyba,1.03471163859858,0.154464139726595
Erbb3,1.03471163859858,0.41435185625607
F11r,1.03471163859858,-0.574593696113239
Fgf5,1.03471163859858,-0.574593696113239
Fzd7,1.03471163859858,-0.054368340874082
Gdf6,1.03471163859858,0
Gen1,1.03471163859858,-0.378405141704754
Hpse,1.03471163859858,0.41435185625607
Il1a,1.03471163859858,0
Kit,1.03471163859858,-0.0640395024819645
Npr1,1.03471163859858,0.41435185625607
Pdgfb,1.03471163859858,0
Pros1,1.03471163859858,0.41435185625607
Tgfb1i1,1.03471163859858,-0.574593696113239
Tgm2,1.03471163859858,0.671943349140498
Ticam2,1.03471163859858,0
Zc3h12a,1.03471163859858,0
Rab34,1.03145518635155,0.89876843634923
Ppp2r3a,1.02532733973157,0.0642303389801694
Med1,1.0191335156937,0.416597664559809
Map4k2,1.01438817080916,-0.131480490506322
Rxra,1.01220776158322,-0.134522560114146
Cdon,1.00797410540625,-0.443285158956762
Armc9,1.00599374712708,0.13496224020484
Ptbp1,0.994459923669942,0.277795887821886
Pim1,0.99426996387189,0
Dbn1,0.988016061753809,0.132625285075438
Paqr3,0.980345221675818,-0.0479758769454672
Trim62,0.971135235752378,0.202722247474549
Notch1,0.966687082966786,0.266931928605131
Atf3,0.964570772218832,1.01323487532801
Ppp3cc,0.959086253172489,-0.400303826352383
Tpd52l1,0.958114410074459,1.13018292685311
Tmem132a,0.943096366372001,0.233740759043829
Fzd8,0.938597703705087,1.56719869550757
Tradd,0.938597703705087,0.0708087080529825
Grin2b,0.93704361411137,0.706641770121599
Golph3,0.935736219398797,-1.55355800377623
Uchl5,0.935507227232761,-0.16282212030172
Ntrk3,0.930892302470796,0.266931928605131
Ppp2r5b,0.91664257590398,-0.163512621471981
Irak1bp1,0.908395767211758,-0.233233512648341
Cth,0.907845378730122,-0.567636159374665
Braf,0.896953860650979,2.2386313795461
Nepro,0.894975809479841,-0.0399403479439058
Meis3,0.89477252492682,-0.145033069169959
Tmem33,0.882666632820895,0.912704314432319
Cherp,0.879949975167196,0.0321324204100326
Plxnb1,0.878556347176849,-0.0413396634793694
Rasd2,0.877772862127311,0.773258376578187
Ralb,0.866053753480826,-0.00646701043248411
Cul3,0.847421235722054,0.116978325663621
Rictor,0.837704449251306,0.0446218526350334
Gas8,0.820274218027925,0.111006104158049
Rad9a,0.812385852431312,-0.131635109473016
Tedc2,0.808325317355274,-0.574182456372108
Pik3r1,0.807266913085611,-0.597647369867279
Pde8b,0.805348728873434,-0.10562092517182
Tbc1d24,0.804088070954978,-0.0866028109918432
Lamtor1,0.802918550930238,-0.326678413865458
Grm2,0.791514204577517,0.41435185625607
Scel,0.791514204577517,-0.574593696113239
Prpf4b,0.788780167865737,-0.473803234267425
Trp53,0.787901807527734,-0.255587740399149
Gpr3,0.779994566859991,0
Pcsk5,0.779994566859991,-0.321588491819381
Usp34,0.778971346044436,0.410665716933992
Fgf1,0.768550155742126,-1.64424633922418
Fgf18,0.768550155742126,-0.378405141704754
Igtp,0.768550155742126,-0.333013272693774
Kif7,0.768550155742126,1.13018292685311
Rasgef1a,0.768550155742126,-0.330548545720273
Gadd45a,0.76727690809704,-0.627455340411639
Pebp1,0.763216658743998,-0.283804196942094
Huwe1,0.760974023618131,0.251036848166957
Ryk,0.758897144522371,-1.08848809979591
Ube3a,0.746436708966372,1.08036803368461
Flna,0.746233989031274,-0.0653522675132437
Ptp4a3,0.743614967871786,-0.623212692514488
Sos2,0.738489869643487,0.0250038803293006
Rell1,0.73475671306665,-0.567636159374665
Ptpn1,0.73038622322461,0.911619172656861
Pde6g,0.72979887282041,-0.57959856686542
Tfrc,0.729295099797873,-0.171596309119653
Sod1,0.728970604513497,0.479209166256448
Eif2ak3,0.721592285072495,0.20392010512596
Gnai2,0.710571709773614,0.696861952838181
Ppp2r1b,0.71036094568357,-0.872906194732254
Pld2,0.706908931721764,0.250317193016077
Mllt3,0.70552486631614,0.624101546149391
Ptpn22,0.698378750689389,0.905954658107696
Srpx,0.696765754099422,-0.0151037265625442
Ncoa3,0.690105540648292,0.689316745567483
Ambra1,0.688643782685813,0.674673637406047
Lamtor3,0.686871091989744,-0.065274932996406
Dcn,0.683560928641231,-0.216886852820072
Rnf111,0.681527632262904,-0.201571712124893
Adra2a,0.680491699176702,-0.0903193869299301
Incenp,0.679563180856887,0.0641282213578683
Apoe,0.675571471993107,-0.344848648743096
Tgfa,0.668093437294983,-0.13613276213244
Stra6,0.666259839809425,-0.330548545720273
Fermt2,0.658443185420356,1.07979800172403
Pak1,0.656099061112728,-0.164317091638602
Ppp3ca,0.65576765478572,-0.032984720377174
Ppp3r1,0.655730675114254,0.22596873826953
Pdcd10,0.654975881800441,-0.450333127509458
Egf,0.652778209660086,0.174120102139442
Agrn,0.652696514429022,0.218290663090163
Tpr,0.651425818442642,-0.0278749014200633
Gsk3b,0.648142198202508,0.577224265204549
Map2k7,0.642103190099471,1.01653915604304
Mapkbp1,0.639392458997928,0.136594520723964
Rnf146,0.637099569655864,0.2369732051245
Trpm4,0.632023424923123,0.0130522760876721
Adgrg1,0.622694390730234,0.41435185625607
Alkal2,0.622694390730234,0
Alox12b,0.622694390730234,0
Arhgef3,0.622694390730234,-0.366397777113335
Bub1,0.622694390730234,0
C1qtnf2,0.622694390730234,-0.574593696113239
Card9,0.622694390730234,0
Ccbe1,0.622694390730234,0
Cd74,0.622694390730234,0.41435185625607
Cdh5,0.622694390730234,0
Csf1,0.622694390730234,0.0836208641482335
Csf3,0.622694390730234,0
Cspg4,0.622694390730234,0
Cyp27b1,0.622694390730234,0.905954658107696
Drd5,0.622694390730234,0
Edn1,0.622694390730234,0
Edn3,0.622694390730234,0
Efna1,0.622694390730234,0
Erfe,0.622694390730234,0
F2rl1,0.622694390730234,0
F3,0.622694390730234,-0.0640395024819645
Fas,0.622694390730234,0
Fasl,0.622694390730234,-0.0640395024819645
Fgf23,0.622694390730234,0.41435185625607
Foxd1,0.622694390730234,0
Gpbar1,0.622694390730234,0
Gpc5,0.622694390730234,0
Gpr4,0.622694390730234,0
Grin2d,0.622694390730234,-0.0640395024819645
Grm1,0.622694390730234,0
Gsx2,0.622694390730234,0
Hgf,0.622694390730234,-0.574593696113239
Igfbp3,0.622694390730234,0.41435185625607
Ighm,0.622694390730234,0.41435185625607
Itgal,0.622694390730234,0
Lama1,0.622694390730234,0.671943349140498
Lbp,0.622694390730234,0
Lrg1,0.622694390730234,0
Lyn,0.622694390730234,0
Mesp1,0.622694390730234,0
Mst1r,0.622694390730234,0.41435185625607
Nox1,0.622694390730234,0
Oprk1,0.622694390730234,0
Osm,0.622694390730234,0
Peg12,0.622694390730234,-0.054368340874082
Pik3cg,0.622694390730234,-0.0640395024819645
Pik3r6,0.622694390730234,0
Prrx2,0.622694390730234,0
Ptgdr2,0.622694390730234,0
Ptgis,0.622694390730234,-0.0640395024819645
Rnf183,0.622694390730234,-1.01339437745718
Rtn4r,0.622694390730234,-0.054368340874082
Scube2,0.622694390730234,0.368084685934248
Sfrp4,0.622694390730234,0
Sh3rf2,0.622694390730234,0
Siglec1,0.622694390730234,0
Slc2a4,0.622694390730234,0
Sox11,0.622694390730234,0.41435185625607
Srms,0.622694390730234,-0.952435991911767
Synpo2l,0.622694390730234,-0.574593696113239
Tbx1,0.622694390730234,-0.574593696113239
Tek,0.622694390730234,-0.054368340874082
Tnfaip8l3,0.622694390730234,0
Ucn,0.622694390730234,0
Vsir,0.622694390730234,-0.952435991911767
Wnt10b,0.622694390730234,0
Wnt4,0.622694390730234,0.41435185625607
Wnt5b,0.621672773500941,-0.0397262311363782
Fxr1,0.615532330783925,0.212457151787965
Ppia,0.614375490298775,-0.22313192770072
Map3k13,0.6134898610904,0.242408581709344
Net1,0.611733803154463,-0.406025833921223
Vtn,0.607819193057256,-1.29239094537398
Sirt1,0.605180702066451,0.0875350156600701
Pdgfa,0.603232234345455,-0.254634296626782
Mapk9,0.602919514104133,-0.721520855674982
Stk11,0.598579411684434,0.445379125012583
Slc39a10,0.595984745247186,0.00926265172965018
Dlg4,0.587417023831434,-0.463033852940136
Ddx3x,0.58449986408209,0.11339697340697
Map2k4,0.581986326138474,0.445585050802658
Tab1,0.565552754291519,-0.478699092226108
Raf1,0.564778684793938,-0.029904584293705
Rxrb,0.558644296302501,0.0389616702488668
Gskip,0.558037011788156,0.29773261568304
Rc3h1,0.54541360455659,-0.292902788376369
Gria1,0.540839825837267,-0.204847134058363
Notch2,0.540481837696022,0.375947146213144
Grb10,0.539890045752553,-1.20569154262421
Dynlt1c,0.532033220293054,1.64426777316801
Map3k7,0.531044572367581,1.33225457445307
Jrk,0.529125107397591,-0.184597190082334
Rb1cc1,0.522995177499945,0.612084555496704
Ing5,0.522543292686214,0.955584361008563
Sdcbp,0.522313010629581,-0.206838768178913
Dync1li1,0.517598820442588,0.708712091196352
Flot2,0.517032803908228,0.255904057594214
Lats1,0.516215861968488,0.354710760247529
Sox4,0.51069144066106,0.366909411928218
Eef1e1,0.510395564388956,-0.583020816970005
Bmp2k,0.507899617796525,0.192031592890223
Atf6,0.507486741571543,-0.156090358016213
Igf1r,0.500479530082478,1.31244574634435
Numa1,0.500442697222253,0.274335794309121
Hsp90ab1,0.499080800273581,-0.316349829734855
Rtkn2,0.497888100641687,-0.254280492816379
Siah1b,0.493689956947227,0.4820623630639
Lamtor5,0.492239969880495,-0.0721327787512361
Cpne1,0.491640615229979,0.976357542571149
Cdk10,0.488018203730137,-1.39725096985766
Bcl10,0.486652237041157,-1.12907847178361
Dstyk,0.478932722440256,0.409094622948036
Zdhhc9,0.4769950784008,0.160407696181953
Prxl2c,0.476330142317187,-0.52303370364754
Tespa1,0.475004581659059,0.273441326613708
Traf4,0.473721076356403,-0.713670447585249
Sorbs3,0.471322577686703,0.347490552567471
Wwox,0.46574652964679,0.533756316763279
Flt1,0.465709896263297,-0.00469523136428785
Klhdc10,0.461224140171203,-0.13780633709684
Vegfb,0.46121814414044,-0.0572063533387849
F2,0.460357157528042,0.346800480500029
Afdn,0.460143944229852,-0.33186878260888
Col1a1,0.459301796802226,-0.00513985278477635
Pla2r1,0.458294972053596,-1.21470879161009
Adam8,0.455089076542523,1.01587865870268
Tnfaip3,0.451788870469167,-0.964580146657267
Fadd,0.445069718677894,-0.0263064676445776
Nle1,0.443444479352603,-1.36895901704515
Fnip1,0.440752661803887,0.714467925843423
Cavin3,0.439349648522777,-0.952435991911767
Lpar2,0.439349648522777,0.0836208641482335
Met,0.439349648522777,0
S100a8,0.439349648522777,0.671943349140498
Sh3rf3,0.439349648522777,-0.378405141704754
Wwc1,0.439349648522777,0.671943349140498
Neu3,0.438645555033927,-0.27327551482408
Akap12,0.437307446089024,-0.339591710235317
Lsm14a,0.436704325079623,0.30188411028028
Fer,0.436678153758905,-0.0970212237071405
Amer1,0.435690599244031,0.42084207791968
Tmem198,0.435502587951378,-0.368418832356836
Jak3,0.434703236852555,1.13018292685311
Slc30a10,0.434703236852555,-0.0395949282211175
Cntn2,0.433597829850239,-0.13613276213244
Trim39,0.433061313943911,-0.0325554712372681
Ppm1b,0.43155421491262,-0.947372163437267
Cdh3,0.428977844979528,0
Evc,0.428977844979528,0.671943349140498
Grem1,0.428977844979528,0.671943349140498
Knl1,0.428977844979528,-0.378405141704754
Lamb2,0.428977844979528,0.671943349140498
Map4k1,0.428977844979528,-0.209671020909046
Pdgfrb,0.428977844979528,0.671943349140498
Plscr1,0.428977844979528,0.671943349140498
Rsad2,0.428977844979528,0
Slc15a3,0.428977844979528,0
Bok,0.428599651707628,-0.333013272693774
Tirap,0.42673504909202,0.784844333807851
Fgfr1,0.426185509035141,0.893975916287767
Phb2,0.421175244475822,0.776908838471763
Tgfbr2,0.4186993900321,0
Tnfrsf12a,0.4186993900321,1.34974583862683
Trim38,0.4186993900321,0.075907006449974
Adra1b,0.415181324648636,-0.339591710235317
Smo,0.415181324648636,0.709280133110623
Eif2ak2,0.413132808858084,0.0289326915836349
Ksr1,0.409476980450967,-0.0538711917956648
Apela,0.407252899445134,-0.0903193869299301
Rgs4,0.407252899445134,0
Sfrp1,0.407252899445134,0.671943349140498
Lims1,0.405996329823876,-0.308894247033473
Adamts3,0.404277292539101,-0.501917817446597
Zdhhc1,0.402429992330477,-0.0431375158338059
Hyal2,0.400966511838241,-0.0163754174391621
Adgra2,0.399380957699123,-0.0903193869299301
Smad2,0.397145180884495,-0.582976565626832
Crbn,0.395011872235577,0.747389966528603
Nfkb1,0.394251714994093,0.131235974187107
Ssh1,0.392438233088346,-1.22952243977342
Ankrd1,0.387206094084837,0
Aspm,0.387206094084837,0
Bmp6,0.387206094084837,-0.574593696113239
Ccn3,0.387206094084837,0
Cd300lf,0.387206094084837,0.41435185625607
Chp2,0.387206094084837,0.145235492524159
Erbb2,0.387206094084837,0
Il10rb,0.387206094084837,0.145235492524159
Il1b,0.387206094084837,0
Lamb1,0.387206094084837,0.41435185625607
Lck,0.387206094084837,-0.574593696113239
Loxl3,0.387206094084837,-0.574593696113239
Mertk,0.387206094084837,-0.0903193869299301
Mn1,0.387206094084837,0
Myc,0.387206094084837,-0.574593696113239
Nek10,0.387206094084837,0
Nlrp3,0.387206094084837,0
Nr1h4,0.387206094084837,0
Pde5a,0.387206094084837,0.41435185625607
Sall1,0.387206094084837,0
Sct,0.387206094084837,0.671943349140498
Tgfb1,0.387206094084837,0.41435185625607
Trim5,0.387206094084837,-0.574593696113239
Angpt1,0.383806042911833,-0.054368340874082
Cav2,0.379843161345121,-0.848237327973143
Drd2,0.378272084858283,0.00477260370526209
Atat1,0.378217288497377,0.390430880364759
Akt2,0.377302569073104,0.0869837026642353
Eif2a,0.377169048106455,-0.0673208943441322
Drd1,0.37680592289183,0.941311921049614
Bnip2,0.373564353613907,-0.594508476651411
Neo1,0.373468579647898,0.793710873738808
Plagl2,0.371886096645001,-0.187787681219309
Bax,0.371463621712875,0.357000318508613
Nacc2,0.369044237622603,-2.19102993054953
Pak2,0.368186481071605,-0.520870343933493
Zranb1,0.367920339728439,0.325385422915707
Lamtor2,0.363808628993659,2.33541916296222
Mul1,0.356954028832602,-0.0102826240959005
Traf6,0.354931575210189,0.249288808737321
Wnt5a,0.353869141203936,0.375773207352875
Gas1,0.353013192934118,0.249543420069573
Zdhhc5,0.352067078022573,-1.04789748334431
Irak1,0.349778048528991,0.745475819997051
Cd81,0.34626472403173,0.119423370057779
Map4k4,0.340705678064349,0.971026860580574
Gsk3a,0.33809150537512,0.312211353458063
Adam17,0.337715280080163,-0.0827673743406335
Rac1,0.336692893173829,0.120546090753563
Zeb2,0.331011435916442,-0.391281090837353
Flcn,0.328816235115758,-0.419792410721227
Ppard,0.328505276263294,-0.567833040527846
