p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,pct.1_pct.2,pct_method_1
0,6.26505982743047,0.987,0.048,0,c2,Col3a1,0.939,0.926793
0,5.58360397040176,0.983,0.051,0,c2,Bgn,0.932,0.916156
0,7.88849254339033,0.962,0.01,0,c2,Lama2,0.952,0.915824
0,5.41083862316476,0.994,0.08,0,c2,Col1a2,0.914,0.908516
0,4.45003196045094,0.99,0.074,0,c2,Ahnak,0.916,0.90684
0,6.97217651803514,0.958,0.015,0,c2,Ccdc80,0.943,0.903394
0,5.51766573402323,0.964,0.03,0,c2,Nid1,0.934,0.900376
0,5.80526328688113,0.969,0.046,0,c2,Gsn,0.923,0.894387
0,6.23235598839217,0.96,0.031,0,c2,Col5a1,0.929,0.89184
0,4.93069830941875,0.971,0.056,0,c2,Axl,0.915,0.888465
0,6.8619311333015,0.954,0.024,0,c2,Serping1,0.93,0.88722
0,5.05825754505034,0.964,0.045,0,c2,Cavin1,0.919,0.885916
0,6.0779406754933,0.95,0.027,0,c2,Mxra8,0.923,0.87685
0,4.218843122572,0.975,0.081,0,c2,Lmna,0.894,0.87165
0,5.81063459809408,0.958,0.051,0,c2,Mgp,0.907,0.868906
0,5.53808180218788,0.952,0.041,0,c2,Rcn3,0.911,0.867272
0,6.7709955937772,0.937,0.014,0,c2,Foxc1,0.923,0.864851
0,4.46708510602399,0.964,0.073,0,c2,Antxr1,0.891,0.858924
0,6.86386555505153,0.933,0.019,0,c2,Col6a2,0.914,0.852762
0,4.58984948404385,0.948,0.05,0,c2,Hspg2,0.898,0.851304
0,3.62842502655453,0.975,0.104,0,c2,Mmp14,0.871,0.849225
0,4.80518336631013,0.967,0.091,0,c2,Igfbp4,0.876,0.847092
0,3.96951366324253,0.965,0.089,0,c2,Txnip,0.876,0.84534
0,5.88827506749761,0.931,0.024,0,c2,Ddr2,0.907,0.844417
0,6.30422141953323,0.929,0.021,0,c2,Rarres2,0.908,0.843532
0,3.54196338694729,0.985,0.129,0,c2,Ifitm2,0.856,0.84316
0,5.50556168911877,0.935,0.039,0,c2,Pdgfrb,0.896,0.83776
0,4.12949671312095,0.948,0.065,0,c2,Tgfbr2,0.883,0.837084
0,6.56212071781522,0.923,0.018,0,c2,Col5a2,0.905,0.835315
0,3.96532075096615,0.962,0.094,0,c2,S100a11,0.868,0.835016
0,5.97392480669851,0.925,0.026,0,c2,Ltbp4,0.899,0.831575
0,3.59921494598188,0.992,0.154,0,c2,Fstl1,0.838,0.831296
0,4.7336127562569,0.952,0.08,0,c2,Serpine2,0.872,0.830144
