p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,pct.1_pct.2,pct_method_1
0,5.86534519670161,0.99,0.049,0,c5,Pde6c,0.941,0.93159
0,5.5331363606586,0.995,0.073,0,c5,Arr3,0.922,0.91739
0,5.27551069906982,0.985,0.064,0,c5,Gnat2,0.921,0.907185
0,5.41168311154314,0.975,0.046,0,c5,Cngb3,0.929,0.905775
0,4.91084336476858,0.96,0.048,0,c5,Slc24a4,0.912,0.87552
0,6.30736951519472,0.924,0.022,0,c5,Slc24a2,0.902,0.833448
0,4.08258749990686,0.96,0.098,0,c5,Nrcam,0.862,0.82752
0,7.12695880209853,0.909,0.013,0,c5,Otop3,0.896,0.814464
0,5.80003392187137,0.914,0.031,0,c5,Adrb1,0.883,0.807062
0,4.14546732160808,0.929,0.102,0,c5,Gngt2,0.827,0.768283
0,5.54749428772467,0.914,0.075,0,c5,Opn1mw,0.839,0.766846
0,4.18034075312655,0.909,0.081,0,c5,Parvb,0.828,0.752652
0,4.73593356995118,0.884,0.047,0,c5,Tafa3,0.837,0.739908
0,4.44016902493295,0.899,0.078,0,c5,Gckr,0.821,0.738079
0,5.40559892349913,0.864,0.043,0,c5,Kcne2,0.821,0.709344
0,7.95899316796911,0.843,0.006,0,c5,Cnga3,0.837,0.705591
0,3.83159153564125,0.874,0.068,0,c5,Sphkap,0.806,0.704444
0,4.06295458238995,0.869,0.075,0,c5,Lrfn2,0.794,0.689986
0,6.15101374978465,0.813,0.021,0,c5,Pde6h,0.792,0.643896
0,5.67301535723732,0.788,0.022,0,c5,Cckbr,0.766,0.603608
0,6.06843688344973,0.773,0.023,0,c5,Nptx1,0.75,0.57975
0,4.68920292084791,0.778,0.049,0,c5,Gulo,0.729,0.567162
0,6.94769571744367,0.747,0.009,0,c5,Gpat3,0.738,0.551286
0,4.20312910560371,0.768,0.063,0,c5,Susd4,0.705,0.54144
0,3.95342191216621,0.758,0.05,0,c5,Shisal1,0.708,0.536664
0,4.79019638647492,0.753,0.045,0,c5,Osbpl3,0.708,0.533124
0,4.29440590931397,0.758,0.063,0,c5,Casp7,0.695,0.52681
0,5.71730298910305,0.727,0.025,0,c5,Mapk4,0.702,0.510354
0,4.84967932447391,0.712,0.031,0,c5,Cdh18,0.681,0.484872
0,4.32146758739138,0.697,0.04,0,c5,Asic4,0.657,0.457929
0,4.2162723536641,0.697,0.047,0,c5,Fam78a,0.65,0.45305
0,5.51974532081617,0.657,0.019,0,c5,Parvg,0.638,0.419166
0,5.4281070226652,0.646,0.021,0,c5,Nptx2,0.625,0.40375
0,4.4135834071084,0.641,0.044,0,c5,Dll1,0.597,0.382677
0,4.78755339741864,0.631,0.027,0,c5,Prmt8,0.604,0.381124
0,5.67171647192024,0.616,0.017,0,c5,Fzd10,0.599,0.368984
0,5.70622180682174,0.616,0.02,0,c5,Cit,0.596,0.367136
0,5.64772018502591,0.596,0.017,0,c5,Ppm1j,0.579,0.345084
0,4.8807448218417,0.596,0.021,0,c5,Lgr5,0.575,0.3427
0,8.17635879370134,0.566,0.003,0,c5,Il9r,0.563,0.318658
0,4.81229504220001,0.561,0.025,0,c5,Sgpp2,0.536,0.300696
0,5.85678585226995,0.485,0.01,0,c5,Rxrg,0.475,0.230375
0,5.27190827816444,0.485,0.013,0,c5,Sall3,0.472,0.22892
0,5.4859068360828,0.475,0.012,0,c5,Klhl4,0.463,0.219925
0,5.65175719088945,0.399,0.01,0,c5,Hcrtr1,0.389,0.155211
0,5.71668967557703,0.394,0.008,0,c5,Moxd1,0.386,0.152084
0,8.05191217822767,0.364,0.001,0,c5,Plcz1,0.363,0.132132
0,6.11787583783642,0.354,0.009,0,c5,Syndig1l,0.345,0.12213
0,6.05576459072233,0.343,0.006,0,c5,Chrna3,0.337,0.115591
0,7.63782357060436,0.328,0.002,0,c5,Wdr95,0.326,0.106928
0,7.55243940025002,0.283,0.002,0,c5,Kcng1,0.281,0.079523
4.27630573249892e-276,3.87071551416894,0.833,0.094,1.3782533375844e-271,c5,Epb41l1,0.739,0.615587
3.96008251148724e-274,4.33465738661653,0.354,0.013,1.27633459345234e-269,c5,Spint1,0.341,0.120714
4.83641366542655e-266,3.8165434965578,0.904,0.124,1.55877612436698e-261,c5,Acbd6,0.78,0.70512
1.96095953754127e-265,3.65284098080717,0.823,0.092,6.32017258949551e-261,c5,Map6,0.731,0.601613
6.47938311206202e-258,3.6212827161591,0.965,0.155,2.08830517701759e-253,c5,Slc8a3,0.81,0.78165
1.1227768010302e-248,5.12734675228634,0.283,0.009,3.61870962972034e-244,c5,Clca1,0.274,0.077542
7.88679465050404e-248,3.68281021338183,0.702,0.067,2.54191391585745e-243,c5,Tbc1d2,0.635,0.44577
5.33344245872727e-247,3.7962258494712,0.556,0.04,1.7189685044478e-242,c5,Rgs7,0.516,0.286896
1.6229419278111e-239,5.46669338919422,0.273,0.008,5.23074183333518e-235,c5,Mcf2,0.265,0.072345
6.79073349879466e-239,3.73655932203453,0.636,0.057,2.18865340666152e-234,c5,Sptb,0.579,0.368244
5.76009671184154e-236,3.54086210089965,0.899,0.138,1.85647917022653e-231,c5,Scg3,0.761,0.684139
1.12586169775028e-233,3.14873607946859,0.783,0.087,3.62865225184915e-229,c5,Kcnma1,0.696,0.544968
1.88991016359368e-227,5.39845863374111,0.263,0.008,6.09118045726243e-223,c5,Abcb4,0.255,0.067065
1.70235544663182e-225,3.92314175784811,0.626,0.06,5.48669160449434e-221,c5,Cd59a,0.566,0.354316
5.09293362562323e-220,3.47695990572789,0.975,0.204,1.64145250753837e-215,c5,Mpp6,0.771,0.751725
5.05019422081906e-219,3.29091014915792,0.601,0.052,1.62767759736998e-214,c5,Gabrg2,0.549,0.329949
7.49054674799883e-217,5.10142276451953,0.253,0.008,2.41420321688002e-212,c5,Espl1,0.245,0.061985
1.23160246397205e-216,3.46132058240899,0.687,0.074,3.9694547413819e-212,c5,Unc79,0.613,0.421131
2.29669083578774e-216,4.59466825695904,0.732,0.095,7.4022345637439e-212,c5,Opn1sw,0.637,0.466284
6.30142773464423e-216,3.24998972802225,0.773,0.094,2.03095015887583e-211,c5,Galnt13,0.679,0.524867
6.3752539127968e-213,4.29536266493067,0.747,0.102,2.05474433609441e-208,c5,Ccdc136,0.645,0.481815
1.0385523033002e-212,3.89330711315072,0.53,0.043,3.34725407353653e-208,c5,Elfn2,0.487,0.25811
1.54819712253927e-206,4.73176167911423,0.359,0.019,4.98983932594408e-202,c5,Klhl33,0.34,0.12206
4.0529212242868e-206,3.75874422150917,0.52,0.043,1.30625651058763e-201,c5,Agbl4,0.477,0.24804
1.09121136219956e-204,3.08471598703727,0.864,0.131,3.5169742203692e-200,c5,Plec,0.733,0.633312
3.9910517460784e-198,3.73155505736562,0.616,0.066,1.28631597776107e-193,c5,Spred3,0.55,0.3388
3.36060089818446e-197,3.55917377129352,0.621,0.066,1.08312166948485e-192,c5,Cdk6,0.555,0.344655
8.12745347589393e-192,3.06019208105184,0.47,0.035,2.61947825528061e-187,c5,Lhx4,0.435,0.20445
1.84258925394299e-190,4.07220387447892,0.323,0.017,5.93866516545825e-186,c5,Flt4,0.306,0.098838
1.89094643088436e-187,2.84380700274047,0.929,0.173,6.09452034674028e-183,c5,Celf3,0.756,0.702324
1.85676309391231e-185,2.94578290126741,0.904,0.169,5.98434745167938e-181,c5,Ackr1,0.735,0.66444
9.57885414898246e-185,3.55502636818482,0.5,0.044,3.08726469221705e-180,c5,Myo1b,0.456,0.228
3.580642551679e-184,3.07143555834371,0.697,0.087,1.15404109440614e-179,c5,Camk2b,0.61,0.42517
1.38019812332226e-180,3.4299905628975,0.631,0.075,4.44837855146765e-176,c5,Zdhhc14,0.556,0.350836
2.98880261795324e-177,3.43469552630897,0.601,0.068,9.63291083766329e-173,c5,Otud7a,0.533,0.320333
5.00535590380193e-177,3.19706497365094,0.732,0.106,1.61322620779536e-172,c5,Nr6a1,0.626,0.458232
8.36000256828175e-176,4.09446876540706,0.384,0.027,2.69442882775721e-171,c5,Spsb4,0.357,0.137088
8.82137936438987e-176,3.12156469821423,0.53,0.051,2.84313056914285e-171,c5,Kcnh6,0.479,0.25387
2.29802259377896e-174,3.07416738495486,0.646,0.078,7.40652681974959e-170,c5,Igsf3,0.568,0.366928
6.78550498356276e-170,3.29296041976704,0.682,0.097,2.18696825620228e-165,c5,St3gal3,0.585,0.39897
4.99705868448641e-168,4.17913488428463,0.359,0.024,1.61055201400997e-163,c5,Mfsd4a,0.335,0.120265
3.44813009008054e-167,3.85478882629429,0.379,0.027,1.11133232803296e-162,c5,Eya1,0.352,0.133408
1.04967713381347e-166,2.78888152610009,0.96,0.257,3.38310940228081e-162,c5,Qsox1,0.703,0.67488
4.81484408914987e-165,3.17612811833448,0.747,0.121,1.551824249933e-160,c5,Slc35g1,0.626,0.467622
4.30047302044643e-162,3.4141107752397,0.439,0.038,1.38604245448988e-157,c5,Kcnab1,0.401,0.176039
1.21503758112433e-161,3.64070739413235,0.455,0.042,3.91606612396372e-157,c5,Arhgap27,0.413,0.187915
9.55951591578644e-158,2.5866174253603,0.98,0.273,3.08103197965797e-153,c5,Cadm3,0.707,0.69286
1.24753321305872e-157,2.75542098870964,0.505,0.05,4.02079954568827e-153,c5,Lrtm1,0.455,0.229775
6.55764118193273e-156,2.44592005969223,0.939,0.194,2.11352775293692e-151,c5,Gabrb3,0.745,0.699555
8.2811637139668e-156,2.99047383968374,0.707,0.111,2.6690190650115e-151,c5,Elovl6,0.596,0.421372
1.84966945331009e-155,3.06093894893907,0.707,0.113,5.96148464801843e-151,c5,Ampd2,0.594,0.419958
2.96182809108083e-155,2.84884414972723,0.712,0.107,9.5459719375535e-151,c5,Dscam,0.605,0.43076
5.48614319922985e-152,3.73849990248182,0.394,0.033,1.76818395311178e-147,c5,Add2,0.361,0.142234
7.86472580093421e-152,3.17975903392555,0.495,0.051,2.5348011256411e-147,c5,Adcy2,0.444,0.21978
6.15718728296459e-151,3.30840913272271,0.394,0.032,1.98446146129949e-146,c5,Abi3,0.362,0.142628
7.54587970982022e-150,3.32053009941275,0.293,0.017,2.43203703047506e-145,c5,Gabrr3,0.276,0.080868
1.03314304202626e-149,2.6169895842769,0.722,0.111,3.32982002445064e-145,c5,Ece1,0.611,0.441142
3.13205155169185e-149,3.08685325458938,0.571,0.072,1.00946021511028e-144,c5,Pcdhac2,0.499,0.284929
2.72301667070398e-147,2.74493761869799,0.586,0.072,8.77628272967892e-143,c5,Slc4a10,0.514,0.301204
2.26906923818951e-146,2.52294273311405,0.848,0.165,7.31321015468479e-142,c5,Jam3,0.683,0.579184
2.93366026781588e-144,2.81931629401328,0.601,0.078,9.45518704317059e-140,c5,Chrnb4,0.523,0.314323
8.50912111260035e-143,2.7134146035318,0.707,0.113,2.74248973459109e-138,c5,Prtg,0.594,0.419958
1.94217901717717e-142,2.82641490843811,0.652,0.097,6.25964297236201e-138,c5,Ifitm10,0.555,0.36186
3.95022090251331e-142,2.66957551619042,0.798,0.151,1.27315619688004e-137,c5,Ptprn,0.647,0.516306
7.9210884455466e-142,3.23974813788477,0.525,0.064,2.55296680599967e-137,c5,Ccnjl,0.461,0.242025
3.67658346445402e-140,2.9170261792508,0.616,0.088,1.18496285059353e-135,c5,Shank2,0.528,0.325248
1.42052793240836e-137,3.22560490694023,0.576,0.081,4.57836152615216e-133,c5,Foxred2,0.495,0.28512
1.4985402479413e-132,2.68179200084499,0.626,0.093,4.82979521911482e-128,c5,Ryr2,0.533,0.333658
3.61591051917277e-131,2.91065424925083,0.449,0.048,1.16540796032938e-126,c5,Wwc1,0.401,0.180049
1.52819747330721e-130,2.61195583815416,0.793,0.166,4.92538045646914e-126,c5,Trio,0.627,0.497211
7.58481577336282e-130,3.10040537793457,0.576,0.085,2.44458612375484e-125,c5,Klhdc8a,0.491,0.282816
3.16181977071565e-126,3.51572522199057,0.409,0.043,1.01905451210165e-121,c5,Hmgcll1,0.366,0.149694
1.95626011005887e-121,1.92998577981181,0.99,0.438,6.30502633471975e-117,c5,Gnb3,0.552,0.54648
3.8185793880175e-121,2.48764556478367,0.813,0.19,1.23072813675804e-116,c5,Pygm,0.623,0.506499
1.71134823414651e-120,2.22573364971291,0.929,0.301,5.5156753586542e-116,c5,Gpr162,0.628,0.583412
1.28692782618135e-119,2.35765915258472,0.823,0.192,4.14776838378251e-115,c5,Fmn1,0.631,0.519313
1.5194693866648e-119,1.94405895290085,0.995,0.544,4.89724983322064e-115,c5,Dgkd,0.451,0.448745
5.72320689869826e-116,3.64848544150112,0.379,0.041,1.84458958345045e-111,c5,Ccdc159,0.338,0.128102
4.58534899990015e-115,2.15926565159385,0.929,0.301,1.47785798266782e-110,c5,Elovl2,0.628,0.583412
