p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,pct.1_pct.2,pct_method_1
0,6.53023585684919,0.95,0.037,0,c8,Ednrb,0.913,0.86735
0,6.31272524182516,0.936,0.033,0,c8,Mlph,0.903,0.845208
0,6.89079850896844,0.915,0.025,0,c8,S100b,0.89,0.81435
0,7.8117227971755,0.801,0.009,0,c8,Gjb2,0.792,0.634392
0,5.14604146709144,0.787,0.053,0,c8,Syt4,0.734,0.577658
0,6.61815114054335,0.766,0.014,0,c8,Art3,0.752,0.576032
0,6.17208380994524,0.73,0.022,0,c8,Spp1,0.708,0.51684
0,6.93661239751085,0.716,0.017,0,c8,Hpse,0.699,0.500484
0,9.20152602813546,0.681,0.002,0,c8,Mcoln3,0.679,0.462399
0,5.43852777424872,0.695,0.04,0,c8,Rab38,0.655,0.455225
0,6.10068153975373,0.674,0.014,0,c8,Tinagl1,0.66,0.44484
0,8.07141204512063,0.66,0.007,0,c8,Car6,0.653,0.43098
0,8.61844457448067,0.645,0.004,0,c8,Cdh1,0.641,0.413445
0,5.45763613334048,0.645,0.033,0,c8,Fam174b,0.612,0.39474
0,6.87401991649129,0.631,0.014,0,c8,Cck,0.617,0.389327
0,5.88282908657594,0.624,0.029,0,c8,Cited1,0.595,0.37128
0,5.84647004927148,0.596,0.026,0,c8,Sgcd,0.57,0.33972
0,5.34371031919329,0.596,0.027,0,c8,Fstl4,0.569,0.339124
0,7.08418089151725,0.582,0.014,0,c8,Chsy3,0.568,0.330576
0,8.87172339097195,0.574,0.003,0,c8,Cyp4b1,0.571,0.327754
0,9.35226029118197,0.546,0.002,0,c8,Gjb6,0.544,0.297024
0,5.19834048166352,0.553,0.022,0,c8,Cdh19,0.531,0.293643
0,7.90422208927005,0.489,0.005,0,c8,Adgb,0.484,0.236676
0,9.47978248554361,0.468,0.001,0,c8,Pax3,0.467,0.218556
0,7.75192259955363,0.461,0.004,0,c8,Cdk15,0.457,0.210677
0,8.07603546362799,0.44,0.002,0,c8,Scrg1,0.438,0.19272
