p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,pct.1_pct.2,pct_method_1
0,5.65492317340884,0.981,0.026,0,c13,Ptprc,0.955,0.936855
0,5.7518552157625,0.981,0.027,0,c13,Rac2,0.954,0.935874
0,5.68953493352481,0.962,0.029,0,c13,Arhgap45,0.933,0.897546
0,6.48263590655228,0.942,0.022,0,c13,Sp100,0.92,0.86664
0,10.9015563176327,0.923,0.001,0,c13,Ccr7,0.922,0.851006
0,6.32346494521027,0.923,0.015,0,c13,Cytip,0.908,0.838084
0,10.7088702487532,0.885,0.001,0,c13,Cd2,0.884,0.78234
0,6.89973345360055,0.885,0.018,0,c13,Ighm,0.867,0.767295
0,5.90304198926184,0.885,0.023,0,c13,Ikzf1,0.862,0.76287
0,6.86086675396076,0.865,0.016,0,c13,Gimap6,0.849,0.734385
0,6.00360447044118,0.865,0.023,0,c13,Cd37,0.842,0.72833
0,5.66579191870306,0.865,0.023,0,c13,Arhgap30,0.842,0.72833
0,6.78571423570187,0.846,0.015,0,c13,Arhgap15,0.831,0.703026
0,6.6540932181621,0.846,0.017,0,c13,Tbc1d10c,0.829,0.701334
0,6.60551477371173,0.846,0.018,0,c13,Il2rg,0.828,0.700488
0,9.49139129750195,0.827,0.002,0,c13,Ikzf3,0.825,0.682275
0,7.70135530376018,0.808,0.006,0,c13,Sell,0.802,0.648016
0,7.24029181973074,0.808,0.009,0,c13,Ifi209,0.799,0.645592
0,6.37853731821391,0.808,0.015,0,c13,Rasal3,0.793,0.640744
0,9.73706989387135,0.788,0.001,0,c13,P2ry10,0.787,0.620156
0,7.27475290299118,0.788,0.012,0,c13,Sept1,0.776,0.611488
0,6.08483785934142,0.788,0.014,0,c13,Gpr132,0.774,0.609912
0,6.51636814062089,0.788,0.015,0,c13,Mndal,0.773,0.609124
0,8.2314031473161,0.769,0.004,0,c13,Cmah,0.765,0.588285
0,8.18433549323153,0.769,0.004,0,c13,Acap1,0.765,0.588285
0,8.04242703590315,0.769,0.007,0,c13,S1pr4,0.762,0.585978
0,7.18807652537742,0.769,0.009,0,c13,Gimap1,0.76,0.58444
0,7.52248424867295,0.75,0.008,0,c13,Gimap4,0.742,0.5565
0,9.45668480597883,0.731,0.001,0,c13,Gpr171,0.73,0.53363
0,6.87886427651805,0.731,0.011,0,c13,Cd55,0.72,0.52632
0,12.1336165297699,0.712,0,0,c13,Gimap3,0.712,0.506944
0,9.39584469093856,0.712,0.002,0,c13,Stat4,0.71,0.50552
0,9.14384089745826,0.692,0.002,0,c13,Slc28a2,0.69,0.47748
0,8.08359169686346,0.692,0.004,0,c13,Ltb,0.688,0.476096
0,8.56552908686185,0.673,0.005,0,c13,H2-Ob,0.668,0.449564
0,7.45101069511061,0.673,0.006,0,c13,Rasgrp1,0.667,0.448891
0,6.82368208837416,0.673,0.009,0,c13,Gimap8,0.664,0.446872
0,7.66858870394128,0.654,0.008,0,c13,Gimap9,0.646,0.422484
0,8.60688559003282,0.635,0.003,0,c13,Slamf6,0.632,0.40132
0,6.51155581614957,0.635,0.012,0,c13,Rhoh,0.623,0.395605
0,8.24724439014314,0.615,0.005,0,c13,Grap2,0.61,0.37515
0,6.79372443400305,0.596,0.008,0,c13,Ly9,0.588,0.350448
0,7.8215358617279,0.577,0.005,0,c13,Btla,0.572,0.330044
0,9.98746915444649,0.538,0.001,0,c13,Fam169b,0.537,0.288906
0,11.8201246892924,0.519,0,0,c13,Sh2d2a,0.519,0.269361
0,10.3907214958149,0.5,0.001,0,c13,Txk,0.499,0.2495
0,7.95293536935696,0.5,0.003,0,c13,Scml4,0.497,0.2485
0,7.83040046927132,0.5,0.003,0,c13,Cd69,0.497,0.2485
0,8.62482813435083,0.5,0.004,0,c13,Lck,0.496,0.248
0,8.95621474283188,0.5,0.006,0,c13,Cd79a,0.494,0.247
0,10.0423542491814,0.481,0.001,0,c13,Pax5,0.48,0.23088
0,9.94732436325967,0.481,0.002,0,c13,Cd19,0.479,0.230399
0,9.2590751779477,0.481,0.002,0,c13,Itk,0.479,0.230399
0,11.871514037369,0.462,0,0,c13,Ms4a1,0.462,0.213444
0,10.7954014401741,0.462,0,0,c13,Cd3e,0.462,0.213444
0,10.750691105275,0.462,0,0,c13,Trbc2,0.462,0.213444
0,10.6495947870427,0.462,0,0,c13,Cd3g,0.462,0.213444
0,10.5448637542428,0.462,0,0,c13,Cd3d,0.462,0.213444
0,9.33409920462258,0.462,0.001,0,c13,Zfp831,0.461,0.212982
0,9.63490457429678,0.462,0.002,0,c13,Igkc,0.46,0.21252
0,9.20534731151596,0.462,0.002,0,c13,Il7r,0.46,0.21252
0,8.39090832178116,0.462,0.003,0,c13,Card11,0.459,0.212058
0,8.2887727791363,0.462,0.003,0,c13,Il27ra,0.459,0.212058
0,7.52428402448809,0.462,0.004,0,c13,Tnfrsf26,0.458,0.211596
0,10.6874943123836,0.442,0.001,0,c13,Fcrla,0.441,0.194922
0,10.1479579040013,0.442,0.001,0,c13,Ms4a4b,0.441,0.194922
0,10.1408998367942,0.442,0.001,0,c13,Skap1,0.441,0.194922
0,8.79388484372667,0.442,0.001,0,c13,Themis,0.441,0.194922
0,9.96373544903937,0.442,0.002,0,c13,Ighd,0.44,0.19448
