p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,pct.1_pct.2,pct_method_1
0,5.80595977110244,1,0.023,0,c9,Slc15a3,0.977,0.977
0,5.49416424715609,1,0.025,0,c9,Cd53,0.975,0.975
0,5.8844963871762,1,0.026,0,c9,Tyrobp,0.974,0.974
0,5.5535994365795,1,0.035,0,c9,Lcp1,0.965,0.965
0,6.21144019592936,0.992,0.02,0,c9,Ptprc,0.972,0.964224
0,5.71337142822931,1,0.036,0,c9,Coro1a,0.964,0.964
0,6.0448385450968,1,0.038,0,c9,Fxyd5,0.962,0.962
0,5.7980740754824,0.992,0.028,0,c9,Ncf2,0.964,0.956288
0,5.72133445393722,0.992,0.029,0,c9,Cd52,0.963,0.955296
0,5.27525596892438,0.992,0.03,0,c9,Laptm5,0.962,0.954304
0,5.76264215233463,1,0.047,0,c9,Srgn,0.953,0.953
0,6.73784421333315,0.984,0.016,0,c9,Nfam1,0.968,0.952512
0,6.06169051541098,0.992,0.035,0,c9,Tnfrsf1b,0.957,0.949344
0,6.29617182813979,0.984,0.02,0,c9,Slfn2,0.964,0.948576
0,6.01313000994267,0.976,0.018,0,c9,Spi1,0.958,0.935008
0,6.34002557271789,0.976,0.021,0,c9,Itgb2,0.955,0.93208
0,6.08276350827126,0.976,0.021,0,c9,Rac2,0.955,0.93208
0,5.20905998686419,1,0.074,0,c9,Pim1,0.926,0.926
0,5.92753571130982,0.968,0.019,0,c9,Itgam,0.949,0.918632
0,5.72218595484722,0.968,0.021,0,c9,Dock2,0.947,0.916696
0,5.32560843882624,0.976,0.041,0,c9,Lyn,0.935,0.91256
0,7.25414292605688,0.96,0.012,0,c9,Igsf6,0.948,0.91008
0,5.17143826752728,0.992,0.075,0,c9,Cd44,0.917,0.909664
0,6.69397063623869,0.96,0.016,0,c9,Snx20,0.944,0.90624
0,6.36808094197485,0.96,0.017,0,c9,Myo1f,0.943,0.90528
0,5.14650931738423,0.976,0.05,0,c9,Birc3,0.926,0.903776
0,5.27800326675735,0.976,0.051,0,c9,Lsp1,0.925,0.9028
0,8.92923869929855,0.952,0.005,0,c9,Fgr,0.947,0.901544
0,6.93818046336569,0.952,0.017,0,c9,Cd300a,0.935,0.89012
0,5.63524277064876,0.968,0.05,0,c9,Alox5ap,0.918,0.888624
0,4.64488181948187,0.976,0.069,0,c9,Arhgdib,0.907,0.885232
0,6.05848349356953,0.952,0.023,0,c9,Syk,0.929,0.884408
0,7.2963347998701,0.944,0.009,0,c9,Cytip,0.935,0.88264
0,5.94447058720133,0.952,0.026,0,c9,Plbd1,0.926,0.881552
0,6.41994368152305,0.944,0.022,0,c9,Plaur,0.922,0.870368
0,6.70939854590713,0.935,0.012,0,c9,Lilrb4a,0.923,0.863005
0,4.63589170300335,0.952,0.049,0,c9,Vsir,0.903,0.859656
0,5.10696119240271,0.96,0.067,0,c9,Adgre5,0.893,0.85728
0,5.74269588815313,0.944,0.037,0,c9,Fmnl1,0.907,0.856208
0,6.64331887986028,0.935,0.02,0,c9,Lst1,0.915,0.855525
0,7.29380820028625,0.927,0.01,0,c9,Pirb,0.917,0.850059
0,7.20695787007861,0.927,0.012,0,c9,Il1b,0.915,0.848205
0,6.88555004689243,0.927,0.014,0,c9,Ptafr,0.913,0.846351
