Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
PaGenBase,36,PGB:00269,Cell-specific: retinal pigment epithelium,,-5.6,14,8.7,21160,386,23,6,26,9.2,14366|14732|18979|19215|19682|66859,Fzd4|Gpam|Pon1|Ptgds|Rdh5|Slc16a9,-2.6,hits
PaGenBase,36,PGB:00258,Cell-specific: medial olfactory epithelium,,-2.6,6.9,4.6,21160,532,23,4,17,7.9,11803|14598|18979|19215,Aplp1|Ggt1|Pon1|Ptgds,0,hits
