Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
TRRUST,34,TRR01079,Regulated by: Pax6,,-2.9,4.2,4.3,21160,46,758,7,0.92,0.35,11670|12576|17132|21413|22059|27428|66660,Aldh3a1|Cdkn1b|Maf|Tcf4|Trp53|Shroom3|Sltm,0,hits
TRRUST,34,TRR01368,Regulated by: Stat3,,-2.6,3.1,3.7,21160,81,758,9,1.2,0.39,12576|16600|17132|18708|18763|19211|21413|21803|22059,Cdkn1b|Klf4|Maf|Pik3r1|Pkd1|Pten|Tcf4|Tgfb1|Trp53,0,hits
