"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Sdc3",4.5642995156399e-06,-2.51961203447276,0.29,0.923,0.147107373389074
"Ifi209",2.20205605907343e-05,-2.52603365840292,0.29,0.846,0.709722667839366
"Stk35",6.33023451362152e-05,-2.94614763771135,0.097,0.692,1
"Zup1",6.36085579533483e-05,-2.3019638441502,0.129,0.769,1
"Ecpas",7.10641588398975e-05,-1.93514442544292,0.29,0.923,1
"S100a1",8.18009926309499e-05,-3.47967089639973,0.032,0.538,1
"Stat5a",0.00010928374173995,-2.45071397008548,0.097,0.692,1
"Dhdds",0.000129505899220792,-2.41538235840388,0.129,0.692,1
"Cd300lf",0.000155489692983183,2.93072784998085,0.742,0.154,1
"Nop53",0.000194093153433672,-1.19950451969355,0.581,1,1
"Lpp",0.000195258715253578,-2.33275586392207,0.226,0.769,1
"Myo5a",0.000237974617444193,-1.5311635945052,0.355,1,1
"Ripor1",0.00032567028068445,-3.27514199522374,0,0.385,1
"Aoc2",0.00032567028068445,-3.49901574217953,0,0.385,1
"Tspan33",0.00032567028068445,-3.69262485024328,0,0.385,1
"Sh2d3c",0.000380472555816644,2.52347861643298,0.71,0.154,1
"Csf3r",0.000456034781439615,1.51788742252513,0.935,0.615,1
"Abcc4",0.000459220127334576,-2.47525816815157,0.065,0.538,1
"Bst2",0.000463595439115402,-2.06448458793549,0.29,0.769,1
"Rack1",0.000479341361750143,-1.11670997065877,0.581,1,1
"Clec4b1",0.000512657872280644,-3.03243743759406,0.032,0.462,1
"Syvn1",0.00057178510200598,-1.98649554726023,0.129,0.692,1
"Sept8",0.000595495004286751,-2.79988302654703,0.032,0.462,1
"Pik3r4",0.000602489053404668,-2.41212185024715,0.065,0.538,1
"Ifi27l2a",0.000673114789746497,-1.61447299898485,0.29,0.846,1
"H2-Ab1",0.000688804928374703,-2.94178874166116,0.065,0.538,1
"Ndufa9",0.000690655370014134,-2.48681621116351,0.032,0.462,1
"Srebf2",0.000783273099690747,-1.77454773333628,0.29,0.769,1
"Usp40",0.000799794013127215,-2.36775161945554,0.032,0.462,1
"Cd83",0.000801431355796578,-1.02354934226632,0.613,1,1
"Arl8b",0.000880602403540049,-1.40002152819681,0.419,0.923,1
"Fyn",0.00101944828553192,-1.66888961765568,0.226,0.769,1
"Zfp719",0.00102158766996714,-2.15739571345398,0.065,0.538,1
"Use1",0.00103513236233573,-0.784257947144521,0.71,1,1
"Dars",0.00104981257979523,-1.76360997959029,0.258,0.769,1
"Lyst",0.00106366731386498,1.23085573777371,0.839,0.615,1
"Fas",0.00111493317872683,2.81967786008735,0.613,0.077,1
