"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Eif3g",0.000483354532517267,1.50448381510947,0.895,0.364,1
"Sorl1",0.000483354532517267,-1.34799130015285,0.526,1,1
"Psen2",0.000502112704048869,-2.9064069955057,0,0.545,1
"Bclaf3",0.000560593469636533,-2.24868496300634,0.158,0.818,1
"Mfn1",0.000667552780746553,-1.33205944098902,0.526,1,1
"Tecpr1",0.00070235921395496,-1.25559761457008,0.579,1,1
"Maneal",0.000724675430262853,-1.57979246885101,0.368,1,1
"Tsr3",0.000785563286117642,1.67298364067973,0.842,0.182,1
"Prpf3",0.000910715141365546,-1.9495780990312,0.263,0.818,1
"Pgap2",0.000939422255420641,-2.3565649016851,0.105,0.727,1
"Pfkp",0.00124774425037257,0.378198502149163,1,1,1
"Sema3e",0.00127527582626205,-1.29482684960311,0.421,1,1
"Pacs1",0.00135192064581534,1.15299817503852,0.947,0.455,1
"Triobp",0.00154176677683665,1.15320830215101,0.947,0.727,1
"Acvr2b",0.0017612407953111,-1.78907262081987,0.316,0.818,1
"Bcl10",0.00201173051162466,-1.92299871241954,0.158,0.727,1
"Ost4",0.00233064264910211,-1.72886291696739,0.263,0.727,1
"Ddx25",0.00253789051636339,1.89879907210884,0.737,0.182,1
"Kxd1",0.00280014752862392,2.01972398561124,0.579,0,1
"Fam149b",0.00294528496412201,-1.48204334209137,0.316,0.909,1
"Pnpt1",0.00310083712571273,-1.47958031633267,0.421,0.909,1
"Ndufb2",0.00318429375080885,-1.7650150700665,0.263,0.727,1
"Rgs9",0.00329218118420374,-1.80791459981101,0.158,0.727,1
"Dhrs3",0.0035076773626789,-2.3006069092469,0.105,0.636,1
"Samd7",0.0035076773626789,-2.40194909518658,0.105,0.636,1
"Sipa1l3",0.00375780119286971,-1.63791729354272,0.316,0.818,1
"Xxylt1",0.00377572340812309,-1.70900798989712,0.263,0.818,1
"Alpl",0.00386411392947342,-1.30717770035245,0.632,0.909,1
"Hps4",0.00415345036593632,-2.02877106735139,0.105,0.636,1
"Klf16",0.00431422931664873,-1.71307155951952,0.263,0.727,1
"Nme2",0.00441172865108566,-2.45613068339989,0.105,0.545,1
"Zfc3h1",0.0044877691000445,-0.67720616767133,0.842,1,1
"Tsg101",0.00468064428735693,-1.33508384663279,0.421,0.818,1
"Slco4a1",0.00478991915185438,-2.15940585831211,0.158,0.636,1
"Stox2",0.00487832688407154,-1.08687972001886,0.632,1,1
"Ncald",0.00500592573871519,1.85807009193251,0.632,0.091,1
"Micos13",0.00501895839705037,1.71654941250827,0.684,0.182,1
"Prmt6",0.00501895839705037,1.59389671538787,0.684,0.182,1
"Cacna2d3",0.00515204169184044,-0.259942505081541,1,1,1
"Casp8ap2",0.00518694354272506,2.12770382906869,0.526,0,1
"BC003965",0.00527718234736323,-1.89742620081348,0.211,0.636,1
"Pgrmc2",0.00536272434456747,-1.14988607049571,0.526,0.909,1
"Dmd",0.00577822490079858,-1.94174164167749,0.105,0.636,1
"Mif",0.00599180472452951,1.26204915843987,0.842,0.455,1
"Xrcc1",0.00620874672019848,-2.05072041040861,0.105,0.545,1
"Tnfsf12",0.00620874672019848,-2.32185197255578,0.105,0.545,1
"Rbks",0.0063189204282609,-2.18921369078517,0,0.364,1
"Foxj1",0.0063189204282609,-2.20762948518248,0,0.364,1
"Trim65",0.0063189204282609,-2.24118212371872,0,0.364,1
"Arr3",0.0063189204282609,-2.37977358747334,0,0.364,1
"C1qtnf6",0.0063189204282609,-2.39114099385658,0,0.364,1
"Asprv1",0.0063189204282609,-2.47776190974131,0,0.364,1
"Tifa",0.0063189204282609,-2.61412148613696,0,0.364,1
"Trim36",0.0063189204282609,-2.69811731168264,0,0.364,1
"Zkscan17",0.0065626868351682,-1.85386384344125,0.158,0.636,1
"Recql",0.00665121878245604,-1.34218271850441,0.316,0.818,1
"Rom1",0.00670204528395975,-0.386215315670434,1,0.909,1
"Avpi1",0.00673242250171064,-2.25069208628762,0.053,0.455,1
"Baiap3",0.00673242250171064,-2.68091381048205,0.053,0.455,1
"Dus3l",0.0068385274735638,-1.10661622873472,0.579,0.909,1
"Pan2",0.00725213434585333,-0.955979252839832,0.632,1,1
"Tmem115",0.00752810524133424,1.82375846172855,0.579,0.091,1
"Irf2bp1",0.00754398984734244,-1.0852429349539,0.632,0.909,1
"Zfp414",0.00804671863319933,-0.889752506511118,0.684,0.818,1
"Ece2",0.00808120495635709,1.34710466507906,0.737,0.273,1
"Triqk",0.00809188724294166,-2.13285922599042,0.053,0.455,1
"Mpp6",0.00812003934890596,0.786880550747173,0.947,0.909,1
"Ppme1",0.00824833143602213,0.784930396536956,0.842,0.636,1
"Gphn",0.00862950019472786,0.65938940445361,0.947,0.818,1
"Rasal2",0.00869188074082101,1.91944722664025,0.579,0.091,1
"Gal3st3",0.00874599124715545,-1.50175375680143,0.316,0.818,1
"Rmc1",0.00890496749196839,-1.74125903316185,0.158,0.636,1
"Nectin3",0.00895145106486796,-0.962171959893505,0.737,0.909,1
"Ttll1",0.00927456765156084,1.42862043784222,0.737,0.364,1
"Poli",0.00929874027568915,2.32026748489662,0.474,0,1
"Gab1",0.00929874027568915,2.02562877028823,0.474,0,1
"Senp8",0.00929874027568915,1.88286329783517,0.474,0,1
"Mfsd6",0.00929874027568915,1.74928673928021,0.474,0,1
"Ap1g1",0.00953365259698883,0.725537298321666,0.895,0.636,1
"Kctd2",0.00980943481679897,0.615265277745454,1,0.818,1
"Rwdd1",0.0100138805855204,1.64552502884407,0.579,0.091,1
