"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Nek1",0.000155429904360832,1.11538670876303,0.783,0.475,1
"Erich5",0.000165067030206392,-3.41690233634476,0,0.275,1
"Pfkp",0.000254148479846336,0.29627775875031,1,1,1
"Wsb1",0.000257019110454434,0.526657812411763,0.935,0.875,1
"Zfp212",0.00059749479281645,1.76705288219917,0.413,0.075,1
"Sppl3",0.00074650886119788,0.735411851638718,0.848,0.675,1
"Mink1",0.000781498747925471,-1.11754762179729,0.435,0.75,1
"Cx3cl1",0.000840717680476157,-1.83932759427048,0.087,0.4,1
"Zswim9",0.000947452710082791,2.13238308734721,0.326,0.05,1
"Drd1",0.00101517268959309,0.425956700752172,0.957,0.9,1
"Cebpg",0.00119033896916633,1.16437277603581,0.696,0.325,1
"Fn3k",0.00121336284541539,-0.963289292102732,0.457,0.775,1
"Dop1a",0.00137920582231124,0.628244726763272,0.891,0.75,1
"Gcc1",0.00138250587969528,-1.23987472116446,0.283,0.6,1
"Zfp532",0.00141609995619091,0.50467569858655,0.957,0.875,1
"Nptxr",0.00148571823059399,1.55418677770494,0.543,0.25,1
"Tyrp1",0.00161715931418255,-2.56677602861437,0,0.2,1
"Pde4d",0.00174913492484793,-0.861309692585895,0.522,0.825,1
"Zfp248",0.00175714519950868,-1.47796873442065,0.13,0.425,1
"Tmem203",0.00178549084595831,1.28237449013844,0.609,0.375,1
"Tmem130",0.00180630540156562,0.948989773470604,0.761,0.475,1
"Hjurp",0.00189564541007094,1.05043389456839,0.739,0.45,1
"Ndufa4l2",0.00191610037951408,2.82419166804807,0.217,0,1
"Hpcal4",0.001971418734907,-0.916989635199372,0.543,0.8,1
"Scrn3",0.00218870466499411,-1.1854372571488,0.348,0.625,1
"Evi5l",0.00223705711609077,0.431627107354003,0.978,0.875,1
"Nphp3",0.00238415099953152,1.49245937804229,0.5,0.2,1
"Man1a2",0.00251777279908538,0.859944720123128,0.761,0.425,1
"Wsb2",0.00256075876255413,1.24839309922027,0.565,0.275,1
"Tmem43",0.00256549267899172,1.43779084786592,0.457,0.175,1
"Ckmt1",0.00261483564017653,-0.962331309917007,0.457,0.7,1
"Sars2",0.00277445553769622,-1.237646739152,0.196,0.525,1
"Rtcb",0.0027852264318922,-0.698435597654425,0.674,0.825,1
"Arih2",0.00283604383558512,0.668089907967906,0.804,0.625,1
"Cd276",0.00290958932553479,0.899834841807004,0.804,0.55,1
"Nfya",0.00291371740090722,-1.17926204839321,0.304,0.6,1
"Zfp40",0.00296927482850539,0.782690247454329,0.783,0.525,1
"Parg",0.0031445397613714,0.843363427623725,0.761,0.55,1
"Nudt16l1",0.0032086692918653,0.810072533069002,0.783,0.45,1
"Scn1a",0.00320880447403563,1.38024245054506,0.5,0.2,1
"Braf",0.00325598259411595,0.475309036776651,0.935,0.8,1
"Cirbp",0.00328766726441963,0.286748149317585,1,0.925,1
"Arr3",0.00338486765708212,-2.47951655708479,0,0.175,1
"Cox11",0.00339568495097368,-0.930151932033283,0.413,0.65,1
"Loxl2",0.00344233967738524,3.31219339986185,0.196,0,1
"Msn",0.00344233967738524,2.35590482156294,0.196,0,1
"Mettl9",0.00349428593363276,0.602455542986896,0.826,0.725,1
"Homer2",0.00360963263974884,-1.99637088365372,0.043,0.275,1
"Insyn2a",0.00363074684540813,-1.1355101258962,0.261,0.55,1
"Herpud1",0.00367122108785692,-0.620199310348061,0.717,0.875,1
"Fkbp11",0.00369543410120108,2.13356145019377,0.239,0.025,1
"Nmnat2",0.00378875699374542,-1.17984719004793,0.261,0.575,1
"Snrpd2",0.00389212586375126,-0.922441921216981,0.435,0.675,1
"Ankrd13c",0.00396044990416246,0.755576410168059,0.804,0.525,1
"Pcdhb20",0.00399974309401753,0.884469715234505,0.717,0.475,1
"Tyms",0.00401406607855927,1.37929885012613,0.37,0.1,1
"Ndrg3",0.00410056715838538,-0.592691763073358,0.717,0.875,1
"Ireb2",0.00412973867976738,0.788891394463024,0.783,0.55,1
"Atr",0.00417068441009244,0.8042069508056,0.783,0.525,1
"Rnpc3",0.00421571451796196,0.221038277235927,0.957,0.975,1
"Psmd4",0.00423510448044245,0.898163394049936,0.674,0.475,1
"Cox7a2l",0.00429755942942168,0.948946728955834,0.696,0.475,1
"Hap1",0.00431745488200059,-0.47126933811687,0.848,0.975,1
"Dgkq",0.00442386832870726,-1.09232024348843,0.217,0.525,1
"Fam76b",0.00454419272483884,0.666861266423753,0.848,0.625,1
"Cacna1i",0.00457254674664013,-1.56893284528126,0.152,0.425,1
"Arvcf",0.00466192225347481,-1.15680745576529,0.326,0.65,1
"Mccc2",0.00472031195320975,1.09502238580642,0.652,0.4,1
"Dnajc24",0.00473413677972525,0.721091500016586,0.826,0.65,1
"Csmd1",0.00473644029711085,1.77297191981562,0.348,0.1,1
"Guca1a",0.00495970184811941,-1.54763489113335,0.261,0.5,1
