"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Ptprn",5.5917687246212e-07,1.06184890881872,0.946,0.658,0.0180222705994541
"Nrcam",0.000220497344928026,0.323469192750455,0.982,1,1
"Cyb5r1",0.00023322737186858,-1.18419547668316,0.393,0.737,1
"Huwe1",0.000245983608428771,0.536778145198751,0.964,0.763,1
"H2afy",0.000549335974534826,0.329675895372205,1,0.947,1
"Dct",0.000567127856111938,-2.93750281949482,0.036,0.289,1
"Rgl3",0.000692731385144543,-2.21971673691579,0.071,0.342,1
"Bmp1",0.000730337645516162,1.14782099030254,0.679,0.447,1
"Clptm1l",0.00073615211673031,0.732475387869773,0.821,0.579,1
"Eef1a2",0.000755365534409784,-2.75011054715807,0.018,0.237,1
"Pdzph1",0.000876956274595087,-1.55261635839449,0.25,0.526,1
"Rap2a",0.000882712437048586,-2.34562814743584,0.018,0.237,1
"Lrp1",0.000936232642192492,-3.19437636963867,0,0.184,1
"Nefl",0.000936232642192492,-3.23430460842751,0,0.184,1
"Pcp4",0.000978373729448002,-2.25540858163249,0.018,0.237,1
"Ankrd52",0.00104100329940087,0.618232275511606,0.804,0.684,1
"Rnf111",0.00106534178200892,0.863526651174426,0.786,0.553,1
"Asap3",0.00108546343228844,-1.88063330835449,0.089,0.368,1
"Kpna2",0.00114175400150019,-0.918847287986914,0.411,0.711,1
"Tub",0.00115679850138692,-0.474766247254314,0.768,0.895,1
"Rdh10",0.0012534436870882,-1.29197605216646,0.286,0.605,1
"Ago1",0.00135905617628081,1.5025094386615,0.518,0.211,1
"Uba3",0.00143275336255246,0.97943614176089,0.696,0.5,1
"Sparc",0.00145735165398546,-2.47553805998519,0.071,0.316,1
"Prkra",0.00161695212941642,-1.99526587887325,0.089,0.342,1
"Rasa3",0.00165573823757748,2.32999027121176,0.339,0.079,1
"Pcmtd2",0.00172595383371887,-0.405507656697506,0.857,0.947,1
"Ier2",0.00175655900784336,-1.59710163948088,0.214,0.5,1
"Wdr24",0.00178042424403099,-1.61124499384,0.089,0.368,1
"Atxn7l3",0.00182906873511671,2.037208044072,0.321,0.053,1
"Bicdl1",0.00183189255076522,-0.49882561966988,0.714,0.816,1
"Col9a3",0.00187144527606148,-2.13210478639051,0.054,0.289,1
"Zfp526",0.00206531022119077,-1.49038531861751,0.089,0.368,1
"Far1",0.00227809064339471,0.270621053342279,0.911,0.974,1
"Kcnv2",0.00229820086116522,-0.600643736291267,0.679,0.921,1
"Lrp8",0.00230591164985471,-1.75383376101387,0.054,0.289,1
"Rad51b",0.00232191632540389,-2.74153279179692,0,0.158,1
"Dhfr",0.00232191632540389,-3.44833769243939,0,0.158,1
"Anapc16",0.00234319532247417,-0.79261467562156,0.536,0.789,1
"Cdk5rap1",0.00235711380419837,1.58139654951791,0.464,0.184,1
"Anapc7",0.00241833379927212,-0.908949472479005,0.411,0.684,1
"Amigo1",0.00252842818065492,1.80075160313877,0.446,0.184,1
"Lonrf1",0.00272053956353494,-1.05815958958106,0.304,0.632,1
"Tnik",0.00275292826028744,1.65620593358045,0.429,0.158,1
"Trrap",0.00280938942043448,0.393990791655285,0.911,0.842,1
"Nfkbia",0.00288786641746755,1.19377143277715,0.589,0.263,1
"Atp2a2",0.0028948984285915,0.40985241899248,0.964,0.842,1
"Pcare",0.00290141229920874,-0.322662106760491,0.929,0.974,1
"Ctnnal1",0.00294498172917726,0.86503259019084,0.732,0.526,1
"Mnt",0.00296494646558448,-1.53881051378855,0.143,0.421,1
"Sfxn2",0.002994534877096,-0.964615948237361,0.411,0.658,1
"Rnf25",0.00302310909408167,-1.27441509107092,0.321,0.579,1
"Ext1",0.00306717049342026,-0.892345071344676,0.375,0.684,1
"Kpnb1",0.00314207046261387,-1.31015621814977,0.214,0.5,1
"Adck2",0.00325217950064764,-1.3098831842709,0.196,0.5,1
"Grtp1",0.00326390141669435,-0.843809305574014,0.518,0.711,1
"Papolg",0.00330671237593953,-1.22840446660523,0.232,0.553,1
"Ufd1",0.00331499578689517,0.968052904805939,0.643,0.395,1
"Paqr9",0.00343408607941612,1.39619316469664,0.482,0.211,1
"Hk2",0.00347189995848448,-0.567653141115432,0.732,0.921,1
"Stoml1",0.00356283698437688,1.65672265153251,0.411,0.158,1
"Dnajc6",0.0035856363464951,-0.709403761641211,0.536,0.842,1
"Stk35",0.00361618562686402,-0.856222734705623,0.482,0.763,1
"Hnrnpu",0.00362554896836055,-0.327242100003955,0.911,0.947,1
"Lrp4",0.00370066335932152,-1.17888358248231,0.161,0.447,1
"Igsf21",0.00389798936587293,1.02550189738443,0.625,0.342,1
"Zswim4",0.00407122294838108,-1.31555775893376,0.179,0.474,1
"Tpi1",0.00420206879043895,-1.06772648476612,0.268,0.553,1
"Ldb1",0.00426083659863428,-1.11265220730528,0.25,0.579,1
"Zrsr1",0.00429429864257409,-1.31149963507315,0.232,0.5,1
"Def8",0.00437628448250212,-0.973226897257913,0.446,0.711,1
"Pms1",0.0044083780002111,-1.1348167348838,0.304,0.579,1
"Med8",0.00442146139180515,-0.841606008384677,0.411,0.711,1
"Tmem256",0.00452589022305584,-1.52348336878707,0.161,0.421,1
"Lhx4",0.00455386185937436,-1.24851257789123,0.321,0.579,1
"Nop58",0.00456854460307156,0.890366073009733,0.679,0.395,1
"Pkia",0.0048226289919001,1.29481544508751,0.5,0.237,1
"Cep83",0.00489905122293484,1.93156561836051,0.339,0.105,1
