"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Ndufa4l2",8.16381269907717e-15,2.30134923694348,0.863,0.29,2.63119683291257e-10
"Sez6l",6.90523945950707e-12,2.58934872641024,0.7,0.13,2.22555867779913e-07
"Apoe",1.06611046559847e-11,-0.219123146270893,1,1,3.43607403062387e-07
"Aqp4",1.00570713495124e-10,-0.411418070269733,0.975,1,3.24139409594784e-06
"Col23a1",1.22967487445516e-10,-0.34256091327586,0.988,1,3.96324212036897e-06
"Adm",2.86950625445645e-10,4.74459354634984,0.475,0.014,9.24841865811312e-06
"Abca8a",4.66121080329778e-10,-0.393395309808968,0.975,0.971,1.50230824190287e-05
"Pygb",5.14766515331166e-10,-0.542272429520834,0.912,0.928,1.65909247891235e-05
"Tagln2",1.23571588768932e-09,1.62110476040711,0.787,0.29,3.98271230602268e-05
"C4b",1.84966567685806e-09,2.90496175017606,0.562,0.101,5.96147247651354e-05
"Prodh",4.21878568786983e-09,-0.830130710396307,0.775,0.928,0.000135971462720044
"Spc25",5.44078213063593e-09,-0.562118184554242,0.887,0.986,0.000175356408070396
"Glul",6.636817840302e-09,-0.18497728272949,1,1,0.000213904638992933
"Msi1",6.7883105624878e-09,-0.350179455249794,0.988,0.971,0.000218787249428982
"Tubb2b",1.31294871067727e-08,1.47850961102812,0.838,0.493,0.000423163369451285
"Rtn3",1.45639588319691e-08,-0.301707031788573,0.988,1,0.000469396393154365
"Acsl6",2.40386878950809e-08,-0.908904459623116,0.675,0.913,0.000774766910858457
"Rlbp1",3.50080764534887e-08,-0.194579297979272,1,0.986,0.00112831030409594
"Atp1b2",3.81685898323616e-08,-0.232852700096547,1,1,0.00123017365029702
"Folh1",4.21646102798981e-08,-0.795056718590152,0.713,0.899,0.00135896538932111
"Angptl2",6.43501037268801e-08,4.08501894290754,0.375,0.014,0.00207400384311735
"Sfxn5",7.56109293180089e-08,-0.408251896384389,0.975,1,0.00243694025191943
"Cav1",8.40177923259798e-08,-0.402983765448172,0.963,1,0.00270789344666633
"Plpp3",1.15010535295331e-07,-0.384794075882725,0.963,0.971,0.00370678955256853
"Rtn4",1.15071138369694e-07,-0.166434498976138,1,1,0.00370874278965524
"Olfm4",1.43311438360187e-07,-0.949721010738479,0.613,0.884,0.00461892765834881
"Pfkp",1.60218225262992e-07,0.372175501355325,0.95,0.971,0.00516383340022625
"Tnfrsf12a",1.72998999634863e-07,1.76566120966467,0.688,0.29,0.00557575775823163
"Iffo2",1.77933147534763e-07,1.43733450198618,0.762,0.348,0.00573478534504541
"Adgrg6",1.98923723745131e-07,1.80830474998175,0.637,0.246,0.00641131161630556
"Gpld1",2.05158735726536e-07,-0.628289421808095,0.875,0.899,0.00661226605246626
"Cebpd",2.61906799376233e-07,1.04023396662004,0.912,0.667,0.008441256143896
"Pdzrn3",3.18119176662098e-07,1.39815192965995,0.725,0.319,0.0102529810638194
"Car2",3.20780210868481e-07,-0.204814942237148,1,0.986,0.0103387461962911
"Vegfa",3.33678410263225e-07,0.339499061568039,0.95,0.971,0.0107544551627837
"Ier3",4.99478079436229e-07,1.47585086134132,0.812,0.464,0.0160981785002297
"Mlc1",5.66333310537987e-07,-0.240788762927464,0.988,0.957,0.0182529225986393
"Nes",5.77515290864837e-07,2.24492747394514,0.488,0.101,0.0186133178245737
"Rhob",5.97026002364649e-07,0.944832901026481,0.912,0.681,0.0192421480562126
"Spata13",7.70395068351307e-07,2.14064760877224,0.5,0.13,0.0248298330529626
"Arsi",8.05835605976086e-07,-1.55565173231343,0.338,0.667,0.0259720815806093
"S1pr1",8.0761738955429e-07,-0.556801663255954,0.875,0.957,0.0260295084653348
"Klf6",8.60163929263732e-07,1.27031998968901,0.787,0.406,0.0277230834401701
"Dbp",8.69184000906757e-07,-0.488409393145551,0.875,0.928,0.0280138003492248
"Nbl1",9.14805531969189e-07,-0.395599578129365,0.963,0.971,0.029484182295367
"Plac9a",1.07910175848791e-06,-2.04932156239016,0.162,0.522,0.0347794496760652
"Sorbs2",1.14032825998382e-06,0.583688577625826,0.963,0.783,0.0367527798192786
"Crispld1",1.19627161778508e-06,-2.74721101977969,0.062,0.377,0.0385558342412132
"Htra1",1.19785446291494e-06,-0.327952564183905,0.95,0.957,0.0386068493397484
"Kcnj10",1.22244211219014e-06,-0.302879300164609,0.975,0.986,0.0393993092758882
"Slc6a11",1.39787396171159e-06,-0.232579028539785,0.975,0.986,0.0450534777859646
"Sat1",1.42120298187077e-06,0.540177142259094,0.963,0.913,0.045805372105695
"Nxph4",1.44416934222143e-06,1.00227827152665,0.838,0.565,0.0465455778997967
