"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Sgpp2",3.18086103853442e-06,-4.35574994888435,0,0.75,0.102519151271964
"Snx12",3.83331235440638e-05,-2.11641093360053,0.304,0.917,1
"Hmgcs2",7.25688181353234e-05,-3.38073141548711,0.087,0.75,1
"Ly6c1",8.04957002629242e-05,-1.38979069981618,0.609,1,1
"Emp1",8.2848883958268e-05,2.33312687767317,0.913,0.25,1
"Slc16a1",0.000178222866665926,-2.75370661292349,0.348,0.833,1
"Sema3c",0.000202802380955325,-2.7597523852659,0.13,0.75,1
"Fstl1",0.000241108201234108,1.43811174171509,0.957,0.667,1
"Pot1b",0.000289511235788834,-3.00965147528283,0,0.5,1
"Mfsd2a",0.000293039253869433,-2.28611033209948,0.261,0.75,1
"Slc19a3",0.000301618822495066,-3.1427111070723,0.043,0.583,1
"Pnkp",0.000309387819999628,-1.8863988486346,0.304,0.833,1
"Gpam",0.000329980509421674,-2.37815944908733,0.217,0.75,1
"Tspan5",0.0003745585211042,-1.36124306352164,0.652,0.917,1
"Decr1",0.000420755301914888,-2.09116710223884,0.174,0.75,1
"Gatm",0.000444633632123718,-2.50895680997704,0.217,0.75,1
"Man1a2",0.000555156807267665,-1.47263906604321,0.304,0.917,1
"Coq10a",0.000706464818190409,-2.28022669315561,0.13,0.75,1
"Srsf9",0.000752622336456556,-1.24935545048468,0.522,0.917,1
"Aldh9a1",0.000752622336456556,-1.43642035482782,0.522,0.917,1
"Zfp397",0.000820929233121273,-2.04455317816101,0.304,0.833,1
"Cobll1",0.000913604688331292,-2.21812082036859,0.217,0.75,1
"Ift27",0.000921513452746256,-2.31563467716177,0.13,0.667,1
"Slc25a42",0.000960476799527416,-2.93762203390813,0.087,0.583,1
"Sgms1",0.00097128361585043,-1.40128563210994,0.522,0.917,1
"Rcvrn",0.00113557164014879,-3.65660446524992,0,0.417,1
"Ankrd37",0.00116965914491095,-2.17211205389502,0.174,0.75,1
"Synm",0.0013037936402475,-1.50963566244356,0.348,0.917,1
"Abcc4",0.0013069604825344,-1.57966415071176,0.478,0.833,1
"Slc16a2",0.00138576961428572,-1.68341973864591,0.261,0.75,1
"Hcn2",0.00143843805426617,-2.39829380322787,0.13,0.667,1
"Pltp",0.00145100655042007,-1.03976334711212,0.826,0.917,1
"Ndufa13",0.00145100655042007,-0.81781742439773,0.783,1,1
"Slc40a1",0.00147984229485859,-1.55182328323711,0.348,0.917,1
"Abcb1a",0.00164787387956703,-0.829167113051862,0.826,1,1
"Slc7a5",0.00175203381241383,-1.03617552642285,0.609,0.917,1
"Polr1d",0.00175522233321494,-1.08093877733187,0.652,1,1
"Fam149b",0.00180023184472823,-1.55794741018502,0.304,0.833,1
"Neurl2",0.00180279954723914,-2.68885048510708,0.087,0.583,1
"Atp8a1",0.00180674144215688,-1.64569488814338,0.348,0.833,1
"Nebl",0.00181060833234147,-1.89898075729695,0.217,0.75,1
"Shroom1",0.00189694116090611,-2.42972558137879,0.217,0.667,1
"Spock2",0.00200970744884905,-1.45340156376873,0.609,0.833,1
"Cyb561a3",0.00202955914636366,-1.70180843829607,0.174,0.75,1
"Apcdd1",0.00214776204534177,-1.40298206948372,0.348,0.917,1
"Zfp653",0.00222255335838537,-2.23761573357318,0.043,0.5,1
"Plekhm3",0.00222255335838537,-2.33314186362992,0.043,0.5,1
"Pex26",0.00222255335838537,-2.3764553151439,0.043,0.5,1
"Mecom",0.00226193633171667,-1.15409606326695,0.565,0.917,1
"Lsr",0.00231572330782427,-1.60933060936921,0.348,0.833,1
"Depp1",0.00232065143487695,-1.75230308395663,0.174,0.75,1
"Rab40c",0.00232065143487695,-1.93962756148317,0.174,0.75,1
"Itm2a",0.00235256121022252,-0.78980232139165,0.913,0.917,1
"Sat1",0.00249519760934992,1.59679387027409,0.826,0.667,1
"Ndufa7",0.0025747001212116,-1.32823166386913,0.522,0.833,1
"Slc39a10",0.0025747001212116,-1.41174690700167,0.522,0.833,1
"Wdr92",0.00262088596157337,-2.28236898244941,0.043,0.5,1
"Agrn",0.0026390469425205,-0.632225565331682,0.87,1,1
"Hspg2",0.00264636923552616,0.385917572418339,0.957,1,1
"Parp12",0.00265605031123472,-1.847922216708,0.261,0.75,1
"Pggt1b",0.00272991868163104,-0.96095977400528,0.652,0.917,1
"Ly6a",0.00272991868163104,-1.15930096910274,0.652,0.917,1
"Mdm4",0.002821120211923,-1.37857789277864,0.435,0.833,1
"Pllp",0.00282946974630574,-2.34256744241124,0.217,0.667,1
